countrycode,countryshort,countryname,party_id,party_short,party_name,party_name_english,file
30,BIH,Bosnia & Herzegovina,3004,HDZ BiH,Hrvatska Demokratska Zajednica Bosne i Hercegovine,Croatian Democratic Union of BiH,2014_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3005,HDZ 1990,Hrvatska Demokratska Zajednica 1990,Croatian Democratic Union  1990,2014_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3006,SNSD,Savez nezavisnih socijaldemokrata,Alliance of Independent Social Democrats,2014_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3007,SDS,Srpska Demokratska Stranka,Serb Democratic Party,2014_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3008,DF,Demokratska Franta,Democratic Front,2014_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3009,SBB BiH,Savez za bolju buduenost BiH,Union for a Better Future of BiH,2014_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3010,BPS,Bosanskohercegovacka Patriotska Stranka,Bosnian-Herzegovian Patriotic Party,2014_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3011,PDP,Partija Demokratskog progresa,Party of Democratic Progress,2014_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3012,NDP,Narodn i Demokratski Pokret,Peoples Democratic Movement,2014_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3013,DNS,Demokratski Narodn i Savez,Democratic Peoples Alliance,2014_CHES_Candidate_codebook
32,MKD,North Macedonia,3201,VMRO-DPMNE,VMRO-DPMNE-koalicija Za podobra Makedonija ,VMRO-DPMNE-led coalition For a Better Macedonia,2014_CHES_Candidate_codebook
32,MKD,North Macedonia,3202,SDSM,SDSM-koalicija, SDSM-led coalition,2014_CHES_Candidate_codebook
32,MKD,North Macedonia,3204,DUI,Bashkimi Demokratik per Integrim/ Demokratska Unija za Integracija Partia ,Democratic Union for Integration,2014_CHES_Candidate_codebook
32,MKD,North Macedonia,3205,DPA,Demokratike Shqiptare/Demokratska Partija na Albancite ,Democratic Party of Albanians,2014_CHES_Candidate_codebook
32,MKD,North Macedonia,3208,GROM,Gragjanska opcija za Makedonija-koalicija,Citizen Option for Macedonia-led coalition,2014_CHES_Candidate_codebook
33,SRB,Serbia,3209,NDP,Rilindja Demokratike Kombetare/ Nacionalna Demokratska Prerociba,National Democratic Revival,2014_CHES_Candidate_codebook
33,SRB,Serbia,3302,DS,Demokratska  Stranka,Democratic Party,2014_CHES_Candidate_codebook
33,SRB,Serbia,3303,DSS,Demokratska Stranka Srbije,Democratic Party of Serbia,2014_CHES_Candidate_codebook
33,SRB,Serbia,3307,SPS,Socijalisticka Partija Srbije,Socialist Party of Serbia,2014_CHES_Candidate_codebook
33,SRB,Serbia,3308,LDP,Liberalno-demokratska Partija,Liberal Democratic Party,2014_CHES_Candidate_codebook
33,SRB,Serbia,3310,SNS,Srpska Napredna Stranka,Serbian progressive party,2014_CHES_Candidate_codebook
33,SRB,Serbia,3311,SDP,Socijaldemokratska partija Srbije,Social Democratic Party of Serbia,2014_CHES_Candidate_codebook
33,SRB,Serbia,3312,PUPS,Partija Ujedinjenih Penzionera  Srbije,Party of United  Pensioners of Serbia,2014_CHES_Candidate_codebook
33,SRB,Serbia,3313,SDS,Socilajdemokratska  Stranka,Socialdemocratic Party,2014_CHES_Candidate_codebook
33,SRB,Serbia,3314,LSV,Liga socijaldemokrata  Vojvodine,League of Social Democrats of Vojvodina,2014_CHES_Candidate_codebook
33,SRB,Serbia,3315,Dveri,Dveri,Dveri,2014_CHES_Candidate_codebook
41,ALB,Albania,4101,PS,Partia Socialiste e Shqiperise,Socialist Party of Albania,2014_CHES_Candidate_codebook
41,ALB,Albania,4102,LSI,Levizja Socialiste per lntegrim,Socialist Movement for Integration,2014_CHES_Candidate_codebook
41,ALB,Albania,4103,PBDNj,Partia Bashkimi per te Drejtat e Njeriut,Unity for Human Rights Party,2014_CHES_Candidate_codebook
41,ALB,Albania,4104,PKDSH,Partia Kristian Demokrate e Shqiperise,Christian Democratic Party of Albania,2014_CHES_Candidate_codebook
41,ALB,Albania,4105,PD,Partia Demokratike e Shqiperise,Democratic Party of Albania,2014_CHES_Candidate_codebook
41,ALB,Albania,4106,PR,Partia Republikane Shqiptare,Albanian Republican PartyE,2014_CHES_Candidate_codebook
41,ALB,Albania,4107,PDIU,"Partia Drejtesi, lntegrim dhe Unitet","justice, Integration and Unity Party",2014_CHES_Candidate_codebook
42,XKX,Kosovo,4201,PDK,Partia Demokratike e Kosoves,Democratic Party of Kosovo,2014_CHES_Candidate_codebook
42,XKX,Kosovo,4202,LDK,Lidhja Demokratike e Kosoves,Democratic League of Kosovo,2014_CHES_Candidate_codebook
42,XKX,Kosovo,4203,LV,Levizja Vetevendosje!,Self-Determination  Movement!,2014_CHES_Candidate_codebook
42,XKX,Kosovo,4204,AAK,Aleanca per Ardhmer ine e Kosoves,Alliance for the Future of Kosovo,2014_CHES_Candidate_codebook
42,XKX,Kosovo,4205,SL,Srpska Lista,Serb List,2014_CHES_Candidate_codebook
42,XKX,Kosovo,4206,NPK,Nisrna per Kosoven,Initiative for Kosovo,2014_CHES_Candidate_codebook
42,XKX,Kosovo,4207,AKR,Aleaj1ca Kosova e Re,New Kosovo Alliance,2014_CHES_Candidate_codebook
43,MNE,Montenegro,4301,DPS,Demokratska Partija Socijalista Crne Gore,Democratic Party of Socialists of Montenegro,2014_CHES_Candidate_codebook
43,MNE,Montenegro,4302,SDP,Socijaldemokratska  Partija Crne Gore,Social Democratic Party of Montenegro,2014_CHES_Candidate_codebook
43,MNE,Montenegro,4303,LPCG,Liberalna Partija Crne Gore,Liberal Party of Montenegro,2014_CHES_Candidate_codebook
43,MNE,Montenegro,4304,NOVA,Nova srpska demokratija,New Serb Democracy,2014_CHES_Candidate_codebook
43,MNE,Montenegro,4305,PzP,Pokret za Promjene,Movement for Changes,2014_CHES_Candidate_codebook
43,MNE,Montenegro,4306,SNP,Socijalisticka narodna partija Crne Gore,Socialist Peoples Party of Montenegro,2014_CHES_Candidate_codebook
43,MNE,Montenegro,4307,PCG,Pozitivna Crna Gora,Positive Montenegro,2014_CHES_Candidate_codebook
43,MNE,Montenegro,4308,BS,Bosnjaeka Stranka,Bosniak Party,2014_CHES_Candidate_codebook
44,UKR,Ukraine,4401,NF,Narndnyy Front,Popular Front,2014_CHES_Candidate_codebook
44,UKR,Ukraine,4402,BPP,Blok Petra Poroshenka,Petro Poroshenko Bloc,2014_CHES_Candidate_codebook
44,UKR,Ukraine,4403,Samopomich,Samopomich,Self Reliance Party,2014_CHES_Candidate_codebook
44,UKR,Ukraine,4404,OB,Opozytsiynyy Blok,Opposition Bloc,2014_CHES_Candidate_codebook
44,UKR,Ukraine,4405,RP,Radikalna Partiya Oleha Lyashka,Radical Party of Oleh Lyashko,2014_CHES_Candidate_codebook
44,UKR,Ukraine,4406,BATKIVSHCHYNA,Batkivshchyna,All-Ukrainian Union Fatherland ,2014_CHES_Candidate_codebook
44,UKR,Ukraine,4407,SVOBODA,Svoboda,Freedom,2014_CHES_Candidate_codebook
44,UKR,Ukraine,4408,KPU,Komunistychna Partiya Ukrayiny,Communist Party of Ukraine,2014_CHES_Candidate_codebook
44,UKR,Ukraine,4409,SU,Sylna Ukraina,Strong Ukraine,2014_CHES_Candidate_codebook
44,UKR,Ukraine,4410,GP,Hromadianska pozytsiia (Anatolii Grytsenko),Civic Position (Anatolii Grytsenko),2014_CHES_Candidate_codebook
44,UKR,Ukraine,4411,ZASTUP,Vseukrayinske ahrarne obyednannya ZASTUP,Zastup,2014_CHES_Candidate_codebook
44,UKR,Ukraine,4412,PS,Pravyy sektor,Right Sector,2014_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3001,SDA,Stranka Demokratske Akcije,Party of Democratic Action,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3003,SDP,Socijaldemokratska Partija Bosne i Hercegovine,SociaI Democratic Party of Bosnia and Herzegovina,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3004,HDZ BiH,Hrvatska Demokratska Zajednica Bosne i Hercegovine,Croatian Democratic Union of Bosnia and Herzegovina,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3006,SNSD,Savez nezavisnih socijaldemokrata,Alliance of Independent Social Democrats,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3007,SDS,Srpska Demokratska Stranka,Serbian Democratic Party,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3008,DF,Demokratska Fronta,Democratic Front,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3009,SBB BiH,Savez za bolju buducnost BiH,Union for a Better Futme,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3011,PDP,Partija Demokratskog progresa,Party of Democratic Progress,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3013,DNS,Demokratski Narodni Savez,Democratic Peoples Alliance,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3014,NS,Nasa stranka,Om Party,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3015,PDA,Pokret demokratske  akcije,Movement  of Democratic  Action,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3016,SP,Socijalisticka Partija,Socialist Party,2019_CHES_Candidate_codebook
30,BIH,Bosnia & Herzegovina,3017,ASDA,Stranka demokratske aktivnosti,Party of Democratic Activity,2019_CHES_Candidate_codebook
32,MKD,North Macedonia,3201,VlvIRO-DPMNE,Vnatresna Makedonska Revolucionerna Organizacija-Demokratska Partija za Makeclonsko Nacionalno Edinstvo,Internal Macedonian Revolutionary Organization-Democratic Party for Ivlacedonian National Unity,2019_CHES_Candidate_codebook
32,MKD,North Macedonia,3202,SDSM,Socijaldemokratski Sojuz na Makedonija,SociaI Democratic Union of Macedonia,2019_CHES_Candidate_codebook
32,MKD,North Macedonia,3204,DUI,Demokratska Unija za Integracija Bashkimi Demokratik per Integrim,Democratic Union for Integration,2019_CHES_Candidate_codebook
32,MKD,North Macedonia,3205,DPA,Demokratska Partija na Albancite Partia Demokratike Shqiptare,Democratic Party of Albanians,2019_CHES_Candidate_codebook
32,MKD,North Macedonia,3210,BESA,Dvizenje Besa; Levizja Besa,Besa Movement,2019_CHES_Candidate_codebook
32,MKD,North Macedonia,3211,AA,Alijansa za Albancite Aleanca per Shqiptaret,Alliance for Albanians,2019_CHES_Candidate_codebook
32,MKD,North Macedonia,3212,Levica,Leviea,The Left,2019_CHES_Candidate_codebook
33,SRB,Serbia,3301,SRS,Srpska Radikalna Stranka,Serbian Radical Party,2019_CHES_Candidate_codebook
33,SRB,Serbia,3302,DS,Demokratska Stranka,Democratic Party,2019_CHES_Candidate_codebook
33,SRB,Serbia,3307,SPS,Socijalisticka  Partij a Srbije,Socialist Party of Serbia,2019_CHES_Candidate_codebook
33,SRB,Serbia,3310,SNS,Srpska Napredna Stranka,Serbian Progressive Party,2019_CHES_Candidate_codebook
33,SRB,Serbia,3315,Dveri,Srpski Pokret Dveri,Serbian Movement Dveri,2019_CHES_Candidate_codebook
33,SRB,Serbia,3316,SPAS,Srpski patriotski savez,Serbian Patriotic Alliance,2019_CHES_Candidate_codebook
33,SRB,Serbia,3317,NS,Narodna stranka,Peoples Party,2019_CHES_Candidate_codebook
33,SRB,Serbia,3318,SSP,Stranka slobode i pravde,Party of Freedom and justice,2019_CHES_Candidate_codebook
33,SRB,Serbia,3319,PSG,Pokret slobodnih gradana,Movement of Free Citizens,2019_CHES_Candidate_codebook
41,ALB,Albania,4101,PS,Partia Socialiste e Shqiperise,Socialist Party of Albania,2019_CHES_Candidate_codebook
41,ALB,Albania,4102,LSI,Levizja Socialiste per Integrim,Socialist Movement for Integration,2019_CHES_Candidate_codebook
41,ALB,Albania,4105,PD,Partia Demokratike e Shqiperise,Democratic Party of Albania,2019_CHES_Candidate_codebook
41,ALB,Albania,4107,PDIU,"Partia Drejtesi, Integrim dhe Unitet","The Party for justice, Integration and Unity",2019_CHES_Candidate_codebook
41,ALB,Albania,4108,PSD,Partia Socialdemokrate e Shqiperise,Social Democratic Party of Albania,2019_CHES_Candidate_codebook
41,ALB,Albania,4109,Grupi Demokrat,Grupi Demokrat,Democratic Group,2019_CHES_Candidate_codebook
41,ALB,Albania,4110,Grupi partite e djathta,Grupi partite e djathta,Democracy and justice Group,2019_CHES_Candidate_codebook
41,ALB,Albania,4111,Te Parvur,Te Pavarur,Independent Group,2019_CHES_Candidate_codebook
42,XKX,Kosovo,4201,PDK,Partia Demokratike e Kosoves,Democratic Party of Kosovo,2019_CHES_Candidate_codebook
42,XKX,Kosovo,4202,LDK,Lidhj a Demokratike e Kosoves,Democratic League of Kosovo,2019_CHES_Candidate_codebook
42,XKX,Kosovo,4203,LY,Vetevenclosje,Self-determination,2019_CHES_Candidate_codebook
42,XKX,Kosovo,4205,SL,Srpska Lista,Serb List,2019_CHES_Candidate_codebook
42,XKX,Kosovo,4207,AKR,Aleanca Kosova e Re,New Kosovo Alliance,2019_CHES_Candidate_codebook
42,XKX,Kosovo,4208,NISMA,Nisma Socialclemokrate,Socialdemocratic Initiative,2019_CHES_Candidate_codebook
42,XKX,Kosovo,4209,Vakat,Koalicija Vakat,Coalition Vakat,2019_CHES_Candidate_codebook
42,XKX,Kosovo,4210,KDTP,Kosova Demokratik Turk Partisi,The Turkish Democratic Party of Kosovo,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4301,DPS,Demokratska Partija Socijalista,Democratic Party of Socialists,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4302,SOP,Socijalclemokratska Partija Crne Gore,Social Democratic Party of Montenegro,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4304,NOVA,Nova srpska clemokratija,New Serb Democracy,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4305,PzP,Pokret za promjene,Movement for Changes,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4306,SNP,Socijalisticka Narodna Partija Crne Gore,Socialist Peoples Party of Montenegro,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4308,BS,Bosnjacka Stranka,Bosniak Party,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4309,DEMOS,Demokratski Savez,Democratic Alliance,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4310,URA,Ujedinjena Reformska Akcija,United Reform Action,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4311,DCG,Demokratska Crna Gora,Democratic Montenegro,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4312,SD,Socijaldemokrate Crne Gore,Social Democrats of Montenegro,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4313,FORCA,Nova Demokratska Snaga,New Democratic Force,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4314,HGI,Hrvatska Gradzanska Inicijativa,Croatian Civic Initiative,2019_CHES_Candidate_codebook
43,MNE,Montenegro,4315,DNP,Demokratska narodna partija,Democratic Peoples Party,2019_CHES_Candidate_codebook
3,DEU,Germany,301,CDU,Christlieb Democratische Union Deutschlands,Christian Democratic Union of Germany,CHES+2017+Codebook
3,DEU,Germany,302,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,CHES+2017+Codebook
3,DEU,Germany,303,FDP,Freie Demokratische Partei,Free Democratic Party,CHES+2017+Codebook
3,DEU,Germany,304,Grunen,Bundnis 90; Die Grunen,Alliance 90; The Greens,CHES+2017+Codebook
3,DEU,Germany,306,Linke,Die Linke,The Left,CHES+2017+Codebook
3,DEU,Germany,308,CSU,Christlieb Soziale Union in Bayern,Christian Social Union in Bavaria,CHES+2017+Codebook
3,DEU,Germany,310,AID,Alternative fur Deutschland,Alternative for Germany,CHES+2017+Codebook
3,DEU,Germany,350,LKR,Liberal-Konservative Reformer,Liberal Conservative Party,CHES+2017+Codebook
3,DEU,Germany,351,BLAU,Die Blane Partei,The Blue Party,CHES+2017+Codebook
4,GRC,Greece,401,PASOK,Panellinio Sosialistiko Kinima,Panhellenic Socialist Movement,CHES+2017+Codebook
4,GRC,Greece,402,ND,Nea Dimokratia,New Democracy,CHES+2017+Codebook
4,GRC,Greece,403,SYRIZA,Synaspismos Rizospastikis Aristeras,Coalition of the Radical Left,CHES+2017+Codebook
4,GRC,Greece,404,KKE,Kommounistiko Komma Elladas,Communist Party of Greece,CHES+2017+Codebook
4,GRC,Greece,412,ANEL,Anexartitoi Ellines,Independent Greeks,CHES+2017+Codebook
4,GRC,Greece,413,Potami,To Potami,The River,CHES+2017+Codebook
4,GRC,Greece,414,DIMAR,Dimokratiki Aristera,Democratic Left,CHES+2017+Codebook
4,GRC,Greece,415,XA,Lai:k6s S)rndesmos-Chrysi Avgi,Popular Association- Golden Dawn,CHES+2017+Codebook
4,GRC,Greece,450,EK,Enosi Kentroon,Union of Centrists,CHES+2017+Codebook
5,ESP,Spain,501,PSOE,Partido Socialista Obrero Espanol,Spanish Socialist Workers  Party,CHES+2017+Codebook
5,ESP,Spain,502,PP,Partido Popular,Peoples Party,CHES+2017+Codebook
5,ESP,Spain,504,IU,Izquierda Unida,United Left,CHES+2017+Codebook
5,ESP,Spain,506,EAj/PNV,Euzko Alderdi jeltzalea/ Partido Nacionalista Vasco,Basque Nationalist Party,CHES+2017+Codebook
5,ESP,Spain,507,EA/EH BILDU,Eusko Alkartasuna/ Euskal Henia Bildu,Basque Solidarity/ Basque Country Unite,CHES+2017+Codebook
5,ESP,Spain,511,ERC-CatSI,Esquena Republicana de Catalunya,Republican Left of Catalonia,CHES+2017+Codebook
5,ESP,Spain,517,CC,Coalicion Canaria ,Coalicion Canaria ,CHES+2017+Codebook
5,ESP,Spain,525,Podemos,Podemos,We Can,CHES+2017+Codebook
5,ESP,Spain,526,Cs,Ciudadanos- Partido de la Ciudadania,Citizens- Party of the Citizemy,CHES+2017+Codebook
5,ESP,Spain,550,CDC/PDeCAT,Convergencia Democratica de Catalunya/ Partit Democrata Europeu Catala,Democratic Convergence of Catalonia/ Catalan European Democratic Party,CHES+2017+Codebook
6,FRA,France,601,PCF,Parti Communiste Francais,French Communist Party,CHES+2017+Codebook
6,FRA,France,602,PS,Parti Socialiste,Socialist Party,CHES+2017+Codebook
6,FRA,France,605,EELV,Europe Ecologie Les Verts,Europe  Ecology-The Greens,CHES+2017+Codebook
6,FRA,France,609,LR,Les Republicains,The Republicans,CHES+2017+Codebook
6,FRA,France,610,FN,Front National,National Front,CHES+2017+Codebook
6,FRA,France,613,MODEM,Mouvement Democrate,Democratic Movement,CHES+2017+Codebook
6,FRA,France,621,NC,Nouveau Centre,New Center,CHES+2017+Codebook
6,FRA,France,626,LREM,La Republique en Marche,The Republic on the Move,CHES+2017+Codebook
6,FRA,France,627,Insoumis,La France Insoumise,France Unbowed,CHES+2017+Codebook
6,FRA,France,628,DLF,Debout la France,France Arise,CHES+2017+Codebook
8,ITA,Italy,811,LN,Lega Nord,Northern League,CHES+2017+Codebook
8,ITA,Italy,814,UDC,Unione de Centro,Union of the Centre,CHES+2017+Codebook
8,ITA,Italy,815,FI,Forza Italia,Forward Italy,CHES+2017+Codebook
8,ITA,Italy,827,SVP,Siidtiroler Volkspartei,South Tyrolean Peoples Party,CHES+2017+Codebook
8,ITA,Italy,837,PD,Partido Democratico,Democratic Party,CHES+2017+Codebook
8,ITA,Italy,843,CD,Centro Democratico-Diritti e Liberta,Democratic Centre,CHES+2017+Codebook
8,ITA,Italy,844,FdI,Fratelli dItalia,Brothers ofltaly,CHES+2017+Codebook
8,ITA,Italy,845,M5S,Movimento Cinque Stelle,Five Star Movement,CHES+2017+Codebook
8,ITA,Italy,847,VdA,Vallee dAoste,Aosta Valley,CHES+2017+Codebook
8,ITA,Italy,850,SI,Sinistra Italiana,Italian Left,CHES+2017+Codebook
8,ITA,Italy,851,MDP,Progressista,Democratic and Progressive Movement,CHES+2017+Codebook
8,ITA,Italy,852,AP,Alternative Popolare,Popular Alternative,CHES+2017+Codebook
10,NLD,Netherlands,1001,CDA,Christen-Democratisch Appel,Christian Democratic Appeal,CHES+2017+Codebook
10,NLD,Netherlands,1002,PvdA,Partij van de Arbeid,Labour Party,CHES+2017+Codebook
10,NLD,Netherlands,1003,VVD,Volkspartij voor Vrijheid en Demokratie,People s Party for Freedom and Democracy,CHES+2017+Codebook
10,NLD,Netherlands,1004,D66,Democraten 66,Democrats 66,CHES+2017+Codebook
10,NLD,Netherlands,1005,GL,GroenLinks,GreenLeft,CHES+2017+Codebook
10,NLD,Netherlands,1006,SGP,Staatkundig Gereformeerde Partij,Political Refonned Party,CHES+2017+Codebook
10,NLD,Netherlands,1014,SP,Socialistische Partij,Socialist Party,CHES+2017+Codebook
10,NLD,Netherlands,1016,CU,ChristenUnie,Christian Union,CHES+2017+Codebook
10,NLD,Netherlands,1017,PVV,Paitij voor de Vrijheid,Party for Freedom,CHES+2017+Codebook
10,NLD,Netherlands,1018,PvdD,Partij voor de Dieren,Party for the Animals,CHES+2017+Codebook
10,NLD,Netherlands,1020,50PLUS,50PLUS,50PLUS,CHES+2017+Codebook
10,NLD,Netherlands,1050,Denk,Denk,Think/Equality,CHES+2017+Codebook
10,NLD,Netherlands,1051,FvD,Fonnn voor Democratie,Farum for Democracy,CHES+2017+Codebook
11,GBR,United Kingdom,1101,Cons,Conservative Party,Conservative Party,CHES+2017+Codebook
11,GBR,United Kingdom,1102,Lab,Labour Paitv,Labour Pa1tv,CHES+2017+Codebook
11,GBR,United Kingdom,1104,LibDem,Liberal Democratic Party,Liberal Democratic Party,CHES+2017+Codebook
11,GBR,United Kingdom,1105,SNP,Scottish National Party,Scottish National Party,CHES+2017+Codebook
11,GBR,United Kingdom,1106,Plaid,Plaid Cvmru,Paitv of Wales,CHES+2017+Codebook
11,GBR,United Kingdom,1107,Greens,Green Paitv,Green Party,CHES+2017+Codebook
11,GBR,United Kingdom,1108,UKIP,UK Independence Party,UK Independence Party,CHES+2017+Codebook
11,GBR,United Kingdom,1150,SF,Sinn Fein,Ourselves,CHES+2017+Codebook
11,GBR,United Kingdom,1151,DUP,Democratic Unionist Party,Democratic Unionist Party,CHES+2017+Codebook
12,PRT,Portugal,1201,CDU/PCP- PEV,Coligao Democratica Unitari,Democratic Unitarian Coalition,CHES+2017+Codebook
12,PRT,Portugal,1202,CDS-PP,Partido Popular,Peoples Party,CHES+2017+Codebook
12,PRT,Portugal,1205,PS,Partido Socialista,Socialist Party,CHES+2017+Codebook
12,PRT,Portugal,1206,PSD,Paitido Social Democrata,Social Democratic Party,CHES+2017+Codebook
12,PRT,Portugal,1208,BE/O Bloco,Bloco de Esquerda,Left Bloc,CHES+2017+Codebook
12,PRT,Portugal,1209,MPT,Partido da Tena,Earth Party,CHES+2017+Codebook
12,PRT,Portugal,1250,PAN,Pessoas-Animais-Natureza,People-Animals-Nature,CHES+2017+Codebook
12,PRT,Portugal,1251,PDR,Partido  Democratico Republicano,Democratic Republican Party,CHES+2017+Codebook
16,SWE,Sweden,1601,v,Vansterpartiet,Left Party,CHES+2017+Codebook
16,SWE,Sweden,1602,SAP,Sveriges Socialdemokratiska Arbetareparti,Swedish Social Democratic Party,CHES+2017+Codebook
16,SWE,Sweden,1603,c,Centerpartiet,Center Party,CHES+2017+Codebook
16,SWE,Sweden,1604,FP,Folkpartiet Liberalna,Liberal Peoples Party,CHES+2017+Codebook
16,SWE,Sweden,1605,M,Moderata Samlingspartiet,Moderate Party,CHES+2017+Codebook
16,SWE,Sweden,1606,KD,Kristdemokraternah,Christian Democrats,CHES+2017+Codebook
16,SWE,Sweden,1607,MP,Miljoepartiet de Grona,Environment Party- The Greens,CHES+2017+Codebook
16,SWE,Sweden,1610,SD,Sverigedemokratema,Sweden Democrats,CHES+2017+Codebook
16,SWE,Sweden,1611,PIRAT,Piratpartiet,Pirate Party,CHES+2017+Codebook
16,SWE,Sweden,1612,FI,Feministiskt Initiativ,Feminist Initiative,CHES+2017+Codebook
21,CZE,Czech Republic,2101,CSSD,Ceska strana socialne demokraticka,Czech Social Democratic Party,CHES+2017+Codebook
21,CZE,Czech Republic,2102,ODS,Obcanska Demokraticka Strana,Civic Democratic Party,CHES+2017+Codebook
21,CZE,Czech Republic,2103,KSCM,Komunisticka strana Cech a Moravy,Communist Party of Bohemia and Moravia,CHES+2017+Codebook
21,CZE,Czech Republic,2104,KDU-CSL,Krestanska demokraticka unie - Ceskoslovenska strnna lidova,Christian Democratic Union-Czechoslovak Peoples Party,CHES+2017+Codebook
21,CZE,Czech Republic,2109,TOP09,TOP09,TOP09,CHES+2017+Codebook
21,CZE,Czech Republic,2111,AN02011,"ANO2011, Akce nespokojenych obcanu ","AN02011, Action  of Dissatisfied Citizens",CHES+2017+Codebook
21,CZE,Czech Republic,2114,Pirates,Piratska strana ,Pirate Party,CHES+2017+Codebook
21,CZE,Czech Republic,2115,SPD,Svoboda a pima demokraci,Freedom and Direct Democracy,CHES+2017+Codebook
21,CZE,Czech Republic,2116,STAN,Starostove a nezavisli,Mayors and Independents,CHES+2017+Codebook
22,EST,Estonia,2201,IRL,Erakond Isamaa ja Res Publica Liit,Pro Patria and Res Publica Union,CHES+2017+Codebook
22,EST,Estonia,2202,EK,Eesti Keskerakond,Estonian Center Party,CHES+2017+Codebook
22,EST,Estonia,2203,ER,Eesti Reformierakond,Estonian Reform Party,CHES+2017+Codebook
22,EST,Estonia,2204,SDE,Sotsiaaldemokraatlik Erakond,Social Democratic Party,CHES+2017+Codebook
22,EST,Estonia,2208,EVE,Eesti Vabaerakond,Estonian Free Party,CHES+2017+Codebook
22,EST,Estonia,2209,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative Peoples Party of Estonia,CHES+2017+Codebook
23,HUN,Hungary,2301,MSzP,Magyar Szocialista Part,Hungarian Socialist Party,CHES+2017+Codebook
23,HUN,Hungary,2302,Fidesz,Fidesz - Magyar Polgari Szovets,Fidesz - Hungarian Civic Union,CHES+2017+Codebook
23,HUN,Hungary,2308,jOBBIK,jobbik Magyarorszagert Mozgalom,jobbik - Movement for a Better Hungary,CHES+2017+Codebook
23,HUN,Hungary,2309,LMP,Lehet Mas a Politika,Politics Can Be Different,CHES+2017+Codebook
23,HUN,Hungary,2310,El4,Egyutt - A Korszakvaltok Part,Together-Party for a New Era,CHES+2017+Codebook
23,HUN,Hungary,2311,DK,Demokratikus Koalicio ,Democratic Coalition,CHES+2017+Codebook
23,HUN,Hungary,2312,PM,Parbeszed Magyarorszagert,Dialogue for Hungary,CHES+2017+Codebook
23,HUN,Hungary,2313,MLP,Magyar Liberalis Part (Liberalisok),Hungarian Liberal Party,CHES+2017+Codebook
26,POL,Poland,2601,SLD,Sojusz Lewicy Demokratycznej,Democratic Left Alliance,CHES+2017+Codebook
26,POL,Poland,2603,PO,Platforma Obywatelska,Civic Platform,CHES+2017+Codebook
26,POL,Poland,2605,PiS,Prawo i Sprawiedliwosc,Law and justice Party,CHES+2017+Codebook
26,POL,Poland,2606,PSL,Polskie Stronnictwo Ludowe,Polish Peoples Party,CHES+2017+Codebook
26,POL,Poland,2613,TR,Twoj Ruch (Ruch Palikota),Your Movement (Palikots Movement),CHES+2017+Codebook
26,POL,Poland,2617,Kukiz,Kukizl5,Kukizl5,CHES+2017+Codebook
26,POL,Poland,2618,Novo,Nowoczesna,Modem,CHES+2017+Codebook
26,POL,Poland,2619,K01win,Wolnosc (Korwin-Mikke),Liberty (Korwin- Mikke),CHES+2017+Codebook
26,POL,Poland,2620,Razem,Partia Razem,Together Party,CHES+2017+Codebook
28,SVK,Slovakia,2803,Smer,Smer-socialna demokracia,Direction-Social Democracy,CHES+2017+Codebook
