country,type,party_abbreviation,party_native,party_english,partyfacts_id,election_years,party_id,dup
ITA,ep,MOV.SOC.TRICOLO RE,Fiamma Tricolore,Fiamma Tricolore,1101,1999,ITA-MOV.SOC.TRICOLO RE,FALSE
ITA,ep,"MOVIMENTO 5
STELLE",Movimento 5 Stelle,Five Star Movement,2046,"2014, 2019","ITA-MOVIMENTO 5
STELLE",FALSE
ITA,ep,"P.POPOLARE
ITALIANO","Partito Popolare
Italiano","Italian People's
Party",1701,1994,"ITA-P.POPOLARE
ITALIANO",FALSE
ITA,ep,PANNELLA- RIFORMATORI,Radicali,Radicals,1449,1994,ITA-PANNELLA- RIFORMATORI,FALSE
ITA,ep,PARTITO PENSIONATI,Partito Pensionati,Pensioners' Party,772,2004,ITA-PARTITO PENSIONATI,FALSE
ITA,ep,PCI,Partito Comunista Italiano,Italian Communist Party,34,1989,ITA-PCI,FALSE
ITA,ep,PPI (POP),Partito Popolare Italiano,Italian People's Party,1701,1999,ITA-PPI (POP),FALSE
ITA,ep,SDI,Socialisti Democratici Italiani,Italian Democrat Socialists,750,1999,ITA-SDI,FALSE
ITA,ep,SINISTRA E LIBERTA',Sinistra Ecologia Liberta,Left Ecology Freedom,7031,2009,ITA-SINISTRA E LIBERTA',FALSE
ITA,ep,UDEUR,Unione Democratici per l'Europa,Union of Democrats for Europe,115,"1999, 2004",ITA-UDEUR,FALSE
ITA,ep,"VERDI
ARCOBALENO",Verdi Arcobaleno,Rainbow Greens,99,1989,"ITA-VERDI
ARCOBALENO",FALSE
LVA,parliament,ATMODA,No sirds Latvijai,For Latvia from the Heart,3193,2014,LAT-ATMODA,FALSE
LVA,parliament,DZIMTENE,Dzimtene,Motherland,897,2006,LAT-DZIMTENE,FALSE
LVA,parliament,JKP,Jauna konservativa partija,New Conservative Party,6355,2018,LAT-JKP,FALSE
LVA,parliament,JL,Jaunais Laiks,New Era,1531,"2002, 2006",LAT-JL,FALSE
LVA,parliament,KPV LV,Kam pieder valsts?,Who owns the state?,6356,2018,LAT-KPV LV,FALSE
LVA,parliament,LG,Latgales Gaisma,Light of Latgale,404,2002,LAT-LG,FALSE
LVA,parliament,LKS,Latvijas Krievu savieniba,Latvian Russian Union,5657,"2014, 2018",LAT-LKS,FALSE
LVA,parliament,LPP,Latvijas Pirma partija,Latvia's First Party,1778,2002,LAT-LPP,FALSE
LVA,parliament,LPP/LC,"Latvijas Pirma partija
/ Latvijas Cels",Latvian First Party / Latvian Way Party,461,"2006, 2011",LAT-LPP/LC,FALSE
LVA,parliament,LRA,Latvijas Regionu apvieniba,Latvian Association of Regions,3194,"2014, 2018",LAT-LRA,FALSE
LVA,parliament,LSDSP,Latvijas Socialdemokratiska Stradnieku Partija,Latvian Social Democratic Workers' Party,741,"2002, 2006",LAT-LSDSP,FALSE
LVA,parliament,NA!,Nacionala apvieniba,National Alliance,7619,"2010, 2011, 2014,
2018",LAT-NA!,FALSE
LVA,parliament,PCTVL,Par cilveka tiesibam vienota Latvija,For Human Rights in a United Latvia,176,"2002, 2006, 2010",LAT-PCTVL,FALSE
LVA,parliament,PLL,Par Labu Latviju!,For a Good Latvia,393,2010,LAT-PLL,FALSE
LVA,parliament,PROGRESIVIE,Progresivie,The Progressive,6357,2018,LAT-PROGRESIVIE,FALSE
LVA,parliament,PVL,Visu Latvijai!,All For Latvia!,506,2006,LAT-PVL,FALSE
LVA,parliament,SC,Saskanas Centrs,Harmony Centre,1056,"2006, 2010, 2011,
2014, 2018",LAT-SC,FALSE
LVA,parliament,SDLP,Socialdemokratiska Labklajibas partija,Social Democratic Welfare Party,680,2002,LAT-SDLP,FALSE
LVA,parliament,SDS,Socialdemokratiska partija,Social Democratic Party,87,2002,LAT-SDS,FALSE
LVA,parliament,SLC,Latvijas Cels,Latvian Way,1043,2002,LAT-SLC,FALSE
LVA,parliament,TB/LNNK,"Tevzemei un Brivibai
/ LNNK",For Fatherland and Freedom / LNNK,1704,"2002, 2006",LAT-TB/LNNK,FALSE
LVA,parliament,TP,Tautas Partija,People's Party,1755,"2002, 2006",LAT-TP,FALSE
LVA,parliament,VIENOTIBA,Vienotiba,Unity,852,"2010, 2011, 2014,
2018",LAT-VIENOTIBA,FALSE
LVA,parliament,VL,Vienoti Latvijai,United for Latvia,3195,2014,LAT-VL,FALSE
LVA,parliament,ZRP,Zatlera Reformu partija,Zatlers' Reform Party,1476,2011,LAT-ZRP,FALSE
LVA,parliament,ZZS,Zalo un Zemnieku savieniba,Green and Farmers' Union,701,"2002, 2006, 2010,
2011, 2014, 2018",LAT-ZZS,FALSE
LVA,ep,AP,Attistibai/Par!,Development/For!,8393,2019,LAT-AP,FALSE
LVA,ep,JV,Vienotiba,Unity,852,2019,LAT-JV,FALSE
LVA,ep,LAAT,Latvijas attistibai,Latvian Development,3213,2014,LAT-LAAT,FALSE
LVA,ep,LIB,Libertas.lv,Libertas.lv,367,2009,LAT-LIB,FALSE
LVA,ep,LKSRSL,Latvijas Krievu savieniba,Latvian Russian Union,5657,"2014, 2019",LAT-LKSRSL,FALSE
LVA,ep,LPP / LC,Latvijas Pirma partija / Latvijas Cels,Latvian First Party / Latvian Way Party,461,2009,LAT-LPP / LC,FALSE
LVA,ep,LSP,"Latvijas Socialistiska
partija","Socialist Party of
Latvia",588,2014,LAT-LSP,FALSE
LVA,ep,P,Progresivie,The Progressive,6357,2019,LAT-P,FALSE
LVA,ep,PPA,"Politiska Partija ""Alternative""","Political Party ""Alternative""",3214,2014,LAT-PPA,FALSE
LVA,ep,PS,Pilsoniska savieniba,Civic Union,415,2009,LAT-PS,FALSE
LVA,ep,SCP,Sabiedriba citai politikai,Society for Other Politics,627,2009,LAT-SCP,FALSE
LVA,ep,SDPS,"Socialdemokratiska Partija ""Saskana""","Social Democratic Party ""Harmony""",5976,"2014, 2019",LAT-SDPS,FALSE
LVA,ep,TB / LNNK,Tevzemei un Brivibai / LNNK,For Fatherland and Freedom / LNNK,1704,"2009, 2014, 2019",LAT-TB / LNNK,FALSE
LVA,ep,TSP,Tautas Saskanas Partija,National Harmony Party,1719,2004,LAT-TSP,FALSE
LVA,ep,V,Vienotiba,Unity,852,2014,LAT-V,FALSE
LVA,ep,VA-TB/LNNK,Tevzemei un Brivibai / LNNK,For Fatherland and Freedom / LNNK,1704,2004,LAT-VA-TB/LNNK,FALSE
LTU,parliament,,Brazausko socialdemokratine koalicija,Brazauskas Social Democratic Coalition,197,2000,LTU-A. BRAZAUSKAS SOCIALDEMOCRATIC COALITION,FALSE
LTU,parliament,,Krikscioniu konservatoriu socialine sajunga,Christian Conservative Social Union,52,2004,LTU-CHRISTIAN CONSERVATIVE SOCIAL UNION,FALSE
LTU,parliament,,Krikscioniu demokratu sajunga,Christian Democratic Union,776,2000,LTU-CHRISTIAN DEMOCRATIC UNION,FALSE
LTU,parliament,CHRISTIAN PARTY,Krikscioniu partija,Christian Party,8254,2012,LTU-CHRISTIAN PARTY,FALSE
LTU,parliament,FOR ORDER AND JUSTICE,"Tvarka ir teisingumas
- Liberalu Demokratu Partija",Order and Justice – Liberal Democratic Party,237,2004,LTU-FOR ORDER AND JUSTICE,FALSE
LTU,parliament,HOMELAND UNION,Tevynes Sajunga / Tevynes sajunga - Lietuvos krikscionys demokratai,Homeland Union / Homeland Union – Lithuanian Christian Democrats,193,"2004, 2008, 2012,
2016, 2020, 2000",LTU-HOMELAND UNION,FALSE
LTU,parliament,LABOUR PARTY,Darbo Partija,Labour Party,102,"2004, 2012, 2016,
2020",LTU-LABOUR PARTY,FALSE
LTU,parliament,LIBERAL AND CENTRE UNION,Liberalu ir centro sajunga,Liberal and Centre Union,1193,"2004, 2008, 2012",LTU-LIBERAL AND CENTRE UNION,FALSE
LTU,parliament,,Lietuvos Respublikos Liberalu sajudis,Liberals' Movement of the Republic of Lithuania,1744,"2008, 2012, 2016,
2020",LTU-LIBERALS MOVEMENT OF THE REPUBLIC OF LITHUANIA,FALSE
LTU,parliament,LITHUANIAN CENTRE PARTY,Lietuvos Centro Partija,Lithuanian Centre Party,5455,2020,LTU-LITHUANIAN CENTRE PARTY,FALSE
LTU,parliament,LITHUANIAN CENTRE UNION,Lietuvos centro sajunga,Center Union of Lithuania,1185,2000,LTU-LITHUANIAN CENTRE UNION,FALSE
LTU,parliament,,Lietuvos krikscioniu demokratu partija,Lithuanian Christian Democratic Party,6804,2000,LTU-LITHUANIAN CHRISTIAN DEMOCRATIC PARTY,FALSE
LTU,parliament,,Lietuvos Krikscionys Demokratai,Lithuanian Christian Democrats,1063,2004,LTU-LITHUANIAN CHRISTIAN DEMOCRATS,FALSE
LTU,parliament,,Lietuvos Laisves Sajunga (Liberalai),Lithuanian Freedom Union (Liberals),5456,"2016, 2020",LTU-LITHUANIAN FREEDOM UNION (LIBERALS),FALSE
LTU,parliament,LITHUANIAN GREEN PARTY,Lietuvos zalioji partija,Lithuanian Green Party,1407,"2016, 2020",LTU-LITHUANIAN GREEN PARTY,FALSE
LTU,parliament,LITHUANIAN LIBERAL UNION,Lietuvos liberalu sajunga,Liberal Union of Lithuania,1357,2000,LTU-LITHUANIAN LIBERAL UNION,FALSE
LTU,parliament,,Lietuvos valstieciu ir zaliuju sajunga / Lietuvos valstieciu liaudininku sajunga,Lithuanian Farmers and Greens Union / Lithuanian Peasant Popular Union,1490,2012,LTU-LITHUANIAN PEASANT AND GREENS UNION,FALSE
LTU,parliament,,Lietuvos valstieciu partija,Lithuanian Peasant Party,21,"2016, 2020",LTU-LITHUANIAN PEASANT POPULAR UNION,FALSE
LTU,parliament,,Lietuvos valstieciu partija,Lithuanian Peasant Party,21,2000,LTU-LITHUANIAN PEASANTS' PARTY,FALSE
LTU,parliament,,Lietuvos lenku rinkimu akcija,Election Action of Lithuania's Poles,556,"2000, 2004, 2008,
2012, 2016, 2020",LTU-LITHUANIAN POLES' ELECTORAL ACTION,FALSE
LTU,parliament,,Lietuvos socialdemokratu partija,Lithuanian Social Democratic Party,64,"2008, 2012, 2016,
2020",LTU-LITHUANIAN SOCIAL DEMOCRATIC PARTY,FALSE
LTU,parliament,,Nuosaikiuju konservatoriu sajunga,Moderate Conservative Union,839,2000,LTU-MODERATE CONSERVATIVE UNION,FALSE
LTU,parliament,,Naujoji sajunga (socialliberalai),New Union (Social Liberals),1800,"2008, 2000",LTU-NEW UNION (SOCIAL LIBERALS),FALSE
LTU,parliament,,Jaunoji Lietuva,Young Lithuania,1026,2008,"LTU-PARTY ""YOUNG LITHUANIANS""",FALSE
LTU,parliament,,Drasos Kelias,The Way of Courage,74,2012,LTU-POLITICAL PARTY 'THE WAY OF COURAGE',FALSE
LTU,parliament,,Tevynes atgimimas ir perspektyva,YES – Homeland Revival and Perspective,1806,2012,LTU-POLITICAL PARTY 'UNION YES',FALSE
LTU,parliament,,Fronto partija / Socialistinis liaudies frontas,Front Party / Socialist People's Front,1250,2008,"LTU-POLITICAL PARTY ""FRONTAS""",FALSE
LTU,parliament,,"Politine partija ""Lietuvos sarasas""",Lithuanian List,6738,2016,"LTU-POLITICAL PARTY ""LIST OF LITHUANIA""",FALSE
LTU,parliament,RISING NATION PARTY,"Tvarka ir teisingumas
- Liberalu Demokratu Partija",Order and Justice – Liberal Democratic Party,347,2008,LTU-RISING NATION PARTY,FALSE
LTU,parliament,,Koalicija Darbo partija + Jaunimas,Coalition Labour Party and Youth,8279,2008,"LTU-THE COALITION ""LABOR PARTY + YOUTH""",FALSE
LTU,parliament,,alliance,alliance,3971,2004,LTU-UNION OF FARMERS' PARTY AND NEW DEMOCRACY PARTY,FALSE
LTU,parliament,WORKING FOR LITHUANIA,"Koalicija ""Uz darba Lietuvai""",Working for Lithuania,2091,2004,LTU-WORKING FOR LITHUANIA,FALSE
LTU,ep,DP,Darbo Partija,Labour Party,102,"2004, 2009, 2014,
2019",LTU-DP,FALSE
LTU,ep,FRONTAS,Fronto partija / Socialistinis liaudies frontas,Front Party / Socialist People's Front,1250,2009,LTU-FRONTAS,FALSE
LTU,ep,KKSS,Krikscioniu konservatoriu socialine sajunga,Christian Conservative Social Union,52,"2004, 2009",LTU-KKSS,FALSE
LTU,ep,LCP,"Lietuvos Centro
Partija","Lithuanian Centre
Party",5455,"2009, 2019",LTU-LCP,FALSE
LTU,ep,LiCS,Liberalu ir centro sajunga,Liberal and Centre Union,1193,"2004, 2009, 2014",LTU-LiCS,FALSE
LTU,ep,LKD,Lietuvos Krikscionys Demokratai,Lithuanian Christian Democrats,1063,2004,LTU-LKD,FALSE
LTU,ep,LLRA KSS,Lietuvos lenku rinkimu akcija,Election Action of Lithuania's Poles,556,2009,LTU-LLRA KSS,FALSE
LTU,ep,LLSL,Lietuvos Laisves Sajunga (Liberalai),Lithuanian Freedom Union (Liberals),5456,2019,LTU-LLSL,FALSE
LTU,ep,LRLS,"Lietuvos Respublikos
Liberalu sajudis","Liberals' Movement of the Republic of
Lithuania",1744,"2009, 2014, 2019",LTU-LRLS,FALSE
LTU,ep,LSDDP,Lietuvos socialdemokratu darbo partija,Social Democratic Labour Party of Lithuania,7352,2019,LTU-LSDDP,FALSE
LTU,ep,LSDP,Lietuvos socialdemokratu partija,Lithuanian Social Democratic Party,64,"2004, 2009, 2014,
2019",LTU-LSDP,FALSE
LTU,ep,LTS,Lietuviu tautininku sajunga,Lithuanian National Union,377,2014,LTU-LTS,FALSE
LTU,ep,LVZS,"Lietuvos valstieciu ir zaliuju sajunga / Lietuvos valstieciu
liaudininku sajunga","Lithuanian Farmers and Greens Union / Lithuanian Peasant
Popular Union",1490,"2004, 2009, 2014,
2019",LTU-LVZS,FALSE
LTU,ep,LZP,Lietuvos zalioji partija,Lithuanian Green Party,1407,"2014, 2019",LTU-LZP,FALSE
LTU,ep,NS,Naujoji sajunga (socialliberalai),New Union (Social Liberals),1800,2004,LTU-NS,FALSE
LTU,ep,PDP,"Pilietines
demokratijos partija","Civic Democratic
Party",105,2009,LTU-PDP,FALSE
LTU,ep,Rising Nation Party,Tautos prisikelimo partija,National Resurrection Party,347,2009,LTU-Rising Nation Party,FALSE
LTU,ep,,Tautos pazangos partija,Party of National Progress,51,2004,LTU-The Party of National Progress,FALSE
LTU,ep,TS LKD,Tevynes sajunga - Lietuvos krikscionys demokratai,Homeland Union - Lithuanian Christian Democrats,193,"2004, 2009, 2014,
2019",LTU-TS LKD,FALSE
LTU,ep,TT LDP,"Tvarka ir teisingumas - Liberalu Demokratu
Partija",Order and Justice - Liberal Democratic Party,237,"2004, 2009, 2014,
2019",LTU-TT LDP,FALSE
LTU,ep,VKM-AMT,independent,independent,2778,2019,LTU-VKM-AMT,FALSE
LTU,ep,ZP,Zemaiciu partija,Samogitian Party,1291,2009,LTU-ZP,FALSE
LUX,parliament,ADR,Alternativ Demokratesch Reformpartei,Alternative Democratic Reform Party,1114,"1994, 1999, 2004,
2009, 2013, 2018",LUX-ADR,FALSE
LUX,parliament,CSV,Chreschtlech Sozial Vollekspartei,Christian Social People's Party,539,"1994, 1999, 2004,
2009, 2013, 2018",LUX-CSV,FALSE
LUX,parliament,DP,Demokratesch Partei,Democratic Party,300,"1994, 1999, 2004,
2009, 2013, 2018",LUX-DP,FALSE
LUX,parliament,GAL,Greng Lescht Ekologesch Initiativ,Green Left Ecological Initiative,475,"1999, 2004",LUX-GAL,FALSE
LUX,parliament,GRENG,Dei Greng [Alternativ],The Greens,1138,"1994, 1999, 2004,
2009, 2013, 2018",LUX-GRENG,FALSE
LUX,parliament,KPL,Kommunistesch Partei vu Letzebuerg,Communist Party of Luxembourg,1647,"1994, 2004, 2009,
2013, 2018",LUX-KPL,FALSE
LUX,parliament,LENK,Dei Lenk,The Left,271,"1999, 2004, 2009,
2013, 2018",LUX-LENK,FALSE
LUX,parliament,LNB,National Bewegong,National Movement,995,1994,LUX-LNB,FALSE
LUX,parliament,LSAP,Letzebuerger Sozialistesch Aarbechterpartei,Luxembourg Socialist Workers' Party,186,"1994, 1999, 2004,
2009, 2013, 2018",LUX-LSAP,FALSE
LUX,parliament,PID,Partei fir Integral Demokratie,Party for Full Democracy,2064,2013,LUX-PID,FALSE
LUX,parliament,PPLU,Piratepartei Letzebuerg,Pirate Party Luxembourg,2065,"2013, 2018",LUX-PPLU,FALSE
LUX,ep,BIERGERLESCHT,Biergerlescht,Citizens' List,1213,2009,LUX-BIERGERLESCHT,FALSE
LUX,ep,GLS,"Groupement fir d'Letzebuerger
Souveraniteit","Group for Luxembourgian
Sovereignty",2066,1994,LUX-GLS,FALSE
LUX,ep,NATIONAL B.,National Bewegong,National Movement,995,1994,LUX-NATIONAL B.,FALSE
LUX,ep,PPL,Piratepartei Letzebuerg,Pirate Party Luxembourg,2065,"2014, 2019",LUX-PPL,FALSE
LUX,ep,VOLT,Volt Luxembourg,Volt Luxembourg,7353,2019,LUX-VOLT,FALSE
MLT,parliament,AD,Alternattiva Demokratika,Democratic Alternative,62,"2008, 2013",MLT-AD,FALSE
MLT,parliament,MLP/PL,Partit Laburista,Malta Labour Party,808,"2003, 2008, 2013,
2017",MLT-MLP/PL,FALSE
MLT,parliament,PN,Partit Nazzjonalista,Nationalist Party,699,"2003, 2008, 2013,
2017",MLT-PN,FALSE
MLT,ep,IE,Imperium Europa,Imperium Europa,515,"2009, 2014, 2019",MLT-IE,FALSE
MLT,ep,IND.,independent,independent,2798,"2004, 2019",MLT-IND.,FALSE
MLT,ep,PD,Partit Demokratiku,Democratic Party,7354,2019,MLT-PD,FALSE
NLD,parliament,50PLUS,50PLUS,50PLUS,714,"2012, 2017",NLD-50PLUS,FALSE
NLD,parliament,AOV,Algemeen Ouderen Verbond / Verenigde Senioren Partij,"General Senior Union
/ United Seniors Party",994,1994,NLD-AOV,FALSE
NLD,parliament,CDA,Christen Democratisch Appel,Christian Democratic Appeal,1157,"1994, 1998, 2002,
2003, 2006, 2010,
2012, 2017",NLD-CDA,FALSE
NLD,parliament,CU,ChristenUnie,ChristianUnion,1459,"2002, 2003, 2006,
2010, 2012, 2017",NLD-CU,FALSE
NLD,parliament,D66,Democraten 66,Democrats 66,45,"1994, 1998, 2002,
2003, 2006, 2010,
2012, 2017",NLD-D66,FALSE
NLD,parliament,DENK,Beweging DENK,Think,5856,2017,NLD-DENK,FALSE
NLD,parliament,FVD,Forum voor Democratie,Forum for Democracy,5855,2017,NLD-FVD,FALSE
NLD,parliament,GL,GroenLinks,GreenLeft,1537,"1994, 1998, 2002,
2003, 2006, 2010,
2012, 2017",NLD-GL,FALSE
NLD,parliament,GPV,Gereformeerd Politiek Verbond,Reformed Political League,1602,"1994, 1998",NLD-GPV,FALSE
NLD,parliament,LN,Leefbaar Nederland,Livable Netherlands,1420,2002,NLD-LN,FALSE
NLD,parliament,LPF,Lijst Pim Fortuyn,Fortuyn List,1528,"2002, 2003",NLD-LPF,FALSE
NLD,parliament,PVDA,Partij van de Arbeid,Labour,1234,"1994, 1998, 2002,
2003, 2006, 2010,
2012, 2017",NLD-PVDA,FALSE
NLD,parliament,PVDD,Partij voor de Dieren,Party for the Animals,1467,"2006, 2010, 2012,
2017",NLD-PVDD,FALSE
NLD,parliament,PVV,Partij voor de Vrijheid,Party for Freedom,298,"2006, 2010, 2012,
2017",NLD-PVV,FALSE
NLD,parliament,RPF,Reformatorisch Politieke Federatie,Reformatory Political Federation,172,"1994, 1998",NLD-RPF,FALSE
NLD,parliament,SGP,Staatkundig Gereformeerde Partij,Reformed Political Party,1178,"1994, 1998, 2002,
2003, 2006, 2010,
2012, 2017",NLD-SGP,FALSE
NLD,parliament,SPBP,Socialistiese Partij,Socialist Party,1363,"1994, 1998, 2002,
2003, 2006, 2010,
2012, 2017",NLD-SPBP,FALSE
NLD,parliament,VVD,Volkspartij voor Vrijheid en Democratie,People's Party for Freedom and Democracy,828,"1994, 1998, 2002,
2003, 2006, 2010,
2012, 2017",NLD-VVD,FALSE
NLD,ep,50+,50PLUS,50PLUS,714,"2014, 2019",NLD-50+,FALSE
NLD,ep,CD,Centrum Democraten,Centre Democrats,1472,1994,NLD-CD,FALSE
NLD,ep,CU-SGP,ChristenUnie - Staatkundig Gereformeerde Partij,Christian Union - Reformed Political Party,6758,"2004, 2009, 2014,
2019",NLD-CU-SGP,FALSE
NLD,ep,ET,Europa Transparant,Europe Transparent,523,2004,NLD-ET,FALSE
NLD,ep,GROEN,De Groenen,The Greens,1533,1994,NLD-GROEN,FALSE
NLD,ep,SGP-GPV-RPF,alliance,alliance,3987,"1994, 1999",NLD-SGP-GPV-RPF,FALSE
NLD,ep,SP,Socialistiese Partij,Socialist Party,1363,"1994, 1999, 2004,
2009, 2014, 2019",NLD-SP,FALSE
NLD,ep,VN,Volt Nederland,Volt Netherlands,7355,2019,NLD-VN,FALSE
NOR,parliament,A,Avholdspartiet,Teetotaler Party,4073,"2013, 2017",NOR-A,FALSE
NOR,parliament,DNA,Det norske Arbeiderparti,Norwegian Labour Party,448,"1993, 1997, 2001,
2005, 2009",NOR-DNA,FALSE
NOR,parliament,FRP,Fremskrittspartiet,Progress Party,101,"1993, 1997, 2001,
2005, 2009, 2013,
2017",NOR-FRP,FALSE
NOR,parliament,H,Hoyre,Conservative Party,503,"1993, 1997, 2001,
2005, 2009, 2013,
2017",NOR-H,FALSE
NOR,parliament,KRF,Kristelig Folkeparti,Christian Democratic Party,705,"1993, 1997, 2001,
2005, 2009, 2013,
2017",NOR-KRF,FALSE
NOR,parliament,KYST,Kystpartiet,Coastal Party,677,2001,NOR-KYST,FALSE
NOR,parliament,MDG,Miljopartiet De Gronne,Green Party,1963,"2013, 2017",NOR-MDG,FALSE
NOR,parliament,RODT,Rodt,Red Party,3698,2017,NOR-RODT,FALSE
NOR,parliament,RV,Rod Valgallianse,Red Electoral Alliance,44,1997,NOR-RV,FALSE
NOR,parliament,SPBP,Senterpartiet,Centre Party,1072,"1993, 1997, 2001,
2005, 2009, 2013,
2017",NOR-SPBP,FALSE
NOR,parliament,SV,Sosialistisk Venstreparti,Socialist Left Party,719,"1993, 1997, 2001,
2005, 2009, 2013,
2017",NOR-SV,FALSE
NOR,parliament,V,Venstre,Liberal Party of Norway,1173,"1993, 1997, 2001,
2005, 2009, 2013,
2017",NOR-V,FALSE
POL,parliament,AWS,Akcja Wyborcza Solidarnosc Prawicy,Solidarity Electoral Action of the Right,863,2001,POL-AWS,FALSE
POL,parliament,KORWIN,Koalicja Odnowy Rzeczypospolitej Wolnosc i Nadzieja KORWiN,Coalition for the Renewal of the Republic – Liberty and Hope,4629,"2015, 2019",POL-KORWIN,FALSE
POL,parliament,KUKIZ'15,Kukiz'15,Kukiz'15,4631,2015,POL-KUKIZ'15,FALSE
POL,parliament,LID,Lewica i Demokraci,Left and Democrats,1588,2007,POL-LID,FALSE
POL,parliament,LPR,Liga Polskich Rodzin,League of Polish Families,1768,"2001, 2005, 2007",POL-LPR,FALSE
POL,parliament,LR,[Lewica] Razem,[Left] Together,4871,2015,POL-LR,FALSE
POL,parliament,NOWOCZESNA,Nowoczesna,Modern,4630,2015,POL-NOWOCZESNA,FALSE
POL,parliament,PD,Partia Demokratyczna,Democratic Party,1566,2005,POL-PD,FALSE
POL,parliament,PIS,Prawo i Sprawiedliwosc,Law and Justice,1565,"2001, 2005, 2007,
2011, 2015, 2019",POL-PIS,FALSE
POL,parliament,PJKM,Platforma Janusza Korwin-Mikke,Platform of Janusz Korwin-Mikke,913,2005,POL-PJKM,FALSE
POL,parliament,PJN,Polska jest Najwazniejsza,Poland is the Most Important,41,2011,POL-PJN,FALSE
POL,parliament,PO,Platforma Obywatelska,Civic Platform,1117,"2001, 2005, 2007,
2011, 2015",POL-PO,FALSE
POL,parliament,PSL,Polskie Stronnictwo Ludowe,Polish People's (Peasants') Party,602,"2001, 2005, 2007,
2011, 2015, 2019",POL-PSL,FALSE
POL,parliament,RP,Ruch Palikota / Twoj Ruch,Palikot's Movement / Your Movement,731,2011,POL-RP,FALSE
POL,parliament,SDPL,Socjaldemokracja Polska,Social Democracy of Poland,1328,2005,POL-SDPL,FALSE
POL,parliament,SLD,Sojusz Lewicy Demokratycznej,Democratic Left Alliance,57,"2005, 2011, 2019",POL-SLD,FALSE
POL,parliament,SLD-UP,Sojusz Lewicy Demokratycznej-Unia Pracy,Democratic Left Alliance – Labour Union,6183,2001,POL-SLD-UP,FALSE
POL,parliament,SRP,Samoobrona Rzeczypospolitej Polskiej,Self-Defense of the Republic Poland,727,"2001, 2005, 2007",POL-SRP,FALSE
POL,parliament,UW,Unia Wolnosci,Freedom Union,8268,2001,POL-UW,FALSE
POL,ep,EUROPA+,alliance,alliance,3999,2014,POL-EUROPA+,FALSE
POL,ep,IDP,Inicjatywa dla Polski,Initiative for Poland,1608,2004,POL-IDP,FALSE
POL,ep,KE,alliance,alliance,3999,2019,POL-KE,FALSE
POL,ep,KNP,"Kongres Nowej
Prawicy","Congress of the
New Right",4713,2014,POL-KNP,FALSE
POL,ep,KUKIZ 15,Kukiz'15,Kukiz'15,4631,2019,POL-KUKIZ 15,FALSE
POL,ep,LEWICA RAZEM,[Lewica] Razem,[Left] Together,4871,2019,POL-LEWICA RAZEM,FALSE
POL,ep,LIBERTAS,Libertas Polska,Libertas Poland,739,2009,POL-LIBERTAS,FALSE
POL,ep,NKWW,Narodowy Komitet Wyborczy Wyborcow,National Voters Committee,1549,2004,POL-NKWW,FALSE
POL,ep,PR,"Prawica
Rzeczypospolitej",Republic Right Party,876,"2009, 2014",POL-PR,FALSE
POL,ep,RN,Ruch Narodowy,National Movement,3224,2014,POL-RN,FALSE
POL,ep,SAMOOBRONA RP,Samoobrona Rzeczypospolitej Polskiej,Self-Defense of the Republic Poland,727,"2004, 2009",POL-SAMOOBRONA RP,FALSE
POL,ep,SP,Stronnictwo Pracy,Labor Party,8226,2014,POL-SP,FALSE
POL,ep,UPR,Unia Polityki Realnej,Real Politics Union,283,"2004, 2009",POL-UPR,FALSE
POL,ep,WIOSNA,Wiosna,Spring,7356,2019,POL-WIOSNA,FALSE
PRT,parliament,B.E.,Bloco de Esquerda,Left Bloc,1310,"1999, 2002, 2005,
2009, 2011, 2015,
2019",PRT-B.E.,FALSE
PRT,parliament,CDS-PP,Centro Democratico e Social / Partido Popular,Democratic and Social Center / People's Party,1308,"1995, 1999, 2002,
2005, 2009, 2011,
2019",PRT-CDS-PP,FALSE
PRT,parliament,CH,Chega,Enough,8182,2019,PRT-CH,FALSE
PRT,parliament,L,"Livre - Liberdade, Esquerda, Europa e Ecologia",Livre,3225,2019,PRT-L,FALSE
PRT,parliament,PAN,Partido pelos Animais e pela Natureza,Party for Animals and Nature,97,"2011, 2015, 2019",PRT-PAN,FALSE
PRT,parliament,PCP-PEV,CDU – Coligação Democrática Unitária,Unitary Democratic Coalition,284,"1991, 1995, 1999,
2002, 2005, 2009,
2011, 2015, 2019",PRT-PCP-PEV,FALSE
PRT,parliament,PCTP/MRPP,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat,857,"2011, 2015",PRT-PCTP/MRPP,FALSE
PRT,parliament,PDR,Partido Democratico Republicano,Republican Democratic Party,4513,2015,PRT-PDR,FALSE
PRT,parliament,PPD/PSD,Partido Popular Democratico / Partido Social Democrata,Popular Democratic Party / Social Democratic Party,1359,"1991, 1995, 1999,
2002, 2005, 2009,
2011, 2015, 2019",PRT-PPD/PSD,FALSE
PRT,parliament,PS,Partido Socialista,Socialist Party,655,"1991, 1995, 1999,
2002, 2005, 2009,
2011, 2015, 2019",PRT-PS,FALSE
PRT,parliament,PSN,Partido da Solidariedade Nacional,National Solidarity Party,181,1991,PRT-PSN,FALSE
PRT,parliament,PSR,Partido Socialista Revolucionario,Revolutionary Socialist Party,375,1991,PRT-PSR,FALSE
