iso3country,party,speaker,date_first,date_last,party.facts.id
CZE,ČSSD,Jaromír Schling,1997-03-26,2006-03-15,NA
CZE,other,Jaromír Schneider,1996-10-04,1996-12-12,NA
CZE,ODS,Jaromír Šimánek,1993-01-28,1995-06-20,466
CZE,other,Jaromír Štětina,2005-09-23,2006-03-10,NA
CZE,other,Jaromír Strnad,2015-11-24,2015-11-24,NA
CZE,KDU-ČSL,Jaromír Talíř,1996-10-01,2006-05-23,NA
CZE,other,Jaromír Volný,2005-08-19,2008-04-22,NA
CZE,ČSSD,Jaroslav Bašta,1996-07-24,2000-09-14,NA
CZE,KSČM,Jaroslav Borka,2014-03-19,2016-04-13,NA
CZE,ČMUS,Jaroslav Broulík,1993-05-19,1996-03-14,NA
CZE,Nezařazení,Jaroslav Broulík,1995-05-25,1995-05-25,NA
CZE,other,Jaroslav Bureš,2001-02-21,2005-04-01,NA
CZE,other,Jaroslav Doubrava,2001-07-10,2011-12-06,NA
CZE,other,Jaroslav Drozd,2014-12-12,2014-12-12,NA
CZE,TOP09,Jaroslav Eček,2011-09-22,2012-06-14,223
CZE,ANO,Jaroslav Faltýnek,2013-11-27,2016-06-02,2141
CZE,ČSSD,Jaroslav Foldyna,2010-09-22,2016-05-31,NA
CZE,KSČM,Jaroslav Gongol,1996-10-09,2006-04-18,NA
CZE,Úsvit,Jaroslav Holík,2013-12-12,2015-07-09,2049
CZE,Nezařazení,Jaroslav Holík,2015-09-15,2016-06-02,NA
CZE,other,Jaroslav Horák,2002-06-13,2002-06-13,NA
CZE,other,Jaroslav Jurečka,1998-09-17,1998-10-29,NA
CZE,KDU-ČSL,Jaroslav Klaška,2014-02-11,2016-06-03,NA
CZE,ČSSD,Jaroslav Krákora,2003-02-21,2016-05-25,NA
CZE,ODS,Jaroslav Krupka,2006-10-26,2013-06-11,466
CZE,other,Jaroslav Kubera,2001-04-03,2009-02-18,NA
CZE,other,Jaroslav Kubín,2002-05-09,2006-05-23,NA
CZE,KDU-ČSL,Jaroslav Lobkowicz,1998-07-17,2006-04-26,NA
CZE,TOP09,Jaroslav Lobkowicz,2010-12-15,2013-06-19,223
CZE,TOP 09 a Starostové,Jaroslav Lobkowicz,2013-12-10,2015-11-27,NA
CZE,ČSSD,Jaroslav Maňásek,1996-10-04,2000-11-29,NA
CZE,ODS,Jaroslav Martinů,2011-06-17,2012-09-19,466
CZE,LB,Jaroslav Matějka,1993-04-21,1995-02-07,2138
CZE,ODS,Jaroslav Melichar,1993-04-20,2000-06-29,466
CZE,other,Jaroslav Mitlener,2004-05-04,2005-06-22,NA
CZE,SPR-RSČ,Jaroslav Novák,1993-01-26,1998-04-16,NA
CZE,KDU-ČSL,Jaroslav Orel,1996-07-25,1998-05-19,NA
CZE,LB,Jaroslav Ortman,1993-01-26,1996-04-26,2138
CZE,LB,Jaroslav Palas,1993-01-26,1994-12-08,2138
CZE,ČSSD,Jaroslav Palas,1995-11-01,2005-03-24,NA
CZE,other,Jaroslav Palas,2009-05-12,2009-05-12,NA
CZE,US,Jaroslav Perger,2001-09-18,2001-09-18,905
CZE,ODS,Jaroslav Pešán,1996-10-04,2006-04-26,466
CZE,other,Jaroslav Petřík,1999-11-30,2002-06-13,NA
CZE,ODS,Jaroslav Plachý,1996-10-04,2013-02-06,466
CZE,other,Jaroslav Šedivý,1998-02-06,1998-06-18,NA
CZE,Nezařazení,Jaroslav Škárka,2011-08-30,2012-06-20,NA
CZE,LB,Jaroslav Soural,1993-01-27,1996-02-14,2138
CZE,LB,Jaroslav Štrait,1993-03-25,1993-12-09,2138
CZE,KSČM,Jaroslav Štrait,1994-02-15,2002-05-03,NA
CZE,other,Jaroslav Šula,2004-05-05,2004-05-05,NA
CZE,LSU,Jaroslav Sýkora,1993-04-22,1994-12-09,936
CZE,ČMUS,Jaroslav Sýkora,1995-05-23,1996-04-16,NA
CZE,other,Jaroslav Tvrdík,2001-05-17,2002-05-09,NA
CZE,ČSSD,Jaroslav Tvrdík,2002-08-06,2003-05-28,NA
CZE,SPR-RSČ,Jaroslav Unger,1993-01-26,1993-05-18,NA
CZE,Nezařazení,Jaroslav Unger,1994-04-28,1994-07-09,NA
CZE,LSNS,Jaroslav Unger,1995-02-07,1995-02-07,NA
CZE,ČSSD,Jaroslav Vandas,2010-12-09,2013-02-07,NA
CZE,LSU,Jaroslav Vlček,1993-01-26,1993-12-07,936
CZE,ČSSD,Jaroslav Zavadil,2013-11-27,2016-05-04,NA
CZE,other,Jaroslav Zeman,2014-06-11,2014-12-09,NA
CZE,LB,Jaroslav Žižka,1993-02-23,1994-11-02,2138
CZE,ODS,Jaroslav Zvěřina,1996-10-11,2004-06-18,466
CZE,other,Jaroslava Jermanová,2013-12-06,2016-05-27,NA
CZE,TOP09,Jaroslava Schejbalová,2011-02-02,2012-02-01,223
CZE,ODS,Jaroslava Wenigerová,2010-07-09,2013-08-20,466
CZE,ČSSD,Jeroným Tejc,2006-09-29,2016-06-01,NA
CZE,other,Jindřich Kabát,1993-10-14,1993-10-15,NA
CZE,SPR-RSČ,Jindřich Nehera,1996-07-24,1998-05-14,NA
CZE,ODS,Jindřich Němčík,1993-02-23,1996-04-25,466
CZE,other,Jindřich Vodička,1993-02-23,1996-04-24,NA
CZE,ODS,Jindřich Vodička,1996-07-25,1997-12-11,466
CZE,ČSSD,Jindřiška Zachardová,1997-05-20,1998-03-26,NA
CZE,other,Jiří Balvín,2013-08-08,2013-08-08,NA
CZE,ČSSD,Jiří Běhounek,2013-11-27,2016-05-03,NA
CZE,TOP09,Jiří Besser,2010-09-23,2013-08-08,223
CZE,Nezařazení,Jiří Bílý,1993-01-28,1996-04-23,NA
CZE,HSD-SMS,Jiří Bílý,1993-06-16,1994-03-24,952
CZE,ODS,Jiří Bílý,1999-02-02,2006-05-23,466
CZE,other,Jiří Bis,2011-09-06,2014-09-23,NA
CZE,ČSSD,Jiří Brtnický,1998-07-22,2001-04-03,NA
CZE,other,Jiří Brýdl,2000-04-04,2003-12-16,NA
CZE,other,Jiří Carbol,2003-10-21,2003-10-21,NA
CZE,KDU-ČSL,Jiří Carbol,2006-10-26,2010-04-14,NA
CZE,other,Jiří Cienciala,2013-08-08,2013-12-10,NA
CZE,other,Jiří Cieńciała,2013-07-17,2013-07-17,NA
CZE,other,Jiří Čunek,2007-01-19,2016-04-19,NA
CZE,ČSSD,Jiří Dienstbier,2011-06-21,2013-06-11,NA
CZE,other,Jiří Dienstbier,2014-02-04,2016-06-01,NA
CZE,KSČM,Jiří Dolejš,2002-09-13,2016-04-13,NA
CZE,LSU,Jiří Drápela,1993-01-26,1993-09-15,936
CZE,ČMSS,Jiří Drápela,1994-04-26,1994-09-29,NA
CZE,ČMUS,Jiří Drápela,1995-02-09,1996-04-25,NA
CZE,ODS,Jiří Drda,1999-06-02,2002-05-09,466
CZE,ČSSD,Jiří Faifr,1993-03-25,1995-03-15,NA
CZE,other,Jiří Gruša,1997-09-04,1997-12-04,NA
CZE,LB,Jiří Hájek,1993-12-03,1993-12-03,2138
CZE,KSČM,Jiří Hájek,1994-02-17,1996-02-14,NA
CZE,KDU-ČSL,Jiří Hanuš,2002-10-10,2006-03-16,NA
CZE,other,Jiří Havel,2006-02-08,2006-03-16,NA
CZE,KDU-ČSL,Jiří Havlíček,1999-11-30,2002-05-02,NA
CZE,ČSSD,Jiří Hofman,1997-02-06,2002-04-09,NA
CZE,ANO,Jiří Holeček,2014-10-22,2016-06-01,2141
CZE,ODS,Jiří Honajzer,1993-01-26,1997-12-12,466
CZE,US,Jiří Honajzer,1998-02-03,1998-04-14,905
CZE,ODS,Jiří Honajzer ,1997-02-06,1997-07-04,466
CZE,KDU-ČSL,Jiří Junek,2014-03-21,2016-05-25,NA
CZE,KDU-ČSL,Jiří Karas,1993-01-26,2006-03-14,NA
CZE,ČSSD,Jiří Koskuba,2010-10-29,2016-05-06,NA
CZE,TOP 09 a Starostové,Jiří Koubek,2013-11-27,2016-05-04,NA
CZE,ČSSD,Jiří Krátký,2006-11-28,2013-08-16,NA
CZE,other,Jiří Lajtoch,2012-12-19,2012-12-19,NA
CZE,other,Jiří Liška,2001-11-01,2007-05-02,NA
CZE,ČMUS,Jiří Macháček,1993-01-26,1996-03-14,NA
CZE,LB,Jiří Machalík,1993-01-28,1994-12-27,2138
CZE,LB,Jiří Maryt,1993-02-24,1996-03-13,2138
CZE,KSČM,Jiří Maštálka,1996-10-04,2004-05-12,NA
CZE,KDU-ČSL,Jiří Mihola,2014-02-04,2016-06-02,NA
CZE,other,Jiří Nedoma,2006-02-03,2010-11-05,NA
CZE,other,Jiří Němec,1997-07-04,1997-07-04,NA
CZE,ODS,Jiří Novák,1993-06-16,1997-11-06,466
CZE,US,Jiří Novák,1998-02-24,1998-05-15,905
CZE,other,Jiří Oberfalzer,2006-04-25,2016-04-19,NA
CZE,TOP09,Jiří Oliva,2010-12-10,2013-08-16,223
CZE,ODS,Jiří Papež,1998-10-21,2013-07-17,466
CZE,other,Jiří Paroubek,2004-10-12,2005-06-30,NA
CZE,ČSSD,Jiří Paroubek,2006-06-29,2011-10-25,NA
CZE,Nezařazení,Jiří Paroubek,2011-10-26,2013-08-20,NA
CZE,ODS,Jiří Patočka,1999-05-18,2003-12-04,466
CZE,other,Jiří Pavlov,2000-02-22,2000-02-22,NA
CZE,ODS,Jiří Payne,1993-01-27,2002-06-13,466
CZE,ČSSD,Jiří Petrů,2006-11-30,2016-06-03,NA
CZE,ODS,Jiří Pospíšil,2002-10-08,2013-12-10,466
CZE,Nezařazení,Jiří Pospíšil,2014-02-05,2014-06-20,NA
CZE,other,Jiří Rückl,2000-07-14,2002-02-05,NA
CZE,other,Jiří Rusnok,2001-05-15,2013-12-12,NA
CZE,ČSSD,Jiří Rusnok,2002-08-08,2003-03-05,NA
CZE,Nezařazení,Jiří Rusnok,2012-10-26,2013-08-16,NA
CZE,other,Jiří Šedivý,2006-10-25,2006-12-05,NA
CZE,other,Jiří Šetina,1993-06-17,1993-06-17,NA
CZE,other,Jiří Skalický,1993-03-24,2004-02-20,NA
CZE,ODA,Jiří Skalický,1996-07-26,1998-05-19,1008
CZE,TOP09,Jiří Skalický,2011-02-02,2013-06-11,223
CZE,TOP 09 a Starostové,Jiří Skalický,2013-12-10,2016-05-26,NA
CZE,ČSSD,Jiří Šlégr,2010-08-10,2011-06-21,NA
CZE,Nezařazení,Jiří Šlégr,2011-10-26,2013-06-14,NA
CZE,other,Jiří Šneberger,2006-03-14,2006-03-14,NA
CZE,SPR-RSČ,Jiří Šoler,1993-01-26,1994-06-03,NA
CZE,LSU,Jiří Šoler,1994-07-08,1994-12-15,936
CZE,ČMUS,Jiří Šoler,1995-03-15,1995-07-25,NA
CZE,Nezařazení,Jiří Šoler,1995-09-27,1996-04-25,NA
CZE,VV,Jiří Štětina,2010-09-07,2013-05-10,1202
CZE,Úsvit,Jiří Štětina,2013-11-27,2016-05-04,2049
CZE,other,Jiří Stodůlka,2000-06-27,2006-02-03,NA
CZE,other,Jiří Šulc,2003-12-02,2006-03-15,NA
CZE,ODS,Jiří Šulc,2010-12-16,2013-08-20,466
CZE,ČSSD,Jiří Třešňák,2002-11-26,2006-03-15,NA
CZE,KDU-ČSL,Jiří Uřičář,1993-03-25,1995-06-29,NA
CZE,LSU,Jiří Vačkář,1993-01-28,1994-02-17,936
CZE,Nezařazení,Jiří Vačkář,1994-04-26,1994-12-13,NA
CZE,KDU-ČSL,Jiří Vačkář,1995-02-07,1996-04-26,NA
CZE,ČSSD,Jiří Václavek,1996-10-09,2006-03-17,NA
CZE,KSČM,Jiří Valenta,2014-03-18,2016-05-25,NA
CZE,other,Jiří Veverka,2005-05-04,2005-05-04,NA
CZE,ODS,Jiří Vlach,1993-01-01,1997-12-10,466
CZE,US,Jiří Vlach,1998-01-28,2001-07-10,905
CZE,ODS,Jiří Vlach ,1996-07-24,1997-02-13,466
CZE,LSNS,Jiří Vyvadil,1993-01-26,1993-09-16,NA
CZE,ČSSD,Jiří Vyvadil,1993-11-10,1996-04-25,NA
CZE,other,Jiří Vyvadil,1999-10-15,2000-09-14,NA
CZE,other,Jiří Žák,2010-09-24,2010-09-24,NA
CZE,ČSSD,Jiří Zemánek,2011-06-08,2016-03-01,NA
CZE,ČSSD,Jiří Zimola,2014-03-18,2014-03-18,NA
CZE,other,Jiří Zlatuška,2005-01-21,2006-04-26,NA
CZE,ANO,Jiří Zlatuška,2013-12-04,2016-05-24,2141
CZE,KSČM,Jiřina Fialová,2003-02-26,2006-03-16,NA
CZE,other,Jiřina Musílková,2004-05-12,2005-12-06,NA
CZE,ODS,Jiřina Pavlíková,1993-03-24,1996-02-06,466
CZE,other,Jiřina Rippelová,2011-05-03,2011-05-03,NA
CZE,TOP09,Jitka Chalánková,2010-07-09,2013-06-11,223
CZE,TOP 09 a Starostové,Jitka Chalánková,2014-01-21,2016-06-02,NA
CZE,KSČM,Jitka Gruntová,2003-05-16,2006-03-14,NA
CZE,ODS,Jitka Kocianová,2001-05-16,2002-04-09,466
CZE,ČSSD,Jitka Kupčová,1996-12-18,2006-05-23,NA
CZE,other,Jitka Seitlová,2000-01-18,2015-04-10,NA
CZE,ČSSD,Jitka Vojtilová,2003-02-26,2006-04-26,NA
CZE,ODS,Josef Bejček,1993-05-19,1994-11-02,466
CZE,ODS,Josef Bíža,2002-12-11,2005-12-09,466
CZE,KDU-ČSL,Josef Borák,1996-07-25,1998-06-18,NA
CZE,KDU-ČSL,Josef Borák ,1997-02-11,1997-02-11,NA
CZE,ODS,Josef Červinka,1994-04-26,1996-02-07,466
CZE,TOP09,Josef Cogan,2010-12-07,2013-08-07,223
CZE,VV,Josef Dobeš,2010-07-09,2012-02-09,1202
CZE,Nezařazení,Josef Dobeš,2012-11-07,2012-12-19,NA
CZE,ODA,Josef Effenberger,1993-05-18,1996-03-13,1008
CZE,LB,Josef Hájek,1993-01-27,1996-02-09,2138
CZE,ANO,Josef Hájek,2014-01-22,2016-05-04,2141
CZE,ČSSD,Josef Hojdar,1996-07-26,2006-02-08,NA
CZE,ODS,Josef Holub,1993-01-28,1998-04-17,466
CZE,KSČM,Josef Houzák,1997-02-12,2002-03-27,NA
CZE,LB,Josef Hurta,1993-03-25,1996-03-14,2138
CZE,ODS,Josef Jalůvka,1998-07-22,2001-02-28,466
CZE,KDU-ČSL,Josef Janeček,1993-03-23,2006-05-23,NA
CZE,other,Josef Jařab,2001-11-27,2001-11-27,NA
CZE,ODS,Josef Ježek,1993-01-27,2009-09-30,466
CZE,Nezařazení,Josef Ježek,1994-02-16,1994-06-22,NA
CZE,ODA,Josef Ježek,1994-07-07,1996-04-24,1008
CZE,other,Josef Kalbáč,2006-03-14,2006-03-14,NA
CZE,other,Josef Kaňa,2000-04-04,2000-04-04,NA
CZE,ANO,Josef Kott,2014-12-05,2016-06-02,2141
CZE,ODS,Josef Krejčí,1998-08-19,2002-04-23,466
CZE,SPR-RSČ,Josef Krejsa,1996-07-23,1998-05-14,NA
CZE,LSU,Josef Křížek,1993-03-25,1994-12-08,936
CZE,ČMUS,Josef Křížek,1995-05-24,1996-03-15,NA
CZE,KDU-ČSL,Josef Kubiš,1993-01-27,1995-11-02,NA
CZE,other,Josef Lux,1993-03-25,1996-04-25,NA
CZE,KDU-ČSL,Josef Lux,1996-07-26,1999-06-29,NA
CZE,KDU-ČSL,Josef Lux ,1997-04-03,1997-04-03,NA
CZE,LB,Josef Mandík,1993-01-27,1993-12-03,2138
CZE,KSČM,Josef Mandík,1994-12-07,2006-03-15,NA
CZE,ČSSD,Josef Mikuta,2002-12-03,2006-03-21,NA
CZE,ODS,Josef Molín,1997-09-02,1997-11-11,466
CZE,KSČM,Josef Nekl,2011-04-26,2016-05-26,NA
CZE,other,Josef Novotný,2005-01-21,2006-05-23,NA
CZE,ČSSD,Josef Novotný,2013-12-16,2016-06-01,NA
CZE,ČSSD,Josef Novotný ml ,2010-11-03,2013-06-19,NA
CZE,VV,Josef Novotný st ,2010-12-08,2013-08-13,1202
CZE,other,Josef Pavel,2007-02-06,2007-04-27,NA
CZE,KDU-ČSL,Josef Pavela,1993-01-26,1996-04-26,NA
CZE,other,Josef Pavlata,2000-11-28,2004-02-10,NA
CZE,ODS,Josef Poláček,2004-11-23,2005-12-14,466
CZE,ČSSD,Josef Řihák,2003-10-22,2006-04-21,NA
CZE,other,Josef Řihák,2011-09-06,2012-09-19,NA
CZE,KSČM,Josef Šenfeld,2003-03-05,2016-05-26,NA
CZE,ČSSD,Josef Smýkal,2002-10-15,2012-12-06,NA
CZE,KSČM,Josef Švarcbek,2005-08-16,2005-09-20,NA
CZE,other,Josef Táborský,2014-12-09,2014-12-09,NA
CZE,ČSSD,Josef Tancoš,2011-02-03,2013-05-16,NA
CZE,other,Josef Tošovský,1993-02-05,2000-07-13,NA
CZE,KDU-ČSL,Josef Uhlík,2014-06-19,2015-12-09,NA
CZE,ODS,Josef Ullmann,1993-01-27,1997-12-12,466
CZE,US,Josef Ullmann,1998-01-28,1998-05-14,905
CZE,ODS,Josef Ullmann ,1997-03-26,1997-03-26,466
CZE,other,Josef Vaculík,2003-04-18,2008-02-05,NA
CZE,SPR-RSČ,Josef Valenta,1993-01-26,1995-12-08,NA
CZE,ČSSD,Josef Vejvoda,2000-10-26,2002-03-19,NA
CZE,KDU-ČSL,Josef Vícha,2002-10-09,2006-03-14,NA
CZE,KSČM,Josef Vondrášek,2014-03-18,2015-04-01,NA
CZE,KSČM,Josef Vondruška,2005-12-20,2006-04-21,NA
CZE,ANO,Josef Vozdecký,2014-04-29,2015-02-11,2141
CZE,KSČM,Josef Zahradníček,2013-12-16,2016-05-05,NA
CZE,other,Josef Zieleniec,1993-02-23,1996-03-14,NA
CZE,ODS,Josef Zieleniec,1996-10-03,1997-10-16,466
CZE,other,Josef Zoser,2006-03-14,2006-03-14,NA
CZE,ODS,Jozef Kochan,2004-11-04,2006-04-26,466
CZE,ČSSD,Jozef Kubinyi,2002-08-07,2006-05-09,NA
CZE,ČSSD,Jozef Wagner,1993-01-27,1996-12-18,NA
CZE,Nezařazení,Jozef Wagner,1996-12-20,1998-05-19,NA
CZE,Nezařazení,Jozef Wagner ,1997-03-26,1997-07-04,NA
CZE,other,Kamil Jankovský,2010-09-07,2013-06-18,NA
CZE,other,Karel Barták,2001-06-26,2006-02-03,NA
CZE,other,Karel Březina,2000-05-17,2002-03-27,NA
CZE,other,Karel Burda,2000-06-27,2000-06-27,NA
CZE,other,Karel Čermák,2003-09-24,2004-05-13,NA
CZE,other,Karel Černovský,2010-02-10,2010-02-10,NA
CZE,ČSSD,Karel Černý,1999-06-01,2016-04-12,NA
CZE,other,Karel Dyba,1993-02-25,1996-04-25,NA
CZE,Úsvit,Karel Fiedler,2014-02-06,2016-05-06,2049
CZE,Nezařazení,Karel Fiedler,2016-05-24,2016-06-03,NA
CZE,ČSSD,Karel Hrdý,1993-01-26,1995-06-21,NA
CZE,KDU-ČSL,Karel Hrdý,1995-12-06,1996-04-25,NA
CZE,other,Karel Korytář,2000-01-18,2014-09-10,NA
CZE,ČSSD,Karel Kratochvíle,2004-09-21,2006-04-19,NA
CZE,other,Karel Kratochvíle,2015-01-20,2016-05-24,NA
CZE,other,Karel Kühnl,1997-06-10,1998-06-18,NA
CZE,US,Karel Kühnl,1998-08-18,2002-05-09,905
CZE,US-DEU,Karel Kühnl,2002-07-11,2006-05-09,104
CZE,ODA,Karel Ledvinka,1993-01-26,1998-05-20,1008
CZE,ODA,Karel Ledvinka ,1997-02-12,1997-07-03,1008
CZE,KDU-ČSL,Karel Mach,1993-04-21,1998-04-16,NA
CZE,ČSSD,Karel Machovec,1996-07-24,1998-06-18,NA
CZE,ODS,Karel Nejezchleb,1996-12-12,1997-10-23,466
CZE,US,Karel Nejezchleb,1998-02-10,1998-05-13,905
CZE,other,Karel Neuwirt,2002-10-10,2002-10-10,NA
CZE,ANO,Karel Rais,2014-02-06,2016-03-08,2141
CZE,other,Karel Schwarzenberg,2007-02-01,2009-02-13,NA
CZE,TOP09,Karel Schwarzenberg,2010-11-03,2013-08-07,223
CZE,TOP 09 a Starostové,Karel Schwarzenberg,2013-12-12,2016-04-13,NA
CZE,other,Karel Šebek,2008-01-29,2012-05-02,NA
CZE,ODS,Karel Sehoř,1996-10-04,2006-02-10,466
CZE,KSČM,Karel Šidlo,2006-10-24,2016-04-15,NA
CZE,ČSSD,Karel Šplíchal,1999-10-13,2006-05-23,NA
CZE,other,Karel Tejnora,2005-08-19,2006-03-14,NA
CZE,TOP 09 a Starostové,Karel Tureček,2014-03-25,2015-10-20,NA
CZE,KSČM,Karel Vymětal,1996-07-24,2006-05-23,NA
CZE,other,Karla Šlechtová,2014-10-22,2016-06-02,NA
CZE,VV,Karolína Peake,2010-07-09,2012-03-14,1202
CZE,Nezařazení,Karolína Peake,2012-04-27,2013-07-17,NA
CZE,ODS,Kateřina Dostálová,1998-10-20,2006-03-17,466
CZE,Nez.-SZ,Kateřina Jacques,2006-09-15,2006-12-08,NA
CZE,SZ,Kateřina Jacques,2007-01-31,2010-04-13,1554
CZE,VV,Kateřina Klasnová,2010-07-09,2013-08-20,1202
CZE,KSČM,Kateřina Konečná,2002-08-07,2014-06-20,NA
CZE,ODA,Kateřina Lojdová,1993-03-24,1995-04-20,1008
CZE,VV,Kristýna Kočí,2010-09-21,2011-03-25,1202
CZE,Nezařazení,Kristýna Kočí,2011-04-27,2013-06-18,NA
CZE,ANO,Kristýna Zelienková,2014-04-29,2016-06-03,2141
CZE,KSČM,Květa Končická,2010-09-23,2010-09-23,NA
CZE,KSČM,Květa Matušovská,2010-12-09,2016-05-31,NA
CZE,LB,Květoslava Čelišová,1993-03-25,1993-03-25,2138
CZE,KSČM,Květoslava Čelišová,1994-02-17,2006-05-09,NA
CZE,ČSSD,Květoslava Kořínková,1996-10-03,1998-05-19,NA
CZE,ODS,Ladislav Blažek,1993-04-21,1994-11-01,466
CZE,LSNS,Ladislav Blažek,1995-05-24,1995-10-18,NA
CZE,ONH,Ladislav Blažek,1996-04-24,1996-04-24,NA
CZE,LB,Ladislav Body,1993-01-28,1996-04-25,2138
CZE,KSČM,Ladislav Býček,2002-08-07,2006-04-26,NA
CZE,TOP09,Ladislav Jirků,2011-03-16,2013-04-03,223
CZE,US,Ladislav Korbel,1999-03-25,2002-03-13,905
CZE,other,Ladislav Macák,2003-09-23,2005-08-19,NA
CZE,other,Ladislav Miko,2009-05-15,2009-11-06,NA
CZE,KSČM,Ladislav Mlčák,2003-02-18,2006-03-15,NA
CZE,SPR-RSČ,Ladislav Nedorost,1993-01-26,1993-02-24,NA
CZE,HSD-SMS,Ladislav Nedorost,1993-12-01,1994-03-24,952
CZE,Nezařazení,Ladislav Nedorost,1994-04-28,1994-06-03,NA
CZE,ČSSD,Ladislav Nedorost,1995-02-09,1995-12-07,NA
CZE,ANO,Ladislav Okleštěk,2014-06-17,2016-05-26,2141
CZE,LB,Ladislav Rymeš,1993-01-28,1993-12-03,2138
CZE,Nezařazení,Ladislav Rymeš,1994-03-24,1995-03-17,NA
CZE,ČSSD,Ladislav Rymeš,1995-06-22,1995-12-20,NA
CZE,ČSSD,Ladislav Šincl,2006-11-07,2016-05-31,NA
CZE,ČSSD,Ladislav Skopal,1997-02-25,2013-07-17,NA
CZE,KDU-ČSL,Ladislav Šustr,1998-08-19,2006-04-18,NA
CZE,other,Ladislav Svoboda,2000-09-14,2008-06-25,NA
CZE,KSČM,Ladislav Urban,2002-10-10,2006-04-20,NA
CZE,ČSSD,Ladislav Velebný,2009-11-05,2016-06-02,NA
CZE,ČSSD,Ladislav Vomáčko,2005-11-23,2006-01-27,NA
CZE,ČSSD,Ladislava Zelenková,2006-10-26,2010-03-19,NA
CZE,VV,Lenka Andrýsová,2010-09-23,2012-03-21,1202
CZE,Nezařazení,Lenka Andrýsová,2012-06-14,2013-08-08,NA
CZE,ODS,Lenka Kohoutová,2010-09-24,2013-08-20,466
CZE,ČSSD,Lenka Mazuchová,2006-03-10,2006-03-10,NA
CZE,KSČM,Leo Luzar,2014-09-26,2016-04-20,NA
CZE,ODS,Leopold Zubek,1993-01-27,1996-02-07,466
CZE,TOP09,Leoš Heger,2010-09-21,2013-07-17,223
CZE,TOP 09 a Starostové,Leoš Heger,2013-11-27,2016-06-03,NA
CZE,other,Liana Janáčková,2005-05-03,2006-04-25,NA
CZE,KDU-ČSL,Libor Ambrozek,1996-12-11,2006-05-09,NA
CZE,ODS,Libor Ježek,1998-12-01,2006-05-09,466
CZE,ODS,Libor Krátký,1999-03-25,2002-03-27,466
CZE,ODA,Libor Kudláček,1996-10-02,1998-05-15,1008
CZE,other,Libor Michálek,2016-01-19,2016-01-19,NA
CZE,ODS,Libor Novák,1993-01-28,1997-10-17,466
CZE,ODS,Libor Nowak,2010-04-16,2010-04-16,466
CZE,ČSSD,Libor Rouček,2002-10-16,2003-12-16,NA
CZE,other,Libuše Benešová,1998-12-01,1998-12-01,NA
CZE,ODS,Lubomír Suk,2003-04-16,2006-04-26,466
CZE,ČSSD,Lubomír Toufar,2014-05-15,2014-06-12,NA
CZE,other,Lubomír Voleník,1993-07-10,1994-07-09,NA
CZE,ČSSD,Lubomír Zaorálek,1996-10-09,2016-05-26,NA
CZE,ODS,Luboš Němec,1993-12-03,1995-06-28,466
CZE,ODS,Lucie Talmanová,1999-03-26,2010-05-18,466
CZE,TOP09,Luděk Jeništa,2011-03-16,2012-05-02,223
CZE,ČSSD,Luděk Polášek,1999-06-30,2002-03-20,NA
CZE,ODS,Luděk Rubáš,1993-05-19,1996-03-15,466
CZE,other,Luděk Sefzig,2009-03-19,2009-03-19,NA
CZE,KSČM,Ludmila Brynychová,2000-01-19,2005-12-09,NA
CZE,TOP09,Ludmila Bubeníková,2010-12-07,2013-02-14,223
CZE,KDU-ČSL,Ludmila Müllerová,1999-02-04,2002-02-14,NA
CZE,KDU-ČSL,Ludvík Hovorka,2002-08-07,2016-06-03,NA
CZE,KDU-ČSL,Ludvík Motyčka,1993-03-23,1996-02-13,NA
CZE,ČSSD,Lukáš Pleticha,2014-03-19,2016-05-31,NA
CZE,other,Marcel Chládek,2011-02-04,2015-05-20,NA
CZE,ČSSD,Marcela Mertinová,2006-12-06,2010-03-19,NA
CZE,KDS,Marek Benda,1993-01-26,1996-03-15,824
CZE,ODS,Marek Benda,1996-04-23,2016-06-03,466
CZE,Úsvit,Marek Černoch,2013-12-10,2016-06-03,2049
CZE,other,Marek Šnajdr,2010-03-18,2010-03-18,NA
CZE,ODS,Marek Šnajdr,2010-09-21,2012-11-07,466
CZE,TOP 09 a Starostové,Marek Ženíšek,2014-03-19,2016-04-21,NA
CZE,ANO,Margita Balaštíková,2014-02-05,2016-04-19,2141
CZE,US-DEU,Marian Bielesz,2002-12-04,2004-06-29,104
CZE,KDU-ČSL,Marian Jurečka,2013-12-06,2016-06-02,NA
CZE,other,Marie Benešová,2013-07-17,2013-08-08,NA
CZE,ČSSD,Marie Benešová,2013-11-27,2016-05-24,NA
CZE,US,Marie Machatá,1999-10-13,1999-10-13,905
CZE,Nezařazení,Marie Machatá,1999-12-21,2002-03-21,NA
CZE,KSČM,Marie Nedvědová,2011-02-03,2013-06-12,NA
CZE,ČSSD,Marie Noveská,1996-10-02,1996-10-02,NA
CZE,Nezařazení,Marie Noveská,1997-07-02,1998-05-15,NA
CZE,KSČM,Marie Pěnčíková,2014-06-19,2016-06-03,NA
CZE,KSČM,Marie Rusová,2002-10-16,2013-02-14,NA
CZE,other,Marie Součková,2002-10-08,2004-04-06,NA
CZE,LB,Marie Stiborová,1993-01-28,1996-02-15,2138
CZE,TOP 09 a Starostové,Markéta Adamová,2014-02-13,2016-06-02,NA
CZE,ČSSD,Markéta Wernerová,2014-07-17,2016-04-19,NA
