iso3country,party,speaker,date_first,date_last,party.facts.id
ESP,NA,SECRETARIA PRIMERA DE LA MESA DE EDAD,2000-04-05,2016-01-13,NA
ESP,NA,SECRETARIA TERCERA,1996-11-14,1996-11-14,NA
ESP,NA,SECRETARIO,1996-05-21,2018-11-22,NA
ESP,NA,SECRETARIO DE LA MESA DE EDAD,1996-03-27,2011-12-13,NA
ESP,NA,SECRETARIO PRIMERO,2000-06-22,2013-05-22,NA
ESP,NA,SECRETARIO PRIMERO DE LA MESA DE EDAD,1996-03-27,1996-03-27,NA
ESP,NA,SECRETARIO SEGUNDO,1999-11-11,1999-11-11,NA
ESP,GC-CiU,"Sedó i Marsal, Salvador  ",1996-09-10,2003-12-16,NA
ESP,GPSOE,"Segura Clavell, José  ",1996-10-08,2015-03-12,1338
ESP,GPP,"Seller Roca de Togores, María Enriqueta  ",1998-09-24,2011-05-24,441
ESP,GPSOE,"Selva Guerrero, Rufino  ",2015-06-18,2015-06-18,1338
ESP,GPSOE,"Serna Masiá, Juana  ",2000-06-14,2011-09-14,1338
