country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,share,share_year,description,comment,created,modified,external_id,partyfacts_id
ALB,essold,NA,AK,Aleanca Kuq e Zi (AK),NA,2012,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:33Z,4584,NA
ALB,essold,NA,FRD,Fryma e Re Demokratike (FRD),NA,2012,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:27Z,4960,NA
ALB,essold,NA,LSI,Lëvizja Socialiste për Integrim (LSI),NA,2012,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:43Z,5114,2297
ALB,essold,NA,PBDNJ,Partia Bashkimi për të Drejtat e Njeriut (PBDNJ),NA,2012,2012,NA,NA,Partia Bashkimi për të Drejtat e Njeriut (PBDNJ),NA,2014-06-09T08:55:12Z,2017-06-15T16:10:40Z,4782,1636
ALB,essold,NA,PD,Partia Demokratike e Shqipërisë (PD),NA,2012,2012,NA,NA,Partia Demokratike e Shqipërisë (PD),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:36Z,5025,190
ALB,essold,NA,PDIU,"Partia Drejtësi, Integrim dhe Unitet (PDIU)",NA,2012,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:24Z,4967,3270
ALB,essold,NA,PR,Partia Republikane e Shqipërisë (PR),NA,2012,2012,NA,NA,Partia Republikane e Shqipërisë (PR),NA,2014-06-09T08:55:18Z,2017-06-15T16:10:45Z,5172,819
ALB,essold,NA,PSD,Partia Socialdemokrate e Shqipërisë (PSD),NA,2012,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:38Z,4981,838
ALB,essold,NA,PS,Partia Socialiste e Shqipërisë (PS),NA,2012,2012,NA,NA,Partia Socialiste e Shqipërisë (PS),NA,2014-06-09T08:55:13Z,2017-06-15T16:10:33Z,4831,1729
AUT,essold,NA,BZ,BZÖ,NA,2006,2008,NA,NA,BZÖ,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:32Z,4968,599
AUT,essold,NA,FP,FPÖ,NA,2002,2008,NA,NA,FPÖ,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:37Z,4872,463
AUT,essold,NA,NA,Grüne,NA,2002,2008,NA,NA,Grüne --- GRÜNE,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:40Z,4804,1659
AUT,essold,NA,KP,KPÖ,NA,2006,2008,NA,NA,KPÖ,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:41Z,5085,996
AUT,essold,NA,LIF,LIF,NA,2002,2008,NA,NA,LIF,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:45Z,4527,605
AUT,essold,NA,VP,ÖVP,NA,2002,2008,NA,NA,ÖVP,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:28Z,4983,1329
AUT,essold,NA,SP,SPÖ,NA,2002,2008,NA,NA,SPÖ,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:24Z,4884,1384
BEL,essold,NA,NA,Agalev,NA,2002,2012,NA,NA,Agalev --- Agalev/Groen! --- Groen!,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:38Z,5195,528
BEL,essold,NA,CD,CD&V,NA,2004,2012,NA,NA,CD&V,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:40Z,5015,604
BEL,essold,NA,CD,CD&V + N-VA,NA,2008,2008,NA,NA,CD&V + N-VA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:34Z,5156,756
BEL,essold,NA,CVP,CVP,NA,2002,2002,NA,NA,CVP,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:28Z,4871,622
BEL,essold,NA,ECOLO,ECOLO,NA,2002,2012,NA,NA,Ecolo --- ECOLO,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:23Z,5026,1563
BEL,essold,NA,NA,Lijst Dedecker,NA,2008,2012,NA,NA,Lijst Dedecker,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:39Z,4845,43
BEL,essold,NA,MR,MR,NA,2004,2012,NA,NA,MR,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:44Z,5157,789
BEL,essold,NA,VA,N-VA,NA,2004,2012,NA,NA,N-VA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:33Z,5147,36
BEL,essold,NA,NA,Parti Populaire,NA,2010,2012,NA,NA,Parti Populaire,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:24Z,4743,639
BEL,essold,NA,PNPB,PNPB,NA,2002,2006,NA,NA,NA,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:37Z,4761,NA
BEL,essold,NA,PRL,PRL-FDF,NA,2002,2002,NA,NA,PRL-FDF,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:41Z,4929,128
BEL,essold,NA,PS,PS,NA,2002,2012,NA,NA,PS,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:31Z,4874,500
BEL,essold,NA,PSC,PSC,NA,2002,2012,NA,NA,CDH --- PSC,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:42Z,4569,2338
BEL,essold,NA,PTB,PTB,NA,2002,2012,NA,NA,PTB --- PTB-UA --- PVDA-AE --- PVDA+,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:27Z,4718,1753
BEL,essold,NA,SP,SP,NA,2002,2002,NA,NA,SP,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:33Z,4895,1680
BEL,essold,NA,SP,SP.A,NA,2004,2012,NA,NA,SP.A --- SP.A-Spirit --- SP.A. --- SP.A. + Vlaams - Progressieven (Spirit),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:42Z,5033,1586
BEL,essold,NA,VIVANT,VIVANT,NA,2002,2008,NA,NA,Vivant --- VIVANT,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:26Z,4964,76
BEL,essold,NA,NA,Vlaams Belang,NA,2008,2012,NA,NA,Vlaams Belang,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:35Z,4963,1968
BEL,essold,NA,NA,Vlaams Blok,NA,2002,2006,NA,NA,Vlaams Blok,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:41Z,5017,553
BEL,essold,NA,VLD,VLD,NA,2002,2012,NA,NA,Open VLD --- VLD,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:31Z,4802,49
BEL,essold,NA,VU,VU-ID,NA,2002,2002,NA,NA,VU-ID,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:38Z,5059,1424
BEL,essold,NA,FRONT,NA,FRONT NATIONAL,2002,2012,NA,NA,Front National --- FRONT NATIONAL,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:45Z,4751,NA
BEL,essold,NA,VLD,NA,Open VLD + Vivant,2008,2008,NA,NA,Open VLD + Vivant,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:25Z,5005,NA
BEL,essold,NA,RESIST,NA,RESIST,2002,2006,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:39Z,4835,NA
BEL,essold,NA,NA,NA,Spirit,2004,2008,NA,NA,Spirit --- Vlaams - Progressieven (Spirit),NA,2014-06-09T08:55:08Z,2017-06-15T16:10:46Z,4518,NA
BGR,essold,NA,NA,Ataka,NA,2006,2012,NA,NA,Ataka --- Coalition Ataka --- Koalitziia Ataka --- Partia Ataka --- PP Ataka,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:44Z,4820,1793
BGR,essold,NA,BND,BND,NA,2008,2012,NA,NA,BND --- VMRO - BND,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:32Z,4559,2056
BGR,essold,NA,BNS,BNS,NA,2006,2010,NA,NA,Balgarski Natsionalen Saiuz – ND --- BNS --- Koalitziia BNS,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:36Z,4969,263
BGR,essold,NA,BSP,BSP,NA,2006,2012,NA,NA,Balgarska sotsialisticheska partia (BSP) --- BSP,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:33Z,5107,757
BGR,essold,NA,BZNS,BZNS,NA,2006,2012,NA,NA,BZNS --- BZNS-NS --- PP BZNS,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:22Z,4881,747
BGR,essold,NA,DP,DP,NA,2006,2008,NA,NA,Demokratska Stranka (DS),NA,2014-06-09T08:55:14Z,2017-06-15T16:10:40Z,4903,NA
BGR,essold,NA,DPS,DPS,NA,2006,2012,NA,NA,DPS --- DPS - Dvijenie za prava i svobodi --- Dvijenie za Prava i Svobodi --- Dvizhenie za prava i svobodi (DPS),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:36Z,4617,982
BGR,essold,NA,DSB,DSB,NA,2006,2012,NA,NA,Demokrati za Silna Balgariia --- Demokrati za silna Bulgaria (DSB) --- DSB,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:42Z,5047,1195
BGR,essold,NA,NA,Evroroma,NA,2006,2010,NA,NA,Evroroma --- Politichesko dvijenie Evroroma,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:36Z,5011,2055
BGR,essold,NA,GERB,GERB,NA,2006,2012,NA,NA,GERB --- PP GERB,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:35Z,5119,760
BGR,essold,NA,NA,Gergiovden,NA,2006,2008,NA,NA,Dvijenie 'Gergiovden' --- Gergiovden,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:21Z,5063,1820
BGR,essold,NA,ABV,Grajdansko dvijenie ABV,NA,2010,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:44Z,4803,NA
BGR,essold,NA,NA,Grazhdansko obedinenie za realna demokratsia (S.Binev),NA,2010,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:44Z,4551,NA
BGR,essold,NA,NA,Koalitziia na Rozata,NA,2006,2008,NA,NA,Coalition of the rose --- Koalitziia na Rozata,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:45Z,4814,2054
BGR,essold,NA,ODS,Koalitziia ODS,NA,2008,2008,NA,NA,Koalitziia ODS,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:44Z,4918,1183
BGR,essold,NA,NA,Koalitziia za Balgariia,NA,2008,2010,NA,NA,Koalitsia za Balgaria (BSP; PBS; Zemedelski saiuz) Al. Stamb --- Koalitziia za Balgariia,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:44Z,4915,1665
BGR,essold,NA,NA,Narodna partia „Svoboda i dostoynstvo“,NA,2010,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:42Z,4606,NA
BGR,essold,NA,NDSV,NDSV,NA,2006,2012,NA,NA,Natzionalno Dvijenie Simeon II --- NDSV,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:34Z,5152,374
BGR,essold,NA,NA,Novo Vreme,NA,2006,2012,NA,NA,Novo vreme --- Novo Vreme --- Novoto Vreme --- PP „Novoto vreme” (Emil Koshlukov),NA,2014-06-09T08:55:09Z,2017-06-15T16:10:33Z,4535,2022
BGR,essold,NA,OBT,OBT,NA,2008,2008,NA,NA,OBT,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:35Z,4638,709
BGR,essold,NA,NA,Partia Roma,NA,2010,2010,NA,NA,Partia Roma,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:26Z,4898,1621
BGR,essold,NA,PP,PP Balgarska demokratichna obshtnost,NA,2010,2012,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:25Z,4530,NA
BGR,essold,NA,NA,P.P. Drugata Balgaria,NA,2010,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:41Z,4998,NA
BGR,essold,NA,PP,PP Edinna narodna partia,NA,2010,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:22Z,4977,NA
BGR,essold,NA,PP,PP Lider,NA,2010,2010,NA,NA,PP Lider,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:26Z,5057,265
BGR,essold,NA,PP,PP Natsionalno dvijenie za spasenie na Otechestvoto,NA,2010,2010,NA,NA,PP Natsionalno dvijenie za spasenie na Otechestvoto,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:37Z,4666,1765
BGR,essold,NA,PP,PP Natsionalno dvizhenie Edinstvo,NA,2010,2012,NA,NA,NA,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:40Z,4704,NA
BGR,essold,NA,PP,PP Partia za horata ot naroda,NA,2010,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:32Z,5194,NA
BGR,essold,NA,PP,PP Zelenite,NA,2010,2012,NA,NA,PP „Zelena partia” (Aleksandar Karakachanov) --- PP Zelenite,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:45Z,4971,659
BGR,essold,NA,RZS,RZS,NA,2008,2012,NA,NA,"PP Red, zakonnost i spravedlivost (RZS) --- Red, zakonnost i spravedlivost (RZS) --- RZS",NA,2014-06-09T08:55:16Z,2017-06-15T16:10:23Z,5048,272
BGR,essold,NA,NA,Saiuz na patriotichnite sili Zashtita,NA,2010,2012,NA,NA,NA,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:44Z,5028,NA
BGR,essold,NA,NA,Sayuz na patriotichnite sili „Zashtita”,NA,2010,2012,NA,NA,NA,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:22Z,4728,NA
BGR,essold,NA,SDS,SDS,NA,2006,2012,NA,NA,KP Sayuz na desnite sili --- Sayuz na demokratichnite sili (SDS) --- SDS,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:37Z,4651,482
BGR,essold,NA,SDS,Siniata koalitsia (SDS; DSB),NA,2010,2010,NA,NA,Siniata koalitsia (SDS; DSB),NA,2014-06-09T08:55:15Z,2017-06-15T16:10:22Z,4950,58
BGR,essold,NA,NA,Sotsialdemokrati,NA,2010,2010,NA,NA,Sotsialdemokrati,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:26Z,4598,661
BGR,essold,NA,SSD,SSD,NA,2006,2012,NA,NA,Partia „Balgarski sotsialdemokrati” --- Sayuz na svobodnite demokrati (SSD) --- SSD,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:23Z,4770,1488
BGR,essold,NA,VMRO,VMRO,NA,2006,2012,NA,NA,PP VMRO – Balgarsko natsionalno dvizhenie --- VMRO --- VMRO-BND,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:30Z,4729,519
BGR,essold,NA,NA,NA,Drugata Bulgaria,2010,2012,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:40Z,4591,NA
BGR,essold,NA,NA,NA,Partia „Dvizhenie Bulgaria na grazhdanite” (M.Kuneva),2012,2012,NA,NA,Partia „Dvizhenie Bulgaria na grazhdanite” (M.Kuneva),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:27Z,5007,2058
BGR,essold,NA,PLAM,NA,Partia na liberalnata alternative i mira (PLAM),2010,2012,NA,NA,NA,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:32Z,4948,NA
BGR,essold,NA,PP,NA,PP Natsionalen front za dpasenie na Bulgaria,2012,2012,NA,NA,PP Natsionalen front za dpasenie na Bulgaria,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:42Z,5200,2057
HRV,essold,NA,HDZ,Hrvatska demokrtska zajednica (HDZ),NA,2008,2010,NA,NA,Hrvatska demokratska zajednica (HDZ) --- Hrvatska demokrtska zajednica (HDZ),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:28Z,4625,1431
HRV,essold,NA,HNS,Hrvatska narodna stranka - Liberalni demokrati (HNS),NA,2008,2010,NA,NA,Hrvatska narodna stranka - Liberalni demokrati (HNS),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:22Z,5081,1395
HRV,essold,NA,HSS,Hrvatska seljacka stranka (HSS),NA,2008,2010,NA,NA,Hrvatska seljacka stranka (HSS),NA,2014-06-09T08:55:11Z,2017-06-15T16:10:27Z,4668,72
HRV,essold,NA,HSP,Hrvatska stranka prava (HSP),NA,2008,2010,NA,NA,Hrvatska stranka prava (HSP),NA,2014-06-09T08:55:11Z,2017-06-15T16:10:46Z,4715,253
HRV,essold,NA,HSU,Hrvatska stranka umirovljenika (HSU),NA,2008,2010,NA,NA,Hrvatska stranka umirovljenika (HSU),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:35Z,5113,2062
HRV,essold,NA,HDSSB,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),NA,2008,2010,NA,NA,NA,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:38Z,4573,NA
HRV,essold,NA,HSLS,Hrvatsko socijalno-liberalna stranka (HSLS),NA,2008,2010,NA,NA,Hrvatsko socijalno-liberalna stranka (HSLS),NA,2014-06-09T08:55:15Z,2017-06-15T16:10:31Z,4962,214
HRV,essold,NA,IDS,Istarski demokrtski sabor (IDS),NA,2008,2010,NA,NA,Istarski demokratski sabor (IDS) --- Istarski demokrtski sabor (IDS),NA,2014-06-09T08:55:12Z,2017-06-15T16:10:44Z,4764,513
HRV,essold,NA,SDSS,Samostalna demokratska Srpska stranka (SDSS),NA,2008,2010,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:34Z,4632,2348
HRV,essold,NA,SDP,Socijaldemokratska partija Hrvatske (SDP),NA,2008,2010,NA,NA,Socijaldemokratska partija Hrvatske (SDP),NA,2014-06-09T08:55:17Z,2017-06-15T16:10:33Z,5139,1475
CYP,essold,NA,DHSY,NA,Democratic Rally (DHSY),2006,2012,NA,NA,Democratic Rally (DHSY) --- Democratic Rally (DISY),NA,2014-06-09T08:55:12Z,2017-06-15T16:10:44Z,4777,563
CYP,essold,NA,EYROKO,NA,European Party (EYROKO),2006,2012,NA,NA,European Party (EVROKO) --- European Party (EYROKO),NA,2014-06-09T08:55:18Z,2017-06-15T16:10:45Z,5192,1817
CYP,essold,NA,AKEL,NA,Progressive Party of Working People (AKEL),2006,2012,NA,NA,Progressive Party of Working People (AKEL),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:44Z,4633,1076
CYP,essold,NA,KS,NA,Social Democrats (KS EDEK),2006,2012,NA,NA,Social Democrats (KS EDEK) --- Social Democrats (KS EDEK),NA,2014-06-09T08:55:16Z,2017-06-15T16:10:38Z,5061,1028
CYP,essold,NA,NA,NA,The Cyprus Green Party,2006,2012,NA,NA,The Cyprus Green Party,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:26Z,4855,858
CYP,essold,NA,NA,NA,United Democrats,2006,2010,NA,NA,United Democrats --- United Democrats (EDI),NA,2014-06-09T08:55:18Z,2017-06-15T16:10:35Z,5155,321
CZE,essold,NA,CSSD,CSSD,NA,2002,2012,NA,NA,CSSD --- CSSD Cz.Social Democratic P.,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:22Z,4891,177
CZE,essold,NA,KDU,KDU-CSL,NA,2002,2010,NA,NA,KDU-CSL --- KDU-CSL Christian Democratic P.,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:36Z,5076,676
CZE,essold,NA,KSCM,KSCM,NA,2002,2012,NA,NA,KSCM --- KSCM Communist P.of Bohemia&Moravia,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:35Z,4534,1728
CZE,essold,NA,ODS,ODS,NA,2002,2012,NA,NA,ODS --- ODS Civic Democratic P.,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:34Z,4574,466
CZE,essold,NA,SZ,SZ,NA,2002,2010,NA,NA,SZ --- SZ P.of Greens,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:41Z,4725,1554
CZE,essold,NA,TOP,TOP09,NA,2010,2012,NA,NA,TOP09,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:43Z,4952,223
CZE,essold,NA,VV,VV,NA,2010,2012,NA,NA,VV,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:21Z,5136,1202
CZE,essold,NA,NA,NA,Association of Independents,2002,2004,NA,NA,Association of Independents,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:45Z,4940,884
CZE,essold,NA,NA,NA,Coalition (Christian Dem.&Freedom Union),2002,2004,NA,NA,Coalition (Christian Dem.&Freedom Union),NA,2014-06-09T08:55:10Z,2017-06-15T16:10:41Z,4659,313
CZE,essold,NA,CSNS,NA,CSNS Cz.National Social P.,2002,2004,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:39Z,4793,3261
CZE,essold,NA,NA,NA,Nadeje (Hope),2002,2004,NA,NA,NA,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:39Z,4597,3262
CZE,essold,NA,ODA,NA,ODA Civic Democratic Alliance,2002,2004,NA,NA,ODA Civic Democratic Alliance,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:45Z,4949,1008
CZE,essold,NA,PB,NA,PB Right Block,2002,2004,NA,NA,PB Right Block,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:35Z,5008,904
CZE,essold,NA,RMS,NA,RMS Republicans of Miroslav Sladek,2002,2004,NA,NA,RMS Republicans of Miroslav Sladek,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:28Z,4982,972
CZE,essold,NA,SV,NA,SV-SOS P.of Countryside-Assoc.Civic Forces,2002,2004,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:38Z,4846,3263
CZE,essold,NA,SZJ,NA,SZJ P.for Life Securities,2002,2004,NA,NA,NA,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:44Z,4680,3264
CZE,essold,NA,US,NA,US Freedom Union,2002,2004,NA,NA,US Freedom Union,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:40Z,4558,905
DNK,essold,NA,NA,Centrum-Demokraterne,NA,2002,2006,NA,NA,Centrum-Demokraterne,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:27Z,4734,800
DNK,essold,NA,NA,Dansk Folkeparti,NA,2002,2012,NA,NA,Dansk Folkeparti --- Dansk Folkeparti - Danish peoples party,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:26Z,4587,1022
DNK,essold,NA,NA,Det Radikale Venstre,NA,2002,2012,NA,NA,Det Radikale Venstre --- Det Radikale Venstre - Danish Social-Liberal Party,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:42Z,4868,1507
DNK,essold,NA,NA,Enhedslisten,NA,2002,2012,NA,NA,"Enhedslisten --- Enhedslisten - Unity List - The Red-Green Alliance --- Enhedslisten, De Rřd-Grřnne - The Red-Green Alliance",NA,2014-06-09T08:55:10Z,2017-06-15T16:10:21Z,4653,1527
DNK,essold,NA,NA,Fremskridtspartiet,NA,2002,2006,NA,NA,Fremskridtspartiet,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:40Z,5174,1601
DNK,essold,NA,NA,Kristendemokraterne,NA,2002,2012,NA,NA,Kristeligt Folkeparti --- Kristendemokraterne --- Kristendemokraterne - Christian democtrats,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:25Z,5035,53
DNK,essold,NA,NA,Socialdemokratiet,NA,2002,2012,NA,NA,Socialdemokraterne - the Danish social democtrats --- Socialdemokratiet,NA,2014-06-09T08:55:12Z,2017-06-15T16:10:25Z,4737,379
DNK,essold,NA,NA,Socialistisk Folkeparti,NA,2002,2012,NA,NA,SF Socialistisk Folkeparti - Socialist People's Party --- SF- Socialistisk Folkeparti - the Socialist People's Party --- SF- Socialistisk Folkeparti - the Socialist People's Party  --- Socialistisk Folkeparti,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:26Z,5125,329
DNK,essold,NA,NA,Venstre,NA,2002,2012,NA,NA,"Venstre --- Venstre, Danmarks Liberale Parti - Venstre",NA,2014-06-09T08:55:13Z,2017-06-15T16:10:23Z,4849,1204
DNK,essold,NA,NA,NA,Ny Alliance - New alliance,2008,2012,NA,NA,Liberal Alliance - Liberal Alliance --- Ny Alliance - New alliance,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:38Z,5160,212
EST,essold,NA,NA,campaigner,NA,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:40Z,5180,NA
EST,essold,NA,NA,Eesti Iseseisvuspartei,NA,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:45Z,5080,NA
EST,essold,NA,NA,Eesti Keskerakond,NA,2004,2012,NA,NA,Eesti Keskerakond --- Estonian Centre Party --- The Estonian Centre Party,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:41Z,5135,533
EST,essold,NA,NA,Eestimaa Rahvaliit,NA,2004,2012,NA,NA,Eesti Konservatiivne Rahvaerakond (endine Rahvaliit) --- Eestimaa Rahvaliit --- Estonian People's Union --- The People's Union of Estonia,NA,2014-06-09T08:55:15Z,2017-06-15T16:10:25Z,4965,110
EST,essold,NA,NA,Eestimaa Ühendatud Vasakpartei,NA,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:32Z,4791,NA
EST,essold,NA,NA,Eesti Reformierakond,NA,2004,2012,NA,NA,Eesti Reformierakond --- Estonian Reform Party,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:37Z,5092,821
EST,essold,NA,NA,Eesti Vabaduspartei – Pőllumeeste Kogu,NA,2012,2012,NA,NA,Eesti Vabaduspartei – Pőllumeeste Kogu,NA,2014-06-09T08:55:16Z,2017-06-15T16:10:36Z,5020,831
EST,essold,NA,NA,Estonian Greens,NA,2008,2012,NA,NA,Erakond Eestimaa Rohelised --- Estonian Greens,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:40Z,4537,1040
EST,essold,NA,NA,Res Publica,NA,2004,2006,NA,NA,Party Res Publica --- Res Publica,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:37Z,5203,491
EST,essold,NA,NA,NA,Estonian Christian Peoples Party,2004,2012,NA,NA,Erakond Eesti Kristlikud Demokraadid --- Estonian Christian Peoples Party --- Party of Estonian Christian Democrats,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:24Z,4807,790
EST,essold,NA,NA,NA,Estonian Independence Party,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:17Z,2017-06-15T16:10:38Z,5078,NA
EST,essold,NA,NA,NA,Estonian National Party,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:26Z,5179,NA
EST,essold,NA,NA,NA,Estonian Social-Democratic Labour Party,2004,2004,NA,NA,Estonian Social-Democratic Labour Party,NA,2014-06-09T08:55:09Z,2017-06-15T16:10:33Z,4556,869
EST,essold,NA,NA,NA,Estonian Social Democrats,2004,2012,NA,NA,Estonian Social Democratic Party --- Estonian Social Democrats --- Sotsiaaldemokraatlik Erakond --- The Social Democratic Party,NA,2014-06-09T08:55:13Z,2017-06-15T16:10:43Z,4795,1150
EST,essold,NA,NA,NA,Estonian United Left Party,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:11Z,2017-06-15T16:10:42Z,4684,NA
EST,essold,NA,NA,NA,Estonian United People's Party,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:36Z,5171,NA
EST,essold,NA,NA,NA,Independence Party,2004,2012,NA,NA,NA,NA,2014-06-09T08:55:18Z,2017-06-15T16:10:43Z,5176,NA
EST,essold,NA,NA,NA,Pro Patria and Res Publica Union,2008,2012,NA,NA,Erakond Isamaa ja Res Publica Liit --- Pro Patria and Res Publica Union,NA,2014-06-09T08:55:10Z,2017-06-15T16:10:40Z,4626,685
EST,essold,NA,NA,NA,Pro Patria Union,2004,2006,NA,NA,Pro Patria Union,NA,2014-06-09T08:55:14Z,2017-06-15T16:10:37Z,4859,779
