"id","country_short","country","party_short","party_english","party_name","name","year_first","year_last","comment","ess_round_1","ess_round_2","ess_round_3","ess_round_4","ess_round_5","ess_round_6"
1655,"HUN","Hungary","HSP-H/MSZP","Hungarian Socialist Party","/ Magyar Szocialista Párt","mszp magyar szocialista párt",2002,2012,"","HSP-Hungarian Socialist Party","HSP-Hungarian Socialist Party","MSZP","MSZP","MSZP","MSZP (Magyar Szocialista Párt)"
1974,"HUN","Hungary","","","Munkáspárt","munkáspárt",2006,2006,"","","","Munkáspárt","","",""
1973,"HUN","Hungary","","","MUNKÁSPÁRT 2006","munkáspárt 2006",2006,2006,"","","","MUNKÁSPÁRT 2006","","",""
1809,"HUN","Hungary","MUNKÁSPÁRT","Workers Party","Munkáspárt Magyar Kommunista Munkáspárt","munkáspárt magyar kommunista munkáspárt",2002,2012,"","WP-Workers Party","WP-Workers Party","MUNKÁSPÁRT","Munkáspárt","Munkaspart","Munkáspárt (Magyar Kommunista Munkáspárt)"
1832,"HUN","Hungary","MVPP","","ÉK ÉS Á PÁ","mvpp magyar vidék és polgári párt",2006,2006,"","","","MVPP (MAGYAR VIDÉK ÉS POLGÁRI PÁRT)","","",""
1939,"HUN","Hungary","","","None of them","none of them",2002,2004,"","None of them","None of them","","","",""
1471,"HUN","Hungary","UP","","Ny Nyugdíjasok Pártja","nyup nyugdíjasok pártja",2006,2006,"","","","NyUP (Nyugdíjasok Pártja)","","",""
1781,"HUN","Hungary","","Other","","other",2002,2012,"","Other","Other","Other party","Other party","","Other"
1800,"HUN","Hungary","SOMOGYÉRT","","Szövetség","somogyért somogyért szövetség",2006,2006,"","","","SOMOGYÉRT (SOMOGYÉRT Szövetség)","","",""
1752,"HUN","Hungary","SZDP","","Szociáldemokrata Párt","szdp szociáldemokrata párt",2006,2006,"","","","SZDP (SZOCIÁLDEMOKRATA PÁRT)","","",""
1178,"HUN","Hungary","FFD-F/SZDSZ","FFD-Free Democrats","/ Szabad Demokraták Szövetsége - A Magyar Liberális Párt","szdsz szabad demokraták szövetsége a magyar liberális párt",2002,2012,"","FFD-Free Democrats","FFD-Free Democrats","SZDSZ","SZDSZ","SZDSZ","SZDSZ (Szabad Demokraták Szövetsége - A Magyar Liberális Párt)"
1793,"HUN","Hungary","ÉLOLÁNC","","","élolánc",2006,2006,"","","","ÉLOLÁNC","","",""
1007,"HUN","Hungary","ÖP","","Összefogás Párt","öp összefogás párt",2012,2012,"","","","","","","ÖP (Összefogás Párt)"
1344,"IRL","Ireland","","Fianna Fail","Fianna Fáil","fianna fáil",2002,2012,"","Fianna Fail","Fianna Fail","Fianna Fail","Fianna Fail","Fianna Fáil","Fianna Fáil"
1092,"IRL","Ireland","","Fine Gael","","fine gael",2002,2012,"","Fine Gael","Fine Gael","Fine Gael","Fine Gael","Fine Gael","Fine Gael"
1038,"IRL","Ireland","","Green Party","","green party",2002,2012,"","Green Party","Green Party","Green Party","Green Party","Green Party","Green Party"
1321,"IRL","Ireland","","Independent","","independent",2002,2012,"","Independent","Independent","Independent Candidate","Independent","Independent","Independent"
1235,"IRL","Ireland","","Labour","","labour",2002,2012,"","Labour","Labour","Labour","Labour","Labour","Labour"
1140,"IRL","Ireland","","Other","","other",2002,2012,"","Other","Other","Other Party","Other","Other","Other"
1345,"IRL","Ireland","","People Before Profit","","people before profit",2010,2012,"","","","","","People Before Profit","People Before Profit"
1119,"IRL","Ireland","","Progressive Democrats","","progressive democrats",2002,2008,"","Progressive Democrats","Progressive Democrats","Progressive Democrats","Progressive Democrats","",""
2030,"IRL","Ireland","","Sinn Fein","","sinn féin",2002,2012,"","Sinn Fein","Sinn Fein","Sinn Fein","Sinn Fein","Sinn Fein","Sinn Féin"
1554,"IRL","Ireland","","Socialist Party","","socialist party",2010,2012,"","","","","","Socialist Party","Socialist Party"
1725,"IRL","Ireland","","United Left Alliance","","united left alliance",2010,2012,"","","","","","United Left Alliance","United Left Alliance"
1536,"ISL","Iceland","","","Bjartri framtíð","bjartri framtíð",2012,2012,"","","","","","","Bjartri framtíð"
1573,"ISL","Iceland","","Blank vote","","blank vote",2004,2004,"","","Blank vote","","","",""
1461,"ISL","Iceland","","","Borgarahreyfinguna","borgarahreyfinguna",2012,2012,"","","","","","","Borgarahreyfinguna"
1599,"ISL","Iceland","","Progressive Party","Framsóknarflokkinn","framsóknarflokkinn",2004,2012,"","","Progressive Party","","","","Framsóknarflokkinn"
1146,"ISL","Iceland","","Liberal Party","Frjálslynda flokkinn","frjálslynda flokkinn",2004,2012,"","","Liberal Party","","","","Frjálslynda flokkinn"
1661,"ISL","Iceland","","","Hreyfingunni","hreyfingunni",2012,2012,"","","","","","","Hreyfingunni"
1530,"ISL","Iceland","","Independence Party","","independence party",2004,2004,"","","Independence Party","","","",""
1022,"ISL","Iceland","","","Lýðræðishreyfinguna","lýðræðishreyfinguna",2012,2012,"","","","","","","Lýðræðishreyfinguna"
1848,"ISL","Iceland","","Other","","other",2004,2012,"","","Other parties","","","","Other"
1392,"ISL","Iceland","","Social Democratic Alliance","Samfylkinguna","samfylkinguna",2004,2012,"","","Social Democratic Alliance","","","","Samfylkinguna"
1771,"ISL","Iceland","","","Samstöðu","samstöðu",2012,2012,"","","","","","","Samstöðu"
1206,"ISL","Iceland","","","Sjálfstæðisflokkinn","sjálfstæðisflokkinn",2012,2012,"","","","","","","Sjálfstæðisflokkinn"
1583,"ISL","Iceland","","","Skilaði auðu/ógildu","skilaði auðu ógildu",2012,2012,"","","","","","","Skilaði auðu/ógildu"
1078,"ISL","Iceland","","The Left Green Movement","","the left green movement",2004,2004,"","","The Left Green Movement","","","",""
1444,"ISL","Iceland","","","Vinstri hreyfinguna-Grænt framboð","vinstri hreyfinguna grænt framboð",2012,2012,"","","","","","","Vinstri hreyfinguna-Grænt framboð"
1598,"ISR","Israel","","A white ballot (empty ballot note)","","a white ballot empty ballot note",2010,2012,"","","","","","a white Ballot (empty ballot note)","A white ballot (empty ballot note)"
1003,"ISR","Israel","","","Ale Yarok","ale yarok",2008,2012,"","","","","Ale Yarok","Ale Yarok","Ale Yarok"
1640,"ISR","Israel","","","Am ehad","am ehad",2002,2002,"","Am ehad","","","","",""
1571,"ISR","Israel","","","Am Shalem","am shalem",2012,2012,"","","","","","","Am Shalem"
1861,"ISR","Israel","","","Balad","balad",2002,2012,"","Balad","","","Balad","Balad","Balad"
1805,"ISR","Israel","","blank ballot","","blank ballot",2008,2008,"","","","","blank ballot","",""
1902,"ISR","Israel","","Did not vote","","did not vote",2008,2012,"","","","","Did not vote","did not vote","Did not vote"
1782,"ISR","Israel","","Pensioners of Israel to the Knesset/Gil- Gimlaey Israeli la' Knesset","Gimlaim","gil gimlaey israeli la knesset",2002,2012,"","Gimlaim","","","Pensioners of Israel to the Knesset","Gil- Gimlaey Israeli la' Knesset","Gil- Gimlaey Israeli la' Knesset"
1810,"ISR","Israel","","","Haehud haleumi/Ha'ihud HaLeumi","ha ihud haleumi",2002,2012,"","Haehud haleumi","","","","Ha'ihud HaLeumi","Ha'ihud HaLeumi"
1666,"ISR","Israel","","","Likud/Ha' Likud","ha likud",2002,2012,"","Likud","","","Likud","Ha' Likud","Ha' Likud"
1310,"ISR","Israel","","","Hadash","hadash",2002,2012,"","Hadash","","","Hadash","Hadash","Hadash"
1531,"ISR","Israel","","","Hadereh hashlishit","hadereh hashlishit",2002,2002,"","Hadereh hashlishit","","","","",""
1497,"ISR","Israel","","","Haravi Hahadash","haravi hahadash",2002,2002,"","Haravi Hahadash","","","","",""
1906,"ISR","Israel","","","HaTnu`a HaYeruqa","hatnu a hayeruqa",2010,2012,"","","","","","HaTnu`a HaYeruqa","HaTnu`a HaYeruqa"
1152,"ISR","Israel","","","Hatnua","hatnua",2012,2012,"","","","","","","Hatnua"
1337,"ISR","Israel","","","Hatnua Harabit Hameauhedet","hatnua harabit hameauhedet",2002,2002,"","Hatnua Harabit Hameauhedet","","","","",""
1577,"ISR","Israel","","","HaYerukim","hayerukim",2008,2012,"","","","","HaYerukim","HaYerukim","HaYerukim"
1032,"ISR","Israel","","","Hetz","hetz",2008,2008,"","","","","Hetz","",""
1663,"ISR","Israel","","","Israel ahat","israel ahat",2002,2002,"","Israel ahat","","","","",""
1907,"ISR","Israel","","","Israel baliya","israel baliya",2002,2002,"","Israel baliya","","","","",""
1423,"ISR","Israel","","","Yisrael Beiteinu","israel beiteinu",2002,2012,"","Israel byteno","","","Yisrael Beiteinu","Israel Beiteinu","Israel Beiteinu"
1685,"ISR","Israel","","","Kadima","kadima",2008,2012,"","","","","Kadima","Kadima","Kadima"
1892,"ISR","Israel","","","Meretz","meretz",2002,2012,"","Meretz","","","Meretz","Meretz","Meretz"
2056,"ISR","Israel","","","Mifleget Ha' Avoda","mifleget ha avoda",2012,2012,"","","","","","","Mifleget Ha' Avoda"
1628,"ISR","Israel","HaAvoda","The Israeli Labor Party","Mifleget Ha' Avoda","mifleget ha avoda",2008,2012,"","","","","HaAvoda- the Israeli Labor Party","Mifleget Ha' Avoda","Mifleget Ha' Avoda"
1009,"ISR","Israel","","Other","","other",2002,2012,"","Other party","","","Other","other","Other"
1749,"ISR","Israel","","","Pnina Rozenblum","pnina rozenblum",2002,2002,"","Pnina Rozenblum","","","","",""
1882,"ISR","Israel","","","Ra'am- Ta'al","ra am ta al",2008,2012,"","","","","Ra'am- Ta'al","Ra'am- Ta'al","Ra'am- Ta'al"
1868,"ISR","Israel","","","Shase/Shas","shas",2002,2012,"","Shase","","","Shas","Shas","Shas"
1307,"ISR","Israel","","","Shinui","shinui",2002,2008,"","Shinuy","","","Shinui","",""
1478,"ISR","Israel","","The center party","","the center party",2002,2002,"","The center party","","","","",""
1563,"ISR","Israel","","National Religious Party / The Jewish House","Mafdal","the jewish house",2002,2012,"","Mafdal","","","National Religious Party","The Jewish House","The Jewish House"
1168,"ISR","Israel","","","Tzomet","tzomet",2002,2002,"","Tzomet","","","","",""
1717,"ISR","Israel","","White Ballot","","white ballot",2002,2002,"","White Ballot","","","","",""
1846,"ISR","Israel","","United Torah Judaism","Yahadut-hatora, Agudat-Isarel, Degel-hatora","ya hadut ha tora",2002,2012,"","Yahadut-hatora, Agudat-Isarel, Degel-hatora","","","United Torah Judaism","Ya'Hadut Ha'Tora","Ya'Hadut Ha'Tora"
1629,"ISR","Israel","","","Yesh Atid","yesh atid",2012,2012,"","","","","","","Yesh Atid"
1443,"ITA","Italy","","","Alleanza Nazionale","alleanza nazionale",2002,2002,"","Alleanza Nazionale","","","","",""
1924,"ITA","Italy","","","Altro","altro",2002,2002,"","Altro","","","","",""
1263,"ITA","Italy","CCD-CDU","","","ccd cdu",2002,2002,"","CCD-CDU","","","","",""
1923,"ITA","Italy","","","CCD-CDU (Biancofiore)","ccd cdu biancofiore",2002,2002,"","CCD-CDU (Biancofiore)","","","","",""
1305,"ITA","Italy","","","Comunisti Italiani","comunisti italiani",2002,2002,"","Comunisti Italiani","","","","",""
1096,"ITA","Italy","","","Democratici di Sinistra","democratici di sinistra",2002,2002,"","Democratici di Sinistra","","","","",""
1353,"ITA","Italy","","","Democrazia Europea","democrazia europea",2002,2002,"","Democrazia Europea","","","","",""
1326,"ITA","Italy","FARE","","FARE - Giannino","fare giannino",2012,2012,"","","","","","","FARE - Giannino"
1622,"ITA","Italy","","","Fiamma Tricolore","fiamma tricolore",2002,2002,"","Fiamma Tricolore","","","","",""
1857,"ITA","Italy","FLI","","","fli",2012,2012,"","","","","","","FLI"
1682,"ITA","Italy","","","Forza Italia","forza italia",2002,2002,"","Forza Italia","","","","",""
1589,"ITA","Italy","","","Fratelli d'Italia","fratelli d italia",2012,2012,"","","","","","","Fratelli d'Italia"
1925,"ITA","Italy","","","Ha votato solo al maggioritario","ha votato solo al maggioritario",2002,2002,"","Ha votato solo al maggioritario","","","","",""
1327,"ITA","Italy","","","La destra","la destra",2012,2012,"","","","","","","La destra"
1562,"ITA","Italy","","","La Margherita","la margherita",2002,2002,"","La Margherita","","","","",""
1317,"ITA","Italy","","","Lega Nord","lega nord",2002,2012,"","Lega Nord","","","","","Lega Nord"
1315,"ITA","Italy","","","Lista Di Pietro","lista di pietro",2002,2002,"","Lista Di Pietro","","","","",""
1037,"ITA","Italy","","","Movimento 5 Stelle","movimento 5 stelle",2012,2012,"","","","","","","Movimento 5 Stelle"
1534,"ITA","Italy","PSI","","Nuovo","nuovo psi",2002,2002,"","Nuovo PSI","","","","",""
1167,"ITA","Italy","","","Pannella-Bonino","pannella bonino",2002,2002,"","Pannella-Bonino","","","","",""
1316,"ITA","Italy","PD","","Partido Democratico","partido democratico pd",2012,2012,"","","","","","","Partido Democratico (PD)"
1828,"ITA","Italy","PDL","","Popolo delle Libertà","popolo delle libertà pdl",2012,2012,"","","","","","","Popolo delle Libertà (PDL)"
1835,"ITA","Italy","","","Radicali Italiani Amnistia giustizia e libertà","radicali italiani amnistia giustizia e libertà",2012,2012,"","","","","","","Radicali Italiani (Amnistia giustizia e libertà)"
1252,"ITA","Italy","","","Rifondazione Comunis","rifondazione comunis",2002,2002,"","Rifondazione Comunis","","","","",""
1922,"ITA","Italy","","","Rifondazione Comunista","rifondazione comunista",2002,2002,"","Rifondazione Comunista","","","","",""
1768,"ITA","Italy","","","Rivoluzione Civile Ingroia","rivoluzione civile ingroia",2012,2012,"","","","","","","Rivoluzione Civile (Ingroia)"
1753,"ITA","Italy","","","Scelta Civica con Monti","scelta civica con monti",2012,2012,"","","","","","","Scelta Civica (con Monti)"
1149,"ITA","Italy","SDI","","","sdi",2002,2002,"","SDI","","","","",""
1823,"ITA","Italy","SEL","","Sinistra Ecologia e Libertà","sinistra ecologia e libertà sel",2012,2012,"","","","","","","Sinistra Ecologia e Libertà (SEL)"
1054,"ITA","Italy","SVP","","Südtirol Volkspartei","svp südtirol volksp",2002,2002,"","SVP (Südtirol Volksp","","","","",""
1632,"ITA","Italy","UDC","","","udc",2012,2012,"","","","","","","UDC"
1904,"ITA","Italy","","","Verdi","verdi",2002,2002,"","Verdi","","","","",""
1920,"ITA","Italy","","","Verdi e Sdi (Girasole)","verdi e sdi girasole",2002,2002,"","Verdi e Sdi (Girasole)","","","","",""
1532,"LTU","Lithuania","KP","Christian Party","","christian party kp",2012,2012,"","","","","","","Christian Party (KP)"
1358,"LTU","Lithuania","DDVP","Democratic Labour and Unity Party","","democratic labour and unity party ddvp",2012,2012,"","","","","","","Democratic Labour and Unity Party (DDVP)"
1891,"LTU","Lithuania","","Did not vote for a candidate list","","did not vote for a candidate list",2010,2012,"","","","","","Did not vote for a candidate list","Did not vote for a candidate list"
1623,"LTU","Lithuania","","Does not know if voted for a candidate list","","does not know if voted for a candidate list",2010,2012,"","","","","","Does not know if voted for a candidate list","Does not know if voted for a candidate list"
1900,"LTU","Lithuania","LLRA","Electoral Action of Poles in Lithuania","","electoral action of poles in lithuania llra",2010,2012,"","","","","","Electoral Action of Poles in Lithuania (LLRA)","Electoral Action of Poles in Lithuania (LLRA)"
1232,"LTU","Lithuania","EP","Emigrants' Party","","emigrants party ep",2012,2012,"","","","","","","Emigrants' Party (EP)"
1535,"LTU","Lithuania","TS-LKD","Homeland Union -- Lithuanian Christian Democrats","","homeland union lithuanian christian democrats ts lkd",2010,2012,"","","","","","Homeland Union - Lithuanian Christian Democrats (TS-LKD)","Homeland Union - Lithuanian Christian Democrats (TS-LKD)"
1303,"LTU","Lithuania","DP","Labour Party","","labour party dp",2010,2012,"","","","","","Labour Party (DP)","Labour Party (DP)"
2031,"LTU","Lithuania","LPP","Labourist Party","","labourist party lp",2010,2010,"","","","","","Labourist Party (LP)",""
1756,"LTU","Lithuania","CS","Liberal and Centre Union","","liberal and centre union lics",2010,2012,"","","","","","Liberal and Centre Union (LiCS)","Liberal and Centre Union (LiCS)"
1412,"LTU","Lithuania","LRLS","Liberals' Movement of the Republic of Lithuania","","liberals movement of the republic of lithuania lrls",2010,2012,"","","","","","Liberals' Movement of the Republic of Lithuania (LRLS)","Liberals' Movement of the Republic of Lithuania (LRLS)"
1030,"LTU","Lithuania","LCP","Lithuanian Centre Party","","lithuanian centre party lcp",2010,2012,"","","","","","Lithuanian Centre Party (LCP)","Lithuanian Centre Party (LCP)"
1707,"LTU","Lithuania","LLS","Lithuanian Freedom Union","","lithuanian freedom union lls",2010,2010,"","","","","","Lithuanian Freedom Union (LLS)",""
1365,"LTU","Lithuania","LVZS","Lithuanian Peasant and Greens Union","","lithuanian peasant and greens union lvzs",2012,2012,"","","","","","","Lithuanian Peasant and Greens Union (LVZS)"
1420,"LTU","Lithuania","LVLS","Lithuanian Peasant Popular Union","","lithuanian peasant popular union lvls",2010,2010,"","","","","","Lithuanian Peasant Popular Union (LVLS)",""
1396,"LTU","Lithuania","LPP","Lithuanian Pensioners' Party","","lithuanian pensioners party lpp",2012,2012,"","","","","","","Lithuanian Pensioners' Party (LPP)"
1368,"LTU","Lithuania","LZP","Lithuanian People's Party","","lithuanian people s party lzp",2012,2012,"","","","","","","Lithuanian People's Party (LZP)"
1011,"LTU","Lithuania","UTL","Lithuanian People's Union 'For the Fair Lithuania'","","lithuanian people s union for the fair lithuania utl",2010,2010,"","","","","","Lithuanian People's Union 'For the Fair Lithuania' (UTL)",""
1016,"LTU","Lithuania","LSDP","Lithuanian Social Democratic Party","","lithuanian social democratic party lsdp",2010,2012,"","","","","","Lithuanian Social Democratic Party (LSDP)","Lithuanian Social Democratic Party (LSDP)"
1890,"LTU","Lithuania","LSDS","Lithuanian Social Democratic Union","","lithuanian social democratic union lsds",2010,2012,"","","","","","Lithuanian Social Democratic Union (LSDS)","Lithuanian Social Democratic Union (LSDS)"
1525,"LTU","Lithuania","ULL","National Association 'For Lithuania in Lithuania'","","national association for lithuania in lithuania ull",2012,2012,"","","","","","","National Association 'For Lithuania in Lithuania' (ULL)"
1453,"LTU","Lithuania","TPLK","National Party Way of Lithuania","","national party way of lithuania tplk",2012,2012,"","","","","","","National Party Way of Lithuania (TPLK)"
1276,"LTU","Lithuania","TPP","National Resurrection Party","","national resurrection party tpp",2010,2010,"","","","","","National Resurrection Party (TPP)",""
1908,"LTU","Lithuania","TVS","National Unity Union","","national unity union tvs",2012,2012,"","","","","","","National Unity Union (TVS)"
1292,"LTU","Lithuania","TS","Nationalist Union","","nationalist union ts",2012,2012,"","","","","","","Nationalist Union (TS)"
1708,"LTU","Lithuania","NS","New Union (Social Liberals)","","new union social liberals ns",2010,2010,"","","","","","New Union (Social Liberals) (NS)",""
1014,"LTU","Lithuania","","Other","","other",2010,2012,"","","","","","Other","Other"
1205,"LTU","Lithuania","Frontas","Party 'Front'","","party front frontas",2010,2010,"","","","","","Party 'Front' (Frontas)",""
1207,"LTU","Lithuania","PDP","Party of Civic Democracy","","party of civic democracy pdp",2010,2010,"","","","","","Party of Civic Democracy (PDP)",""
1486,"LTU","Lithuania","TT","Party Order and Justice","","party order and justice tt",2010,2012,"","","","","","Party Order and Justice (TT)","Party Order and Justice (TT)"
1499,"LTU","Lithuania","JL","Party 'Young Lithuania'","","party young lithuania jl",2010,2012,"","","","","","Party 'Young Lithuania' (JL)","Party 'Young Lithuania' (JL)"
1498,"LTU","Lithuania","LS","Political Party 'List of Lithuania'","","political party list of lithuania ls",2012,2012,"","","","","","","Political Party 'List of Lithuania' (LS)"
1502,"LTU","Lithuania","LZS","Political Party 'Lithuanian Green Movement'","","political party lithuanian green movement lzs",2012,2012,"","","","","","","Political Party 'Lithuanian Green Movement' (LZS)"
1456,"LTU","Lithuania","DK","Political Party 'The Way of Courage'","","political party the way of courage dk",2012,2012,"","","","","","","Political Party 'The Way of Courage' (DK)"
1745,"LTU","Lithuania","ST","Political Party 'Union Yes'","","political party union yes st",2012,2012,"","","","","","","Political Party 'Union Yes' (ST)"
1821,"LTU","Lithuania","RP","Republican Party","","republican party rp",2012,2012,"","","","","","","Republican Party (RP)"
1873,"LTU","Lithuania","SLF","Socialist People's Front","","socialist people s front slf",2012,2012,"","","","","","","Socialist People's Front (SLF)"
2032,"LTU","Lithuania","","The Coalition Labour Party + Youth","","the coalition labour party youth",2010,2010,"","","","","","The Coalition Labour Party + Youth",""
1758,"LTU","Lithuania","KLS","Union of Fighters for Lithuania","","union of fighters for lithuania kls",2012,2012,"","","","","","","Union of Fighters for Lithuania (KLS)"
1300,"LTU","Lithuania","LRS","Union of Russians of Lithuania","","union of russians of lithuania lrs",2010,2010,"","","","","","Union of Russians of Lithuania (LRS)",""
1069,"LTU","Lithuania","ZP","Zemaiciai (Samogitian) Party","","zemaiciai samogitian party zp",2012,2012,"","","","","","","Zemaiciai (Samogitian) Party (ZP)"
1565,"LUX","Luxembourg","","","Autres","autres",2002,2004,"","Autres","Autres","","","",""
1467,"LUX","Luxembourg","","","Comité d'action pour la Démocracie et la Justice Sociale","comité d action pour la démocratie et justice sociale",2002,2004,"","Comité d'action pour la Démocracie et la Justice Sociale","Comité d'action pour la Démocratie et Justice sociale","","","",""
1901,"LUX","Luxembourg","","","La Gauche","la gauche",2002,2004,"","La Gauche","La Gauche","","","",""
1374,"LUX","Luxembourg","","","Les Verts","les verts",2002,2004,"","Les Verts","Les Verts","","","",""
1437,"LUX","Luxembourg","PCS","","Parti Chrétien Social","parti chrétien social pcs",2002,2004,"","Parti Chrétien Social (PCS)","Parti Chrétien Social (PCS)","","","",""
1156,"LUX","Luxembourg","PD","","Parti Démocrate","parti démocrate pd",2002,2004,"","Parti Démocrate (PD)","Parti Démocrate (PD)","","","",""
1285,"LUX","Luxembourg","PSOL","","Parti Socialiste Ouvrier Luxembourgeois","parti socialiste ouvrier luxembourgeois psol",2002,2004,"","Parti Socialiste Ouvrier Luxembourgeois (PSOL)","Parti Socialiste Ouvrier Luxembourgeois (PSOL)","","","",""
1746,"LVA","Latvia","","Concord Centre","","concord centre",2008,2008,"","","","","Concord Centre","",""
1548,"LVA","Latvia","LNNK","For Fatherland and Freedom/","","for fatherland and freedom lnnk",2008,2008,"","","","","For Fatherland and Freedom/ LNNK","",""
1127,"LVA","Latvia","","For Human Rights in a United Latvia","","for human rights in a united latvia",2008,2008,"","","","","For Human Rights in a United Latvia","",""
1739,"LVA","Latvia","","Greens and Farmers Union","","greens and farmers union",2008,2008,"","","","","Greens and Farmers Union","",""
1669,"LVA","Latvia","","Latvia's First party/Latvia's Way","","latvia s first party latvia s way",2008,2008,"","","","","Latvia's First party/Latvia's Way","",""
1580,"LVA","Latvia","","","New Era","new era",2008,2008,"","","","","New Era","",""
1639,"LVA","Latvia","","Other","","other",2008,2008,"","","","","Other","",""
1382,"LVA","Latvia","","The People's Party","","the people s party",2008,2008,"","","","","The People's Party","",""
1125,"NIR","Northern Ireland","","Alliance Party","Alliance Party","alliance party nir",2002,2012,"","Alliance Party (nir)","Alliance Party (nir)","Alliance Party","Alliance Party (nir)","Alliance Party (nir)","Alliance Party (nir)"
1736,"NIR","Northern Ireland","","Democratic Unionist Party","Democratic Unionist Party","democratic unionist party nir",2002,2012,"","Democratic Unionist Party (nir)","Democratic Unionist Party (nir)","Democratic Unionist Party","Democratic Unionist Party (nir)","Democratic Unionist Party (nir)","Democratic Unionist Party (nir)"
1138,"NIR","Northern Ireland","","Northern Ireland Unionist Party","Northern Ireland Unionist Party","northern ireland unionist party nir",2002,2012,"","Northern Ireland Unionist Party (nir)","Northern Ireland Unionist Party (nir)","Northern Ireland Unionist Party (nir)","Northern Ireland Unionist Party (nir)","Northern Ireland Unionist Party (nir)","Northern Ireland Unionist Party (nir)"
2053,"NIR","Northern Ireland","","Other","Other","other nir",2002,2012,"","Other (nir)","Other (nir)","","Other (nir)","Other (nir)","Other (nir)"
1199,"NIR","Northern Ireland","","Progressive Unionist Party","Progressive Unionist Party","progressive unionist party nir",2002,2012,"","Progressive Unionist Party (nir)","Progressive Unionist Party (nir)","Progressive Unionist Party","Progressive Unionist Party (nir)","Progressive Unionist Party (nir)","Progressive Unionist Party (nir)"
1434,"NIR","Northern Ireland","","Sinn Fein","Sinn Fein","sinn fein nir",2002,2012,"","Sinn Fein (nir)","Sinn Fein (nir)","Sinn Fein","Sinn Fein (nir)","Sinn Fein (nir)","Sinn Fein (nir)"
1751,"NIR","Northern Ireland","","Social Democratic and Labour Party","Social Democratic and Labour Party","social democratic and labour party nir",2002,2012,"","Social Democratic and Labour Party (nir)","Social Democratic and Labour Party (nir)","Social Democratic and Labour Party","Social Democratic and Labour Party (nir)","Social Democratic and Labour Party (nir)","Social Democratic and Labour Party (nir)"
1182,"NIR","Northern Ireland","","Ulster Unionist Party","Ulster Unionist Party","ulster unionist party nir",2002,2012,"","Ulster Unionist Party (nir)","Ulster Unionist Party (nir)","Ulster Unionist Party","Ulster Unionist Party (nir)","Ulster Unionist Party (nir)","Ulster Unionist Party (nir)"
1754,"NIR","Northern Ireland","","United Kingdom Unionist Party","United Kingdom Unionist Party","united kingdom unionist party nir",2002,2012,"","United Kingdom Unionist Party (nir)","United Kingdom Unionist Party (nir)","United Kingdom Unionist Party","United Kingdom Unionist Party (nir)","United Kingdom Unionist Party (nir)","United Kingdom Unionist Party (nir)"
1791,"NIR","Northern Ireland","","United Unionist Assembly Party","United Unionist Assembly Party","united unionist assembly party nir",2002,2012,"","United Unionist Assembly Party (nir)","United Unionist Assembly Party (nir)","United Unionist Assembly Party (nir)","United Unionist Assembly Party (nir)","United Unionist Assembly Party (nir)","United Unionist Assembly Party (nir)"
1147,"NIR","Northern Ireland","","Women's Coalition","Women's Coalition","women s coalition nir",2002,2012,"","Womens Coalition (nir)","Womens Coalition (nir)","Women's Coalition","Womens Coalition (nir)","Women's Coalition (nir)","Women's Coalition (nir)"
1105,"NIR","Northern Ireland","","Workers Party","Workers Party","workers party nir",2002,2012,"","Workers Party (nir)","Workers Party (nir)","Workers Party","Workers Party (nir)","Workers Party (nir)","Workers Party (nir)"
1818,"NLD","Netherlands","","","50Plus","50plus",2012,2012,"","","","","","","50Plus"
1852,"NLD","Netherlands","","","Blanc","blanc",2004,2012,"","","Blanc","Blanc","Blanc","Blanc","Blanc"
1386,"NLD","Netherlands","","Christian Democratic Party","","christian democratic party",2002,2012,"","Christian Democratic Party","Christian Democratic Party","Christian Democratic Party","Christian Democratic Party","Christian Democratic Party","Christian Democratic Party"
1407,"NLD","Netherlands","","Christian Union","","christian union",2002,2012,"","Christian Union","Christian Union","Christian Union","Christian Union","Christian Union","Christian Union"
1862,"NLD","Netherlands","","Democrats 66","","democrats 66",2002,2012,"","Democrats `66","Democrats 66","Democrats `66","Democrats `66","Democrats `66","Democrats `66"
1507,"NLD","Netherlands","","Europe Transparant","","europe transparant",2004,2004,"","","Europe Transparant","","","",""
1601,"NLD","Netherlands","","Green Left","","green left",2002,2012,"","Green Left","Green Left","Green Left","Green Left","Green Left","Green Left"
1466,"NLD","Netherlands","","Labour Party","","labour party",2002,2012,"","Labour Party","Labour Party","Labour Party","Labour Party","Labour Party","Labour Party"
1692,"NLD","Netherlands","","List Pim Fortuyn","","list pim fortuyn",2002,2008,"","List Pim Fortuyn","List Pim Fortuyn","List Pim Fortuyn","List Pim Fortuyn","",""
1106,"NLD","Netherlands","","Liveable Netherlands","","liveable netherlands",2002,2008,"","Liveable Netherlands","Liveable Netherlands","Liveable Netherlands","Liveable Netherlands","",""
1824,"NLD","Netherlands","","Other","","other",2002,2012,"","Other","Other","Other","Other","Other","Other"
1375,"NLD","Netherlands","","Party for Freedom and Democracy/People's Party for Freedom and Democracy","","party for freedom and democracy",2002,2012,"","Party for Freedom and Democracy","People's Party for Freedom and Democracy","Party for Freedom and Democracy","Party for Freedom and Democracy","Party for Freedom and Democracy","Party for Freedom and Democracy"
1487,"NLD","Netherlands","","Party for the Animals","","party for the animals",2004,2012,"","","Party for the Animals","","Party for the Animals","Party for the Animals","Party for the Animals"
