"id","country_short","country","party_short","party_english","party_name","name","year_first","year_last","comment","ess_round_1","ess_round_2","ess_round_3","ess_round_4","ess_round_5","ess_round_6"
1482,"SWE","Sweden","","","Liberals/Folkpartiet liberalerna","folkpartiet liberalerna",2002,2012,"","Liberals","Liberals","Liberals","Liberals","Folkpartiet liberalerna","Folkpartiet liberalerna"
1611,"SWE","Sweden","","","Junilistan","junilistan",2010,2010,"","","","","","Junilistan",""
1591,"SWE","Sweden","","Christian democrats/Christian Democrats","Kristdemokraterna","kristdemokraterna",2002,2012,"","Christian democrats","Christian Democrats","Christian Democrats","Christian Democrats","Kristdemokraterna","Kristdemokraterna"
1408,"SWE","Sweden","","Green party/Green Party","Miljöpartiet de gröna","miljöpartiet de gröna",2002,2012,"","Green party","Green Party","Green Party","Green Party","Miljöpartiet de gröna","Miljöpartiet de gröna"
1099,"SWE","Sweden","","Conservative","Moderata samlingspartiet","moderata samlingspartiet",2002,2012,"","Conservative","Conservative","Conservative","Conservative","Moderata samlingspartiet","Moderata samlingspartiet"
1641,"SWE","Sweden","","","Piratpartiet","piratpartiet",2012,2012,"","","","","","","Piratpartiet"
1574,"SWE","Sweden","","Social democrats/Social Democrats","Socialdemokraterna","socialdemokraterna",2002,2012,"","Social democrats","Social Democrats","Social Democrats","Social Democrats","Socialdemokraterna","Socialdemokraterna"
1836,"SWE","Sweden","","","Sverigedemokraterna","sverigedemokraterna",2010,2012,"","","","","","Sverigedemokraterna","Sverigedemokraterna"
1177,"SWE","Sweden","","Left","Vänsterpartiet","vänsterpartiet",2002,2012,"","Left","Left","Left","Left","Vänsterpartiet","Vänsterpartiet"
1462,"TUR","Turkey","AKP","","Adalet Kalkinma Partisi","adalet kalkinma partisi akp",2004,2008,"","","AKP-Adalet ve Kalkinma Partisi","","Adalet Kalkinma Partisi (AKP)","",""
1224,"TUR","Turkey","ANAP","","Anavatan Partisi","anavatan partisi anap",2004,2008,"","","ANAP-Anavatan Partisi","","Anavatan Partisi (ANAP)","",""
1683,"TUR","Turkey","BBP","","Buyuk Birlik Partisi","buyuk birlik partisi bbp",2004,2008,"","","BBP-Buyuk Birlik Partisi","","Buyuk Birlik Partisi (BBP)","",""
1883,"TUR","Turkey","","Cast blank/invalid ballot","","cast blank invalid ballot",2004,2004,"","","Cast blank/invalid ballot","","","",""
1137,"TUR","Turkey","","Cast invalid vote","","cast invalid vote",2008,2008,"","","","","Cast invalid vote","",""
1275,"TUR","Turkey","CHP","","Cumhuriyet Halk Partisi","cumhuriyet halk partisi chp",2004,2008,"","","CHP-Cumhuriyet Halk Partisi","","Cumhuriyet Halk Partisi (CHP)","",""
1111,"TUR","Turkey","DEHAP-DTH","","","dehap dth",2004,2004,"","","DEHAP-DTH","","","",""
1762,"TUR","Turkey","DP","","Demokrat Parti","demokrat parti dp",2008,2008,"","","","","Demokrat Parti (DP)","",""
1211,"TUR","Turkey","DSP","","Demokratik Sol Parti","demokratik sol parti dsp",2004,2008,"","","DSP-Demokratik Sol Parti","","Demokratik Sol Parti (DSP)","",""
1716,"TUR","Turkey","DTP","","Demokratik Toplum Partisi","demokratik toplum partisi dtp",2008,2008,"","","","","Demokratik Toplum Partisi (DTP)","",""
1664,"TUR","Turkey","DYP","","Dogru Yol Partisi","dyp dogru yol partisi",2004,2004,"","","DYP-Dogru Yol Partisi","","","",""
1438,"TUR","Turkey","EMEP","","Emek Partisi","emek partisi emep",2008,2008,"","","","","Emek Partisi (EMEP)","",""
1586,"TUR","Turkey","GP","","Genc Parti","gp genc parti",2004,2004,"","","GP-Genc Parti","","","",""
1139,"TUR","Turkey","IP","","Isci Partisi","isci partisi ip",2008,2008,"","","","","Isci Partisi (IP)","",""
1643,"TUR","Turkey","MHP","","Milliyetci Hareket Partisi","milliyetci hareket partisi mhp",2004,2008,"","","MHP-Milliyetci Hareket Partisi","","Milliyetci Hareket Partisi (MHP)","",""
1043,"TUR","Turkey","","Other","","other",2004,2008,"","","Other-minor parties","","Other","",""
1841,"TUR","Turkey","ODP","","Ozgurluk ve Dayanisma Partisi/Ozgurluk Dayanisma Partisi","ozgurluk dayanisma partisi odp",2004,2008,"","","ODP- Ozgurluk ve Dayanisma Partisi","","Ozgurluk Dayanisma Partisi (ODP)","",""
1212,"TUR","Turkey","SP","","Saadet Partisi","saadet partisi sp",2004,2008,"","","SP-Saadet Partisi","","Saadet Partisi (SP)","",""
1012,"TUR","Turkey","SHP","","Sosyal Demokrat Halkci Parti","sosyal demokrat halkci parti shp",2004,2008,"","","SHP-Sosyal Demokrat Halkci Parti","","Sosyal Demokrat Halkci Parti (SHP)","",""
1440,"TUR","Turkey","TKP","","T. Komunist Partisi","t komunist partisi tkp",2008,2008,"","","","","T. Komunist Partisi (TKP)","",""
1709,"UKR","Ukraine","","Against all","","against all",2006,2010,"","","","against all","Against all","Against all",""
1141,"UKR","Ukraine","","All-Ukrainian Labor Party","","all ukrainian labor party",2004,2004,"","","All-Ukrainian Labor Party","","","",""
1165,"UKR","Ukraine","","All-Ukrainian Party 'New Power'","","all ukrainian party new power",2004,2004,"","","All-Ukrainian Party 'New Power'","","","",""
1627,"UKR","Ukraine","","All Ukrainian Union ""Fatherland""","","all ukrainian union fatherland",2012,2012,"","","","","","","All Ukrainian Union ""Fatherland"""
1068,"UKR","Ukraine","","All Ukrainian Union ""Freedom""","","all ukrainian union freedom",2012,2012,"","","","","","","All Ukrainian Union ""Freedom"""
1595,"UKR","Ukraine","","All-Ukrainian union 'Freedom' (O.Tyagnybok)","","all ukrainian union freedom o tyagnybok",2010,2010,"","","","","","All-Ukrainian union 'Freedom' (O.Tyagnybok)",""
1435,"UKR","Ukraine","","","Bloc of Natalya Vitrenko 'Peoples' opposition'","bloc of natalya vitrenko peoples opposition",2006,2006,"","","","Bloc of Natalya Vitrenko 'Peoples' opposition'","","",""
1256,"UKR","Ukraine","","","Bloc of Yulia Tymoshenko","bloc of yulia tymoshenko",2006,2006,"","","","Bloc of Yulia Tymoshenko","","",""
1613,"UKR","Ukraine","","Block of Lytvyn","Peoples' bloc of Lytvyn","block of lytvyn",2006,2010,"","","","Peoples' bloc of Lytvyn","Block of Lytvyn","Block of Lytvyn",""
1013,"UKR","Ukraine","","Block of Yulia Tymoshenko","","block of yulia tymoshenko",2008,2010,"","","","","Block of Yulia Tymoshenko","Block of Yulia Tymoshenko",""
1170,"UKR","Ukraine","","Block 'Our Ukraine - People's self-defense'","","block our ukraine people s self defense",2008,2010,"","","","","Block 'Our Ukraine - People's self-defense'","Block 'Our Ukraine - People's self-defense'",""
1280,"UKR","Ukraine","PORA-PRP","Civil bloc","","civil bloc pora prp",2006,2006,"","","","Civil bloc PORA-PRP","","",""
1082,"UKR","Ukraine","","Communist Party of Ukraine/Communist party of Ukraine","","communist party of ukraine",2004,2012,"","","Communist Party of Ukraine","Communist party of Ukraine","Communist party of Ukraine","Communist party of Ukraine","Communist Party of Ukraine"
1952,"UKR","Ukraine","","","Communist Party of Ukraine (renew)","communist party of ukraine renew",2004,2004,"","","Communist Party of Ukraine (renew)","","","",""
1279,"UKR","Ukraine","","Communist Party of Workers and Peasants","","communist party of workers and peasants",2004,2004,"","","Communist Party of Workers and Peasants","","","",""
1441,"UKR","Ukraine","","Against All","","election bloc of political parties against all",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties 'Against All'","","","",""
1051,"UKR","Ukraine","","Democratic Party of Ukraine","","election bloc of political parties democratic party of ukra",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties 'Democratic Party of Ukra","","","",""
1843,"UKR","Ukraine","","For One Ukraine!","","election bloc of political parties for one ukraine",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties 'For One Ukraine!'","","","",""
1844,"UKR","Ukraine","","Juliya Tymoshenko election","","election bloc of political parties juliya tymoshenko electi",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties 'Juliya Tymoshenko electi","","","",""
1046,"UKR","Ukraine","","Nataliya Vitrenko Bloc","","election bloc of political parties nataliya vitrenko bloc",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties 'Nataliya Vitrenko Bloc'","","","",""
1463,"UKR","Ukraine","","People's Movement of Ukrarine","","election bloc of political parties people s movement of ukr",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties 'People's Movement of Ukr","","","",""
1389,"UKR","Ukraine","","Ruses bloc","","election bloc of political parties ruses bloc",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties 'Ruses bloc'","","","",""
1789,"UKR","Ukraine","","Team of Winter Generation","","election bloc of political parties team of winter generatio",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties 'Team of Winter Generatio","","","",""
1255,"UKR","Ukraine","","Ukrainian party and All U","","election bloc of political parties ukrainian party and all u",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties Ukrainian party and All U","","","",""
1071,"UKR","Ukraine","","Unity","","election bloc of political parties unity",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties 'Unity'","","","",""
1112,"UKR","Ukraine","","Victor Yushchenko Bloc","","election bloc of political parties victor yushchenko bloc",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties 'Victor Yushchenko Bloc '","","","",""
1545,"UKR","Ukraine","ZUBR","For Ukraine, Byel","","election bloc of political parties zubr for ukraine byel",2004,2004,"Election bloc of Political Parties","","Election bloc of Political Parties 'ZUBR' (For Ukraine, Byel","","","",""
1339,"UKR","Ukraine","","Liberal Party of Ukraine (renew)","","liberal party of ukraine renew",2004,2004,"","","Liberal Party of Ukraine (renew)","","","",""
1174,"UKR","Ukraine","NOT","Oppositional bloc 'NOT THIS WAY'","","oppositional bloc not this way",2006,2006,"","","","Oppositional bloc 'NOT THIS WAY'","","",""
1954,"UKR","Ukraine","","","Other (WRITE DOWN) ___","other write down ___",2004,2004,"","","Other (WRITE DOWN) ___","","","",""
1108,"UKR","Ukraine","","Other","","other write in",2004,2012,"","","Other (WRITE DOWN) ___","other","Other","Other","Other (Write in)"
1361,"UKR","Ukraine","","Party 'New Generation of Ukraine'","","party new generation of ukraine",2004,2004,"","","Party 'New Generation of Ukraine'","","","",""
1656,"UKR","Ukraine","","Party of All-Ukrainian union of the left 'Justice'","","party of all ukrainian union of the left justice",2004,2004,"","","Party of All-Ukrainian union of the left 'Justice'","","","",""
1264,"UKR","Ukraine","","Party of Regions/Party of regions","","party of regions",2006,2012,"","","","Party of Regions","Party of regions","Party of regions","Party of Regions"
1095,"UKR","Ukraine","","Party of Rehabilitation of Invalids of Ukraine","","party of rehabilitation of invalids of ukraine",2004,2004,"","","Party of Rehabilitation of Invalids of Ukraine","","","",""
1283,"UKR","Ukraine","PUNCH","Party 'PUNCH' of Vitaly Klychko","","party punch of vitaly klychko",2010,2010,"","","","","","Party 'PUNCH' of Vitaly Klychko",""
1380,"UKR","Ukraine","","Party 'Veche'","","party veche",2006,2006,"","","","Party 'Veche'","","",""
1638,"UKR","Ukraine","","Peasant Party of Ukraine","","peasant party of ukraine",2004,2004,"","","Peasant Party of Ukraine","","","",""
1829,"UKR","Ukraine","","People's Party of Depositors and of Social Protection","","people s party of depositors and of social protection",2004,2004,"","","People's Party of Depositors and of Social Protection","","","",""
2040,"UKR","Ukraine","","","People's Self-defense' (Yu.Lutsenko)","people s self defense yu lutsenko",2010,2010,"","","","","","People's Self-defense' (Yu.Lutsenko)",""
1674,"UKR","Ukraine","","","Bloc 'Our Ukraine'/'People's Self-defense' Yu.Lutsenko","people s self defense yu lutsenko",2006,2010,"","","","Bloc 'Our Ukraine'","","People's Self-defense' (Yu.Lutsenko)",""
1645,"UKR","Ukraine","","Political Party 'All-Ukrainian Union of Christians'","","political party all ukrainian union of christians",2004,2004,"","","Political Party 'All-Ukrainian Union of Christians'","","","",""
1064,"UKR","Ukraine","","Political Party 'Apple'","","political party apple",2004,2004,"","","Political Party 'Apple'","","","",""
1710,"UKR","Ukraine","","Political party 'Civil position' (A.Grytsenko)","","political party civil position a grytsenko",2010,2010,"","","","","","Political party 'Civil position' (A.Grytsenko)",""
1442,"UKR","Ukraine","","Political party 'Front of changes' (A.Yatsenuk)","","political party front of changes a yatsenuk",2010,2010,"","","","","","Political party 'Front of changes' (A.Yatsenuk)",""
2041,"UKR","Ukraine","","","Political party 'Our Ukraine' (V.Yuschenko)","political party our ukraine v yuschenko",2010,2010,"","","","","","Political party 'Our Ukraine' (V.Yuschenko)",""
1377,"UKR","Ukraine","","Political pary 'Power Ukraine' (S.Tygypko)","","political pary power ukraine s tygypko",2010,2010,"","","","","","Political pary 'Power Ukraine' (S.Tygypko)",""
1028,"UKR","Ukraine","","Progressive socialist party of Ukraine","","progressive socialist party of ukraine",2008,2010,"","","","","Progressive socialist party of Ukraine","Progressive socialist party of Ukraine",""
1253,"UKR","Ukraine","","Social-democratic Party of Ukraine","","social democratic party of ukraine",2004,2004,"","","Social-democratic Party of Ukraine","","","",""
1314,"UKR","Ukraine","","Social-Democratic Party of Ukraine (united)","","social democratic party of ukraine united",2004,2004,"","","Social-Democratic Party of Ukraine (united)","","","",""
1667,"UKR","Ukraine","","Socialist Party of Ukraine/Socialist party of Ukraine","","socialist party of ukraine",2004,2010,"","","Socialist Party of Ukraine","Socialist party of Ukraine","Socialist party of Ukraine","Socialist Party of Ukraine",""
1587,"UKR","Ukraine","","The Green Party of Ukraine","","the green party of ukraine",2004,2004,"","","The Green Party of Ukraine","","","",""
1484,"UKR","Ukraine","UDAR","UDAR (Ukrainian Democratic Alliance for Reform) of Vitali Klitschko","","udar ukrainian democratic alliance for reform of vitali klitschko",2012,2012,"","","","","","","UDAR (Ukrainian Democratic Alliance for Reform) of Vitali Klitschko"
1608,"UKR","Ukraine","","Ukrainian National Assembly","","ukrainian national assembly",2004,2004,"","","Ukrainian National Assembly","","","",""
1701,"UKR","Ukraine","","","Ukrainian Peoples' bloc of Kostenko and Plyusch","ukrainian peoples bloc of kostenko and plyusch",2006,2006,"","","","Ukrainian Peoples' bloc of Kostenko and Plyusch","","",""
1120,"UKR","Ukraine","","Ukrainian Political Party 'Christian Movement'","","ukrainian political party christian movement",2004,2004,"","","Ukrainian Political Party 'Christian Movement'","","","",""
1679,"UKR","Ukraine","","Ukrainian Sea Party","","ukrainian sea party",2004,2004,"","","Ukrainian Sea Party","","","",""
1837,"UKR","Ukraine","","Woman for the Future' All-Ukrainian Political Union","","woman for the future all ukrainian political union",2004,2004,"","","Woman for the Future' All-Ukrainian Political Union","","","",""
1870,"XKX","Kosovo","AKR","","Aleanca Kosova e Re","aleanca kosova e re akr",2012,2012,"","","","","","","Aleanca Kosova e Re (AKR)"
1576,"XKX","Kosovo","AAK","","Aleanca për Ardhmërinë e Kosovës","aleanca për ardhmërinë e kosovës aak",2012,2012,"","","","","","","Aleanca për Ardhmërinë e Kosovës (AAK)"
2060,"XKX","Kosovo","DS","","Demokratska Stranka","demokratska stranka ds",2012,2012,"","","","","","","Demokratska Stranka (DS)"
1298,"XKX","Kosovo","DSS","","Demokratska Stranka Srbije","demokratska stranka srbije dss",2012,2012,"","","","","","","Demokratska Stranka Srbije (DSS)"
1567,"XKX","Kosovo","LDP","","Liberalno Demokratska Partija","liberalno demokratska partija ldp",2012,2012,"","","","","","","Liberalno Demokratska Partija (LDP)"
1690,"XKX","Kosovo","LDK","","Lidhja Demokratike e Kosovës","lidhja demokratike e kosovës ldk",2012,2012,"","","","","","","Lidhja Demokratike e Kosovës (LDK)"
1075,"XKX","Kosovo","VV","","Lëvizja Vetëvendosje","lëvizja vetëvendosje vv",2012,2012,"","","","","","","Lëvizja Vetëvendosje (VV)"
1204,"XKX","Kosovo","","Other","","other",2012,2012,"","","","","","","Other"
1243,"XKX","Kosovo","PDK","","Partia Demokratike e Kosovës","partia demokratike e kosovës pdk",2012,2012,"","","","","","","Partia Demokratike e Kosovës (PDK)"
1196,"XKX","Kosovo","PD","","Partia e Drejtësisë","partia e drejtësisë pd",2012,2012,"","","","","","","Partia e Drejtësisë (PD)"
1432,"XKX","Kosovo","SPS","","Socialisticka Partija Srbije","socialisticka partija srbije sps",2012,2012,"","","","","","","Socialisticka Partija Srbije (SPS)"
1060,"XKX","Kosovo","SLS","","Srpska Liberalna Stranka","srpska liberalna stranka sls",2012,2012,"","","","","","","Srpska Liberalna Stranka (SLS)"
1539,"XKX","Kosovo","SNS","","Srpska Napredna Stranka","srpska napredna stranka sns",2012,2012,"","","","","","","Srpska Napredna Stranka (SNS)"
