cntry,essround,ess_id,party,ess_key,share,ess_first,ess_last
AT,1,6,Andere,at -- andere,1.5,1,2
AT,3,4,BZÖ,at -- bzö,1.9,3,7
AT,7,3,FPÖ,at -- fpö,14.1,1,7
AT,2,4,Grüne,at -- grüne,17.3,1,7
AT,7,6,KPÖ,at -- kpö,1.4,3,7
AT,1,5,LIF,at -- lif,1.1,1,3
AT,7,7,NEOS,at -- neos,5.3,7,7
AT,3,8,other,at -- other,0.8,3,3
AT,2,2,ÖVP,at -- övp,40.9,1,7
AT,7,8,Piratenpartei Österreich,at -- piratenpartei österreich,0.7,7,7
AT,3,1,SPÖ,at -- spö,36.3,1,7
AT,7,9,Team Frank Stronach,at -- team frank stronach,0.9,7,7
BE,1,1,Agalev,be -- agalev,7.6,1,1
BE,3,1,Agalev/Groen!,be -- agalev/groen!,4.4,2,3
BE,6,17,Blanco,be -- blanco,3.3,5,7
BE,2,15,Blank,be -- blank,2.6,2,4
BE,3,2,CD&V,be -- cd&v,21,2,7
BE,4,2,CD&V + N-VA,be -- cd&v + n-va,23.2,4,4
BE,4,7,CDH,be -- cdh,6.6,2,7
BE,1,2,CVP,be -- cvp,20.6,1,1
BE,5,10,Ecolo,be -- ecolo,5.6,1,7
BE,2,11,Front National,be -- front national,1.7,1,7
BE,7,1,Groen!,be -- groen!,5.9,4,7
BE,4,14,Invalid,be -- invalid,0.9,2,4
BE,4,3,Lijst Dedecker,be -- lijst dedecker,2.4,4,6
BE,2,12,MR,be -- mr,10.9,2,7
BE,5,3,N-VA,be -- n-va,22.4,2,7
BE,6,18,Ongeldig,be -- ongeldig,1.4,5,7
BE,6,8,Open VLD,be -- open vld,9.9,5,7
BE,4,6,Open VLD + Vivant,be -- open vld + vivant,12.4,4,4
BE,1,16,OTHER,be -- other,1.8,1,1
BE,7,15,Parti Populaire,be -- parti populaire,1.1,5,7
BE,1,12,PRL-FDF,be -- prl-fdf,7.4,1,1
BE,6,13,PS,be -- ps,15.3,1,7
BE,1,11,PSC,be -- psc,4.7,1,1
BE,7,14,PTB,be -- ptb,2.2,5,7
BE,1,15,PTB-UA,be -- ptb-ua,0.3,1,1
BE,1,7,PVDA-AE,be -- pvda-ae,0.1,1,1
BE,7,6,PVDA+,be -- pvda+,1.5,5,7
BE,1,3,SP,be -- sp,11.6,1,1
BE,6,5,SP.A,be -- sp.a,10.8,5,7
BE,2,5,SP.A-Spirit,be -- sp.a-spirit,14.7,2,3
BE,4,4,SP.A. + Vlaams - Progressieven (Spirit),be -- sp.a. + vlaams - progressieven (spirit),11.3,4,4
BE,3,6,Vivant,be -- vivant,0.6,1,3
BE,4,5,Vlaams Belang,be -- vlaams belang,7.6,4,7
BE,2,7,Vlaams Blok,be -- vlaams blok,9.9,1,3
BE,1,5,VLD,be -- vld,19.5,1,3
BE,1,6,VU-ID,be -- vu-id,3.8,1,1
BG,6,2,Balgarska sotsialisticheska partia (BSP),bg -- balgarska sotsialisticheska partia (bsp),34.5,6,6
BG,5,15,Balgarski Natsionalen Saiuz – ND,bg -- balgarski natsionalen saiuz – nd,0.1,5,5
BG,3,7,BNS,bg -- bns,1.8,3,3
BG,3,1,BSP,bg -- bsp,55.2,3,3
BG,3,10,Coalition Ataka,bg -- coalition ataka,9.8,3,3
BG,3,3,Coalition of the rose,bg -- coalition of the rose,0.5,3,3
BG,4,4,Demokrati za Silna Balgariia,bg -- demokrati za silna balgariia,4.3,4,4
BG,3,2,DPS,bg -- dps,10.8,3,3
BG,5,3,DPS - Dvijenie za prava i svobodi,bg -- dps - dvijenie za prava i svobodi,10.6,5,5
BG,5,16,Druga politicheska sila,bg -- druga politicheska sila,0.4,5,5
BG,3,4,DSB,bg -- dsb,3,3,3
BG,4,2,Dvijenie za Prava i Svobodi,bg -- dvijenie za prava i svobodi,16.8,4,4
BG,3,9,Evroroma,bg -- evroroma,0.3,3,4
BG,5,1,GERB,bg -- gerb,53.9,5,5
BG,6,13,"Kandidati, izdignati ot Initsiativni komiteti","bg -- kandidati, izdignati ot initsiativni komiteti",1.4,6,6
BG,5,2,Koalitsia za Balgaria (BSP; PBS; Zemedelski saiuz) Al. Stamb,bg -- koalitsia za balgaria (bsp; pbs; zemedelski saiuz) al. stamb,22.6,5,5
BG,4,10,Koalitziia Ataka,bg -- koalitziia ataka,8.7,4,4
BG,4,7,Koalitziia BNS,bg -- koalitziia bns,3.1,4,4
BG,4,3,Koalitziia na Rozata,bg -- koalitziia na rozata,0.3,4,4
BG,4,6,Koalitziia ODS,bg -- koalitziia ods,14,4,4
BG,4,1,Koalitziia za Balgariia,bg -- koalitziia za balgariia,41.8,4,4
BG,6,8,KP Sayuz na desnite sili,bg -- kp sayuz na desnite sili,2.3,6,6
BG,4,5,Natzionalno Dvijenie Simeon II,bg -- natzionalno dvijenie simeon ii,10.4,4,4
BG,3,5,NDSV,bg -- ndsv,8.6,3,5
BG,5,17,Nezavisim kandidat,bg -- nezavisim kandidat,0.3,5,5
BG,4,8,Novo Vreme,bg -- novo vreme,0.5,4,4
BG,3,8,Novoto Vreme,bg -- novoto vreme,1.5,3,3
BG,5,5,Partia Ataka,bg -- partia ataka,4,5,5
BG,6,3,PP Ataka,bg -- pp ataka,2.1,6,6
BG,6,12,PP Balgarska demokratichna obshtnost,bg -- pp balgarska demokratichna obshtnost,0.1,6,6
BG,6,6,PP BZNS,bg -- pp bzns,0.2,6,6
BG,6,1,PP GERB,bg -- pp gerb,57.2,6,6
BG,5,8,PP Lider,bg -- pp lider,0.6,5,5
BG,6,7,PP Natsionalen front za dpasenie na Bulgaria,bg -- pp natsionalen front za dpasenie na bulgaria,1,6,6
BG,6,9,PP Natsionalno dvizhenie Edinstvo,bg -- pp natsionalno dvizhenie edinstvo,0.1,6,6
BG,6,11,PP Partia za horata ot naroda,bg -- pp partia za horata ot naroda,0.1,6,6
BG,6,4,"PP Red, zakonnost i spravedlivost (RZS)","bg -- pp red, zakonnost i spravedlivost (rzs)",0.4,6,6
BG,6,5,PP VMRO – Balgarsko natsionalno dvizhenie,bg -- pp vmro – balgarsko natsionalno dvizhenie,0.5,6,6
BG,5,11,PP Zelenite,bg -- pp zelenite,0.2,5,5
BG,5,6,"Red, zakonnost i spravedlivost (RZS)","bg -- red, zakonnost i spravedlivost (rzs)",1,5,5
BG,3,6,SDS,bg -- sds,8.5,3,3
BG,5,4,Siniata koalitsia (SDS; DSB),bg -- siniata koalitsia (sds; dsb),5,5,5
CH,1,6,Alliance of the Independents,ch -- alliance of the independents,0.4,1,1
CH,6,14,Alternative Left,ch -- alternative left,0.1,6,7
CH,4,15,Blank paper,ch -- blank paper,4,4,7
CH,6,7,Bourgois-democratic Party,ch -- bourgois-democratic party,5.5,6,7
CH,6,4,Christian Democrats,ch -- christian democrats,17,4,7
CH,7,13,Christian Social Party,ch -- christian social party,0.1,7,7
CH,3,2,Christian-democrats,ch -- christian-democrats,13.2,1,3
CH,4,6,Christian-social,ch -- christian-social,1,4,4
CH,1,8,Christian-Social Party,ch -- christian-social party,0.8,1,5
CH,3,6,Evangelical People's Party,ch -- evangelical people's party,2.3,1,7
CH,5,12,Evangelical People’s Party,ch -- evangelical people’s party,1.9,5,5
CH,2,12,Federal Democratic Union,ch -- federal democratic union,1.5,1,7
CH,1,13,Freiheits-Partei,ch -- freiheits-partei,0.4,1,3
CH,6,6,Green Liberal Party,ch -- green liberal party,9.8,4,7
CH,4,8,Green party,ch -- green party,12.5,1,7
CH,4,13,Lega dei Ticinese,ch -- lega dei ticinese,0.4,4,4
CH,3,14,Lega dei Ticinesi,ch -- lega dei ticinesi,0.3,1,3
CH,1,5,Liberal Party,ch -- liberal party,3.7,1,5
CH,5,15,Mixed vote,ch -- mixed vote,5,4,6
CH,7,12,Movement of the Citizens belonging to French-speaking Switze,ch -- movement of the citizens belonging to french-speaking switze,0.3,6,7
CH,7,18,Other party,ch -- other party,0.9,5,7
CH,1,16,Others,ch -- others,7.7,1,3
CH,6,16,Pirate Party Switzerland,ch -- pirate party switzerland,0.1,6,6
CH,7,3,Radical Liberals,ch -- radical liberals,18.3,6,7
CH,1,1,Radicals,ch -- radicals,15.3,1,5
CH,1,3,Social-democrats,ch -- social-democrats,30.8,1,3
CH,4,3,Socialist party,ch -- socialist party,21.6,4,7
CH,5,10,Swiss Democrats,ch -- swiss democrats,0.5,1,6
CH,4,7,Swiss labor party,ch -- swiss labor party,0.6,4,4
CH,2,9,Swiss Labour Party,ch -- swiss labour party,0.7,1,7
CH,4,4,Swiss people party,ch -- swiss people party,25.1,4,4
CH,2,4,Swiss People's Party,ch -- swiss people's party,26.7,1,7
CH,5,4,Swiss People’s Party,ch -- swiss people’s party,23.8,5,5
CH,5,13,Ticino League,ch -- ticino league,0.5,5,7
CH,2,14,Women's Parties,ch -- women's parties,0.5,1,3
CY,4,2,Democratic Party (DIKO),cy -- democratic party (diko),22.5,3,6
CY,6,3,Democratic Rally (DISY),cy -- democratic rally (disy),37.5,3,6
CY,3,4,European Party (EVROKO),cy -- european party (evroko),5,3,6
CY,5,1,Progressive Party of Working People (AKEL),cy -- progressive party of working people (akel),37.7,3,6
CY,3,7,Social Democrats (KS EDEK),cy -- social democrats (ks edek),8.7,3,6
CY,4,5,The Cyprus Green Party,cy -- the cyprus green party,2.3,3,6
CY,4,6,United Democrats (EDI),cy -- united democrats (edi),1.5,3,5
CZ,7,4,ANO 2011,cz -- ano 2011,27.6,7,7
CZ,2,7,Association of Independents,cz -- association of independents,2.8,1,2
CZ,1,10,Coalition (Christian Dem.&Freedom Union),cz -- coalition (christian dem.&freedom union),17.6,1,2
CZ,1,5,CSNS Cz.National Social P.,cz -- csns cz.national social p.,0.8,1,2
CZ,4,2,CSSD,cz -- cssd,39.7,4,7
CZ,1,1,CSSD Cz.Social Democratic P.,cz -- cssd cz.social democratic p.,37.3,1,2
CZ,4,4,KDU-CSL,cz -- kdu-csl,7.5,4,7
CZ,6,1,KSCM,cz -- kscm,15.4,4,7
CZ,2,9,KSCM Communist P.of Bohemia&Moravia,cz -- kscm communist p.of bohemia&moravia,16.8,1,2
CZ,1,3,Nadeje (Hope),cz -- nadeje (hope),0.4,1,2
CZ,2,2,ODA Civic Democratic Alliance,cz -- oda civic democratic alliance,2.4,1,2
CZ,4,5,ODS,cz -- ods,34.8,4,7
CZ,2,8,ODS Civic Democratic P.,cz -- ods civic democratic p.,33.4,1,2
CZ,2,12,PB Right Block,cz -- pb right block,0.2,1,2
CZ,2,4,RMS Republicans of Miroslav Sladek,cz -- rms republicans of miroslav sladek,0.5,1,2
CZ,2,6,SV-SOS P.of Countryside-Assoc.Civic Forces,cz -- sv-sos p.of countryside-assoc.civic forces,0.4,1,2
CZ,4,3,SZ,cz -- sz,6.3,4,5
CZ,2,13,SZ P.of Greens,cz -- sz p.of greens,2.5,1,2
CZ,1,11,SZJ P.for Life Securities,cz -- szj p.for life securities,0.4,1,2
CZ,7,3,TOP 09,cz -- top 09,11.2,7,7
CZ,5,5,TOP09,cz -- top09,15.7,5,6
CZ,7,7,Úsvit prímé demokracie Tomia Okamury,cz -- úsvit prímé demokracie tomia okamury,4.1,7,7
CZ,5,6,VV,cz -- vv,11.4,5,6
DK,7,10,Andet - other,dk -- andet - other,1.4,4,7
DK,1,4,Centrum-Demokraterne,dk -- centrum-demokraterne,1.7,1,3
DK,3,6,Dansk Folkeparti,dk -- dansk folkeparti,7.8,1,3
DK,7,5,Dansk Folkeparti - Danish peoples party,dk -- dansk folkeparti - danish peoples party,12.1,4,7
DK,3,3,Det Konservative Folkeparti,dk -- det konservative folkeparti,8.9,1,3
DK,4,3,Det Konservative Folkeparti - Conservative,dk -- det konservative folkeparti - conservative,9.7,4,7
DK,3,2,Det Radikale Venstre,dk -- det radikale venstre,8.8,1,3
DK,6,2,Det Radikale Venstre - Danish Social-Liberal Party,dk -- det radikale venstre - danish social-liberal party,12.1,4,7
DK,3,10,Enhedslisten,dk -- enhedslisten,3.3,1,3
DK,7,9,Enhedslisten - Unity List - The Red-Green Alliance,dk -- enhedslisten - unity list - the red-green alliance,6.5,6,7
DK,5,9,"Enhedslisten, De Rød-Grønne - The Red-Green Alliance","dk -- enhedslisten, de rød-grønne - the red-green alliance",2.1,4,5
DK,2,9,Fremskridtspartiet,dk -- fremskridtspartiet,0.8,1,3
DK,2,7,Kristeligt Folkeparti,dk -- kristeligt folkeparti,2.1,1,2
DK,3,7,Kristendemokraterne,dk -- kristendemokraterne,1.7,3,3
DK,6,6,Kristendemokraterne - Christian democrats,dk -- kristendemokraterne - christian democrats,1.1,6,7
DK,4,6,Kristendemokraterne - Christian democtrats,dk -- kristendemokraterne - christian democtrats,1,4,5
DK,7,8,Liberal Alliance - Liberal Alliance,dk -- liberal alliance - liberal alliance,4.1,6,7
DK,4,8,Ny Alliance - New alliance,dk -- ny alliance - new alliance,2.7,4,5
DK,6,4,SF Socialistisk Folkeparti - Socialist People's Party,dk -- sf socialistisk folkeparti - socialist people's party,10.6,6,7
DK,5,4,SF- Socialistisk Folkeparti - the Socialist People's Party,dk -- sf- socialistisk folkeparti - the socialist people's party,15.5,4,5
DK,6,1,Socialdemokraterne - the Danish social democrats,dk -- socialdemokraterne - the danish social democrats,27.1,6,7
DK,4,1,Socialdemokraterne - the Danish social democtrats,dk -- socialdemokraterne - the danish social democtrats,26.8,4,5
DK,1,1,Socialdemokratiet,dk -- socialdemokratiet,31.7,1,3
DK,3,5,Socialistisk Folkeparti,dk -- socialistisk folkeparti,8.5,1,3
DK,2,8,Venstre,dk -- venstre,35.6,1,3
DK,5,7,"Venstre, Danmarks Liberale Parti - Venstre","dk -- venstre, danmarks liberale parti - venstre",29.8,4,7
EE,4,11,campaigner,ee -- campaigner,0.2,4,4
EE,5,8,Eesti Iseseisvuspartei,ee -- eesti iseseisvuspartei,0.2,5,7
EE,7,2,Eesti Keskerakond,ee -- eesti keskerakond,27.6,5,7
EE,6,4,Eesti Konservatiivne Rahvaerakond (endine Rahvaliit),ee -- eesti konservatiivne rahvaerakond (endine rahvaliit),1.9,6,6
EE,5,3,Eesti Reformierakond,ee -- eesti reformierakond,32.3,5,7
EE,6,10,Eesti Vabaduspartei – Põllumeeste Kogu,ee -- eesti vabaduspartei – põllumeeste kogu,0.2,6,6
EE,5,4,Eestimaa Rahvaliit,ee -- eestimaa rahvaliit,5.9,5,5
EE,5,9,Erakond Eesti Kristlikud Demokraadid,ee -- erakond eesti kristlikud demokraadid,0.7,5,7
EE,5,6,Erakond Eestimaa Rohelised,ee -- erakond eestimaa rohelised,5,5,7
EE,7,3,Erakond Isamaa ja Res Publica Liit,ee -- erakond isamaa ja res publica liit,15.7,5,7
EE,3,2,Estonian Centre Party,ee -- estonian centre party,34.5,2,3
EE,2,8,Estonian Christian Peoples Party,ee -- estonian christian peoples party,0.1,2,2
EE,4,6,Estonian Greens,ee -- estonian greens,7.9,4,4
