country_short,name_short,name_english,party_id,year_first,year_last,hos_first,hog_first
BEL,CD&V,Christian Democrats and Flemish,604,2008,2010,,2008 Herman Achille Van Rompuy (King)
BEL,PS,Socialist Party [Francophone],500,2011,2013,,2011 Elio Di Rupo (King)
BEL,MR,Reformist Movement,789,2014,2019,,2014 Charles Yves Jean Ghislaine Michel (King)
BGR,LP,Liberal Party,6743,1880,1917,,1880 Petko Stoychev Karavelov (Prince)
BGR,KP,Conservative Party,6744,1883,1883,,1883 Dragan Kiriyakov Tsankov (Prince)
BGR,NLP,People's Liberal Party,6745,1887,1907,,1887 Stefan Nikolov Stambolov (Prince)
BGR,NP,People's Party,6746,1894,1918,,1894 Konstantin Stoilov Stoilov (Prince)
BGR,DP,Democratic Party,6749,1901,1933,,1901 Petko Stoychev Karavelov (Prince)
BGR,PLP,Progressive Liberal Party,6748,1902,1902,,1902 Stoyan Petrov Danev (Prince)
BGR,DS,Democratic Alliance,5133,1923,1930,,1923 Aleksandăr Tsolov Tsankov (King)
BGR,NDSV,National Movement (Simeon II) for Stability and Progress,374,2001,2004,,2001 Simeon Borisov Sakskoburgotski (President)
BIH,HDZ-BiH,Croatian Democratic Union of Bosnia and Herzegovina,1760,1992,2014,,1992 Mile Akmadžić (Croat) (Chairman of the State Presidency)
BIH,SBiH,Party for Bosnia and Herzegovina,357,1997,1999,,1997 Haris Silajdžić + Boro Bosić (Serb) (Chairmen of the Presidency)
BIH,SDP-BiH,Social Democratic Party of Bosnia and Hercegovina,537,2001,2001,,2001 Zlatko Lagumdžija (Bosniak) (Chairmen of the Presidency)
BIH,SNSD,Alliance of Independent Social Democrats,292,2007,2020,,2007 Nikola Špirić (Serb) (Chairmen of the Presidency)
BRB,BLP,Barbados Labour Party,3694,1954,2020,,1954 Grantley Herbert Adams (Governor and Commander-in-chief)
BRB,DLP,Democratic Labour Party,3686,1962,2017,,1962 Errol Walton Barrow (Governor and Commander-in-chief)
BTN,DPT,Bhutan Peace and Prosperity Party,3822,2008,2012,,2008 Lyonchen Jigmi Thinley (King)
BTN,PDP,People’s Democratic Party,3823,2013,2017,,2013 Lyonchen Tshering Tobgay (King)
BTN,DNT,Druk Nyamrup Tshogpa,3303,2018,2020,,2018 Lyonchhen Lotay Tshering (King)
CAF,FC,Civic Forum,8411,1992,1992,,1992 Timothée Malendoma (President)
CAF,PUN,National Unity Party,6504,1996,1996,,1996 Jean-Paul Ngoupandé (President)
CAN,CPC,Conservative Party of Canada (1867),3642,1880,1934,,1880 Sir John Alexander Macdonald (Governor-general)
CAN,LP,Liberal Party of Canada,1739,1896,2020,,1896 Wilfrid Laurier (Governor-general)
CAN,PCP,Progressive Conservative Party of Canada,232,1957,1992,,1957 John George Diefenbaker (Governor-general)
CAN,CPC,Conservative Party of Canada (2003),1004,2006,2014,,2006 Stephen Joseph Harper (Governor-general)
CIV,MPCI,Patriotic Movement of Côte d'Ivoire,8522,2007,2011,,2007 Guillaume Kigbafori Soro (President)
COD,UNIMO,Union of Mongo,8415,1960,1960,,1960 Justin Marie Bomboko (Head of State)
COD,CONAKAT,Confederation of Tribal Associations of Katanga,6588,1964,1964,,1964 Moïse Kapenda Tshombé (President)
COD,UFERI,Union of Federalists and Independent Republicans,8414,1991,1991,,1991 Nguza Karl-I-Bond (President)
COD,UDI,Union of Independent Democrats,8413,1994,1997,,1994 Kengo Wa Dondo (President)
COD,PALU,Unified Lumumbist Party,5597,2006,2011,,2006 Antoine Gizenga (President)
COG,MSA,African Socialist Movement,4723,1957,1957,,1957 Jacques Opangault (Lieutenant governor)
COG,RDD,Rally for Democracy and Development,8418,1993,1995,,1993 Jacques-Joachim Yhombi-Opango (President)
COG,UFD,Union of Democratic Forces,8417,1996,1997,,1996 Charles David Ganao (President)
COM,UDC,Comorian Democratic Union,7098,1976,1981,,1976 Abdillahi Mohamed (Head of State)
COM,UNDC,National Union for Democracy in the Comoros,6579,1992,1992,,1992 Mohamed Taki Abdoulkarim (President)
COM,MDP,Movement for Democracy and Progress,6583,1998,1998,,1998 Abbas Djoussouf (President)
COM,PRC,Republican Party of the Comoros,8422,2000,2002,,"2000 Hamada Madi ""Boléro"" (Head of State)"
CUB,ORI,Integrated Revolutionary Organizations,8381,1961,1961,,1961 Fidel Alejandro Castro Ruz (First Secretary of the Communist Party of Cuba)
CZE,CND,Czechoslovak National Democracy,5777,1918,1918,,1918 Karel Kramář (President)
CZE,CSSD,Czechoslovak Social Democratic Workers Party,5236,1919,1919,,1919 Vlastimil Tusar (President)
CZE,RSZML/AS,Republican Party of Farmers and Peasants // Agrarian Party,5246,1922,1937,,1922 Antonín Švehla (President)
CZE,CSL,Czechoslovak People's Party,5549,1927,1928,,1927 Jan Šrámek (President)
CZE,SNJ,Party of National Unity,8229,1938,1938,,1938 Rudolf Beran (President)
CZE,NS,National Partnership,8523,1941,1944,,1941 Jaroslav Krejčí (Reichs Protector)
CZE,VPN,Public Against Violence,6305,1990,1991,,1990 Marián Čalfa (President)
CZE,CSSD,Czech Social Democratic Party,177,1998,2016,,1998 Miloš Zeman (President)
CZE,ANO,Action of Dissatisfied Citizens,2141,2017,2020,,2017 Andrej Babiš (President)
DEU,Z,Centre Party,1798,1917,1931,,1917 Georg Graf von Hertling (Emperor)
DJI,UR,Republican Union,7235,1957,1957,,"1957 Mahamoud Harbi Farah (Governor, Chief of the Territory)"
DJI,UPA,African People's Union,8429,1958,1958,,"1958 Hassan Gouled Aptidon (Governor, Chief of the Territory)"
DJI,PMP,People's Movement Party,8428,1959,1962,,"1959 Ahmed Dini Ahmed (Governor, Chief of the Territory)"
DJI,UDA,Afar Democratic Union,8427,1963,1966,,"1963 Ali Aref Bourhan (Governor, Chief of the Territory)"
DJI,RDA / UNI,Afar Democratic Rally / National Union for Independence,8425,1967,1975,,1967 Ali Aref Bourhan (High Commissioner)
DJI,LPAI,African People's League for Independence,8426,1976,1976,,1976 Abdallah Mohamed Kamil (High Commissioner)
DNK,H,Right,8174,1880,1900,,1880 Jakob Brønnum Scavenius Estrup (King)
DNK,V,Liberal Party,1204,1901,2018,,1901 Johan Hendrik Deuntzer (King)
DNK,RV,Danish Social-Liberal Party / Radical Liberal Party,1507,1909,1970,,1909 Carl Theodor Zahle (King)
DNK,SD,Social Democrats,379,1924,2020,,1924 Thorvald August Marinus Stauning (King)
DNK,KF,Conservative People's Party,536,1982,1992,,1982 Poul Holmskov Schlüter (Queen)
EGY,WP,Wafd Party,6506,1936,1951,,1936 Mustafa an-Nahhas Pasha (Regent)
EGY,IP,Unionist Party,8112,1939,1939,,1939 Ali Maher Pasha (King)
EGY,SIP,Saadist Institutional Party,6507,1944,1948,,1944 Ahmad Maher Pasha (King)
ERI,MFH,Eritrean Unionist Party,8433,1952,1954,,1952 Tedla Bairu (Emperor's Representative)
ESP,PLC/PC,Liberal Conservative Party / Conservative Party,6774,1880,1921,,1880 Antonio Cánovas del Castillo (King)
ESP,L/PLF,Liberal Party / Liberal Fusionist Party,6455,1881,1918,,1881 Práxedes Mariano Mateo-Sagasta y Escolar (King)
ESP,ID,Dynastic Left,6776,1883,1883,,1883 José de Posada Herrera (King)
ESP,PLD,Liberal Democratic Party,6780,1917,1922,,"1917 Manuel García Prieto, marqué de Alhucemas (King)"
ESP,UPE,Spanish Patriotic Union,8121,1925,1929,,"1925 Miguel Primo de Rivera y Orbaneja, (King)"
ESP,PRR,Radical Republican Party,4590,1933,1934,,1933 Alejandro Lerroux García (President)
ESP,IR,Republican Left,4593,1935,1935,,1935 Manuel Azaña y Díaz (President)
ESP,PSOE,Spanish Socialist Workers Party,1338,1936,2020,,1936 Francisco Largo Caballero (President)
ESP,UCD,Union of the Democratic Centre,1271,1976,1981,,1976 Adolfo Suárez González (King)
ESP,AP/PP,People's Alliance-Party / People's Party,441,1996,2017,,1996 José María Aznar López (King)
EST,R,Popular Front,331,1990,1991,,1990 Edgar Savisaar (Chairman of the Supreme Council)
EST,RKI,"National Coalition Party ""Pro Patria""",908,1992,1993,,1992 Mart Laar (President)
EST,SDE-M,Social Democratic Party -- Moderates,1150,1994,1994,,1994 Andres Tarand (President)
EST,EKK,Estonian Coalition Party,1556,1995,1998,,1995 Tiit Vähi (President)
EST,ER,Estonian Reform Party,821,2002,2015,,2002 Siim Kallas (President)
EST,UVE/RP,Union for the Republic / Res Publica Party,491,2003,2004,,2003 Juhan Parts (President)
EST,EK,Estonian Centre Party,533,2016,2020,,2016 Jüri Ratas (President)
ETH,ANDM,Amhara National Democratic Movement,5827,1991,1994,,1991 Tamirat Layne (President of the Transitional Government)
ETH,SEPDM,Southern Ethiopia People’s Democratic Movement,6589,2012,2017,,2012 Hailemariam Desalegn (President)
FIN,RKP/SFP,Swedish People's Party of Finland,1229,1905,1907,,1905 Leopold Henrik Stanislaus Mechelin (Governor-general)
FIN,SKDL,Finnish People's Democratic League,1096,1946,1947,,1946 Mauno Pekkala (President)
FIN,Vl,Liberal League,488,1953,1953,,1953 Sakari Severi Tuomioja (President)
FJI,AP,Alliance Party,4891,1967,1986,,1967 Ratu Kamisese Kapaiwai Tuimacilai Mara (Governor)
FJI,SVT,Fijian Political Party,4889,1992,1998,,1992 Sitiveni Ligamamada Rabuka (President)
FJI,FLP,Fiji Labour Party,4887,1999,1999,,1999 Mahendra Pal Chaudhry (President)
FJI,SDL,United Fiji Party,4890,2001,2005,,2001 Laisenia Qarase (President)
FJI,FF,Fiji First Party,5795,2014,2020,,"2014 Josaia Voreqe ""Frank"" Bainimarama (President)"
FRA,RP,Progressive Republicans,4627,1896,1898,,1896 Félix Jules Méline (President)
FRA,PRS,Republican-Socialist Party,3102,1914,1932,,1914 Jean Raphaël Adrien René Viviani (President)
FRA,MRP,Popular Republican Movement,737,1947,1949,,1947 Robert Schuman (President)
FRA,UDSR,Democratic and Socialist Union of the Resistance,2470,1950,1951,,1950 René Pleven (President)
FRA,LR,The Republicans,8168,2017,2019,,2017 Édouard Charles Philippe (President)
GBR,Lib,Liberal Party,540,1880,1917,,1880 William Ewart Gladstone (Queen)
GBR,Con,Conservatives,1567,1885,2020,,"1885 Robert Arthur Talbot Gascoyne-Cecil, Marquess of Salisbury (Queen)"
GBR,NLP-LG,National Liberal Party – Lloyd George,2123,1918,1921,,1918 David Lloyd George (King)
GBR,Lab,Labour,1516,1929,2009,,1929 James Ramsay MacDonald (King)
GBR,NLO,National Labour Organisation,2122,1931,1934,,1931 James Ramsay MacDonald (King)
GHA,PP,Progress Party,4833,1969,1972,,1969 Kofi Abrefa Busia (President)
GIN,GPT,Guinea for All,4278,2018,2020,,2018 Ibrahima Kassory Fofana (President)
GNB,APU-PDGB,Assembly of the People United–Democratic Party of Guinea-Bissau,7559,2020,2020,,2020 Nuno Gomes Nabiam (President)
GRC,KE,Nationalist Party,6785,1880,1904,,1880 Aléxandros Spyrídonos Koumoundoúros (King)
GRC,NK,Modernist Party / New Party,6786,1882,1908,,1882 Charílaos Spyrídonos Trikoúpis (King)
GRC,KF,Liberal Party,3280,1910,1950,,1910 Elefthérios (Elevthérios) Kyriákou Venizélos (King)
GRC,LK,People's Party,4444,1920,1946,,1920 Dimítrios Georgíou Rállis (King)
GRC,KTE,Free Opinion Party/Freethinkers' Party,4438,1936,1940,,1936 Ioánnis Panagióti Metaxás (King)
GRC,EPEK,National Progressive Centre Union,4439,1951,1951,,1951 Nikoláos Chrístou Plastíras (King)
GRC,ES,Greek Rally,4156,1952,1954,,1952 Aléxandros Leonída Papágos (King)
GRC,ERE,National Radical Union,4441,1955,1962,,1955 Konstantínos Georgíou Karamanlís (King)
GRC,EK,Centre Union,4158,1964,1964,,1964 Geórgios Andréou Papandréou (King)
GRC,LDK,Liberal Democratic Centre,8287,1965,1965,,1965 Stéfanos Chrístou Stefanópoulos (King)
GRC,SYRIZA,Coalition of the Radical Left,301,2015,2018,,2015 Aléxis Pávlou Tsípras (President)
HTI,ALY,Democratic Alliance Party,5274,2015,2015,,2015 Evans Paul (President)
HTI,MODELH-PRDH,Democratic Movement for the Liberation of Haiti-Revolutionary Democratic Party of Haiti,8332,2017,2017,,2017 Jack Guy Lafontant (President)
HTI,RA,Love Haiti,8331,2018,2020,,2018 Jean-Henry Céant (President)
HUN,KNEP,Christian National Union Party,6029,1919,1921,,1919 Károly Huszár (Chairman of the Revolutionary Governing Council)
HUN,EP / NEP / MEP,Unity Party  / National Unity Party / Party of Hungarian Life,5126,1922,1943,,1922 István gróf Bethlen bethleni (Governor)
HUN,NP-HM,Arrow Cross Party,5127,1944,1944,,1944 Ferenc Szálasi (Chairman of the Provisional National Assembly)
HUN,MKP,Hungarian Communist Party,5754,1947,1947,,1947 Mátyás Rákosi (President)
HUN,MDF,Hungarian Democratic Forum,1697,1990,1993,,1990 József Antall (President)
IDN,PSI,Socialist Party of Indonesia,8504,1945,1947,,1945 Sutan Sjahrir (President)
IDN,Masyumi,Council of Indonesian Muslim Associations,4502,1950,1955,,1950 Muhammad Natsir (President)
IND,INC-R,Indian National Congress (Requisitionists),8733,1969,1983,,1969 Indira Priyadarshini Gandhi (President)
IND,JNP,Janata Party,4788,1977,1978,,1977 Morarji Ranchhodji Desai (President)
IND,JP-S,Janata Party (Secular),5178,1979,1979,,1979 Choudhary Charan Singh (President)
IND,JD,Janata Dal,1207,1989,1997,,1989 Vishwanath Pratap Singh (President)
IND,SJP-R,Socialist People's Party-National,8493,1990,1990,,1990 Chandra Shekhar (President)
IRL,CG,Society of the Gaels,2442,1922,1931,,1922 William Thomas Cosgrave (Governors-general)
IRL,FG,Fine Gael (Familiy of the Irish),1288,1948,2019,,1948 John Aloysius Costello (President)
IRN,NM,Constitutional Movement,8498,1907,1912,,"1907 Mirza Hossein Qoli Khan (Mafi), Nizam as-Sultana (Shah)"
IRN,Eted,Moderate Socialists Party,8497,1909,1911,,"1909 Mohammad Wali Khan, Khalatbari Tonekaboni Sepahdar Azam (Regent)"
IRN,HD,Democratic Party,8496,1910,1914,,"1910 Mirza Hassan Khan, Mostowfi al-Mamalek (Shah)"
IRN,HE,Reformers' Party,8495,1921,1922,,1921 Ahmad Qavam as-Saltana (Shah)
IRN,HTj,Revival Party,8494,1925,1929,,"1925 Mohammad Ali Khan Foroughi, Zoka al-Molk (Shah)"
IRN,HDI,Democrat Party of Iran,7263,1946,1946,,1946 Ahmad Qavam as-Saltana (Shah)
IRN,NF,National Front of Iran,4739,1951,1952,,1951 Mohammad Mossadegh (Shah)
IRN,Melliyun,Nationalists’ Party,6871,1957,1960,,1957 Manouchehr Eghbal (Shah)
IRN,Mardom,People's Party,4738,1962,1963,,1962 Asadollah Alam (Shah)
IRN,INP,Iran Novin Party,6650,1964,1974,,1964 Hassan Ali Mansur (Shah)
IRN,RP,Rastakhiz Party,5803,1975,1977,,1975 Amir Abbas Hoveida (Shah)
IRN,IRP,Islamic Republican Party,5802,1980,1986,,1980 Mohammad Ali Raja'i (Supreme Leader)
IRN,JRM,Combatant Clergy Association,5359,1989,1996,,1989 Hojatolislam Ali Akbar Hashemi Rafsanjani (Supreme Leader)
IRN,RMT,Combatant Clerics of Tehran,6874,1997,2004,,1997 Hojatolislam Mohammad Khatami (Supreme Leader)
IRN,Abadgaran,Alliance of Builders of Islamic Iran / Abadgaran,6053,2005,2012,,2005 Mahmoud Ahmadinejad (Supreme Leader)
IRN,MDP,Moderation and Development Party,7816,2013,2020,,2013 Hojatolislam Hassan Rouhani (Supreme Leader)
IRQ,HWW,National Unity Party,7271,1934,1934,,1934 Ali Jaudat al-Aiyubi (King)
IRQ,HIW,Party of National Brotherhood,7270,1935,1940,,1935 Yasin Pasha al-Hashimi (King)
IRQ,ID,Constitutional Union Party,6880,1950,1951,,1950 Nuri Pasha as-Said (Regent)
IRQ,INA,Iraqi National Accord,5614,2004,2004,,2004 Iyad Allawi (President)
ISL,A,Social Democratic Party,1325,1947,1979,,1947 Stefán Jóhann Stefánsson (President)
ISL,Sam,Social Democratic Alliance,1396,2009,2012,,2009 Jóhanna Sigurdardóttir (President)
ISL,Graen,Left-Green Movement,457,2017,2020,,2017 Katrín Jakobsdóttir (President)
ITA,Left,Historical Left,7130,1880,1920,,1880 Benedetto Cairoli (King)
ITA,Right,Historical Right,6406,1891,1916,,"1891 Antonio Starabba, marchese di Rudinì (King)"
ITA,PRI,Italian Radical Party / Historical Radical Party,2419,1919,1919,,1919 Francesco Saverio Nitti (King)
ITA,PSRI,Italian Reformist Socialist Party,2420,1921,1921,,1921 Ivanoe Bonomi (King)
ITA,PNF,National Fascist Party,4069,1922,1942,,1922 Benito Amilcare Andrea Mussolini (King)
ITA,PDL,Labour Democratic Party,6303,1944,1944,,1944 Ivanoe Bonomi (Regent)
ITA,PRI,Italian Republican Party,394,1981,1981,,1981 Giovanni Spadolini (President)
ITA,FI,Go Italy,1626,1994,2008,,1994 Silvio Berlusconi (President)
ITA,Ulivo,The Olive Tree,1737,1996,1997,,1996 Romano Prodi (President)
ITA,LU,The Union,1372,2006,2007,,2006 Romano Prodi (President)
ITA,IPdL,The People of Freedom,365,2009,2010,,2009 Silvio Berlusconi (President)
ITA,PD,Democratic Party,802,2013,2017,,2013 Enrico Letta (President)
JAM,JLP,Jamaica Labour Party,2308,1953,2020,,1953 William Alexander Bustamante (Governor)
JAM,PNP,People's National Party,2309,1955,2015,,1955 Norman Washington Manley (Governor)
JOR,NSP,National Socialist Party,6369,1956,1956,,1956 Suleiman an-Nabulsi (King)
JPN,RS,Constitution of Friends Association,4366,1900,1931,,1900 Marquess Hirobumi Itō (Emperor)
JPN,RD,Constitutional Association of Allies / Constitutional Like-Minded Thinker's Association,4480,1912,1912,,1912 Duke Tarō Katsura (Emperor)
JPN,RK,Constitutional Nationalist Party,5303,1914,1915,,1914 Count Shigenobu Ōkuma (Emperor)
JPN,KEN,Constitutional Association,5309,1924,1926,,1924 Baron Takaaki Katō (Regent)
JPN,RM,Constitutional Democratic Party,4367,1929,1930,,1929 Osachi Hamaguchi (Emperor)
JPN,IRAA,Imperial Rule Assistance Association,4494,1940,1943,,1940 Duke Fumimaro Konoe (Emperor)
JPN,LP,Liberal Party,8490,1952,1953,,1952 Shigeru Yoshida (Emperor)
JPN,JDP,Japan Democratic Party,778,1954,1954,,1954 Ichirō Hatoyama (Emperor)
JPN,LDP,Liberal Democratic Party,1746,1955,2020,,1955 Ichirō Hatoyama (Emperor)
JPN,JNP,Japan New Party,88,1993,1993,,1993 Morihiro Hosokawa (Emperor)
JPN,JSP/SDP,Japan Socialist Party / Social Democratic Party,3,1994,1995,,1994 Tomiichi Murayama (Emperor)
JPN,DPJ,Democratic Party of Japan,1804,2009,2011,,2009 Yukio Hatoyama (Emperor)
KAZ,PUP,People's Union of Kazakhstan Unity,5906,1994,1998,,1994 Äkezhan Maghzhanuly Qazhygeldïn (President)
KEN,ODM,Orange Democratic Movement,2360,2008,2012,,2008 Raila Amolo Odinga (President)
KGZ,AN,Dignity,5910,2005,2005,,2005 Feliks Sharshenbayevich Kulov (President)
KGZ,AM,Socialist Party 'Fatherland',4527,2014,2014,,2014 Zhoomart Kaipovich Otorbayev (President)
KGZ,AS,White Falcon,8484,2015,2015,,2015 Temir Argembayevich Sariyev (President)
KHM,DP,Democratic Party,4722,1954,1954,,1954 Samdech Penn Nouth (King)
KHM,FUNC-INPEC,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",3764,1993,1997,,1993 Prince Norodom Ranariddh (Head of State)
LAO,PS,Independent Party,6968,1950,1950,,1950 Phoui Sananikone (King)
LAO,NPP,National Progressive Party,5833,1951,1957,,1951 Prince Souvanna Phouma (King)
LAO,LRP,Lao People's Rally,6037,1958,1959,,1958 Phoui Sananikone (King)
LAO,LNP,Lao Neutralist Party,6964,1962,1974,,1962 Prince Souvanna Phouma (King)
LBN,PSP,Progressive Socialist Party,2565,1955,1975,,1955 Rashid Karami (President)
LBN,NSF,National Salvation Front,8349,1984,1986,,1984 Rashid Karami (President)
LBN,ALP,Arab Liberation Party,8351,2004,2004,,2004 Omar Karami (President)
LBN,HM,Glory Movement,8350,2011,2013,,2011 Najib Azmi Mikati (President)
LSO,BNP,Basotho National Party,4171,1965,1986,,1965 Chief Joseph Leabua Jonathan (Paramount chief)
LSO,BCP,Basotho Congress Party / Basutoland Congress Party,4167,1993,1996,,1993 Ntsu Clement Mokhehle (King)
LSO,LCD,Lesotho Congress for Democracy,3771,1997,2011,,1997 Ntsu Clement Mokhehle (King)
LSO,ABC,All Basotho Convention,3766,2012,2020,,2012 Tom Motsoahae Thabane (King)
LSO,DC,Democratic Congress,4166,2015,2016,,2015 Bethuel Pakalitha Mosisili (King)
LTU,VS,Peasant Union,6805,1918,1918,,1918 Mykolas Sleževičius (President of the Lithuanian State Council)
LTU,LSDP,Lithuanian Social Democratic Party,64,1920,2015,,1920 Kazys Grinius (President)
LTU,LKDP,Lithuanian Christian Democratic Party,6804,1924,1925,,1924 Antanas Tumėnas (President)
LTU,LKP,Communist Party of Lithuania,1587,1990,1990,,1990 Kazimira Danutė Prunskienė (Chairman of the Supreme Council)
LTU,TS-LKD,Homeland Union / Homeland Union – Lithuanian Christian Democrats,193,1996,2011,,1996 Gediminas Vagnorius (President)
LTU,LLS,Liberal Union of Lithuania,1357,2000,2000,,2000 Rolandas Paksas (President)
LTU,LVŽS / LVLS,Lithuanian Farmers and Greens Union / Lithuanian Peasant Popular Union,1490,2016,2019,,2016 Saulius Skvernelis (President)
LUX,LL,Liberal League,2136,1904,1917,,1904 Paul Eyschen (Grand Duke)
LUX,PD,Party of the Right,4445,1915,1943,,1915 Hubert Loutsch (German Military Commander)
LUX,PNI,Independent National Party,2399,1925,1925,,1925 Pierre Prüm (Grand Duchess)
LUX,CSV,Christian Social People's Party,539,1944,2012,,1944 Pierre Dupong (Grand Duchess)
LUX,DP,Democratic Party,300,1974,2020,,1974 Gaston Thorn (Grand Duke)
LVA,LSDSP,Latvian Social Democratic Workers' Party,741,1926,1932,,1926 Marģers Skujenieks (State President)
LVA,LJSP,New Farmers-Small Landowners Party,5708,1933,1933,,1933 Ādolfs Bļodnieks (State President)
LVA,LC,Latvian Way,1043,1993,2001,,1993 Valdis Birkavs (State President)
LVA,TB/LNNK,For Fatherland and Freedom / LNNK,1704,1997,1997,,1997 Guntars Krasts (State President)
LVA,TP,People's Party,1755,1999,2006,,1999 Andris Šķēle (State President)
LVA,JL,New Era,1531,2002,2010,,2002 Einārs Repše (State President)
LVA,LPP/LC,Latvian First Party / Latvian Way Party,461,2007,2008,,2007 Ivars Godmanis (State President)
LVA,V,Unity,852,2011,2020,,2011 Valdis Dombrovskis (State President)
LVA,LP,Liepāja Party,8400,2016,2018,,2016 Māris Kučinskis (State President)
MAR,I,Istiqlal / Independence Party,2482,1958,2010,,1958 Abdallah Ibrahim (King)
MAR,UNFP,National Union of Popular Forces,5322,1959,1960,,1959 Abdallah Ibrahim (King)
MAR,FDIC,Front for the Defence of Constitutional Institutions,5324,1963,1965,,1963 Ahmed Bahnini (King)
MAR,RNI,National Rally of Independents,2480,1972,1978,,1972 Ahmed Osman (King)
MAR,UC,Constitutional Union,5323,1979,1982,,1979 Maati Bouabid (King)
MAR,USFP,Socialist Union of Popular Forces,2324,1998,2001,,1998 Abderrahmane Youssoufi (King)
MAR,PJD,Justice and Development Party,2479,2011,2020,,2011 Abdelilah Benkirane (King)
MDA,FPM,Popular Front of Moldova,5239,1990,1991,,1990 Mircea Gheorghe Druc (President)
MDA,PDAM,Agrarian Democratic Party of Moldova,2262,1992,1996,,1992 Andrei Nicolae Sangheli (President)
MDA,PLDM,Liberal Democratic Party of Moldova,2271,2009,2014,,2009 Vladimir Vasile Filat (President)
MDG,CSDDM,Support Committee for Democracy Development in Madagascar,8437,1993,1994,,1993 Francisque Ravony (President)
MLI,Y,Change,8439,2014,2014,,2014 Moussa Mara (President)
MLI,ASMA-CFP,Alliance for Solidarity in Mali–Convergence of Patriotic Forces,8440,2017,2018,,2017 Soumeylou Boubèye Maïga (President)
MLT,UPM,Maltese Political Union,1910,1921,1923,,1921 Joseph Howard (Governor)
MLT,CP,Constitutional Party,15,1927,1931,,"1927 Gerald Strickland, Count Della Catena (Governor)"
MLT,MWP,Malta Workers' Party,1604,1949,1949,,1949 Paul Boffa (Governor)
MMR,PMP,Poor Man's Party,7232,1937,1938,,1937 Ba Maw (Governor)
MMR,UP,United Party,8511,1939,1939,,1939 Maung Pu (Governor)
MMR,PP,Patriot's Party,8510,1940,1941,,1940 Saw (Governor)
MMR,Cl-AFPFL,Union Party / Clean AFPFL,4746,1960,1961,,1960 Nu (President)
MNE,PNS,True People's Party,6974,1905,1905,,1905 Lazar Mijušković (Prince)
MNG,MUAN,Mongolian National Democratic Party (1992),8492,1996,1999,,1996 Mendsaikhany Enkhsaikhan (President)
MRT,UPM,Mauritanian Progressive Union,6513,1957,1957,,1957 Moktar Ould Daddah (Lieutenant governor)
MYS,UMNO,United Malays National Organisation,2318,1955,2017,,1955 Tunku Abdul Rahman Putra Alhaj (High commissioner)
MYS,PPBM,Malaysian United Indigenous Party,7998,2018,2020,,2018 Tun Mahathir bin Mohamad (Paramount Ruler)
NAM,DTA,Democratic Turnhalle Alliance,2356,1980,1988,,1980 Dirk Frederik Mudge (Administrator-general)
NAM,SWANU,South West Africa National Union,8524,1985,1985,,1985 Moses Katjikuru Katjiuongua (Administrator-general)
NAM,NPSWA,National Party of South West Africa,6601,1986,1986,,1986 Ebenezer van Zijl (Administrator-general)
NGA,NPC,Northern People's Congress,5350,1957,1966,,1957 Abubakar Tafawa Balewa (Governor-general and Commander-in-chief)
NLD,C,Conservatives,5686,1880,1887,,1880 Constantijn Theodoor graaf van Lynden van Sandenburg (King)
NLD,ARP,Anti-Revolutionary Party,163,1888,1972,,1888 Aeneas baron Mackay (King)
NLD,BVL,League of Free Liberals,1943,1894,1896,,1894 Jonkheer Joan Roëll (Regent)
NLD,LU,Liberal Union,2128,1897,1907,,1897 Nicolaas Gerard Pierson (Regent)
NLD,AB,General League of Roman Catholic Caucuses,8175,1918,1924,,1918 Jonkheer Charles Joseph Maria Ruys de Beerenbrouck (Queen)
NLD,CHU,Christian Historical Union,1102,1926,1940,,1926 Dirk Jan de Geer (Queen)
NLD,RSKP,Roman Catholic State Party,3751,1929,1932,,1929 Jonkheer Charles Joseph Maria Ruys de Beerenbrouck (Queen)
NLD,VDB,Free-thinking Democratic League,543,1945,1945,,1945 Willem Schermerhorn (Queen)
NLD,KVP,Catholic Peoples Party,1390,1946,1979,,1946 Louis Joseph Maria Beel (Queen)
NLD,PvdA,Labour,1234,1948,2001,,1948 Willem Drees (Queen)
NLD,CDA,Christian Democratic Appeal,1157,1980,2009,,"1980 Andreas ""Dries"" van Agt (Queen)"
NLD,VVD,People's Party for Freedom and Democracy,828,2010,2020,,2010 Mark Rutte (Queen)
NOR,FV,Liberal Left Party,1923,1910,1923,,1910 Wollert Konow (King)
NOR,Sp/Bp,Centre [Agrarian] Party,1072,1931,1970,,1931 Peder Ludvik Kolstad (King)
NOR,DNA,Norwegian Labour Party,448,1935,2012,,1935 Johan Nygaardsvold (King)
NOR,NS,National Socialists,1920,1940,1944,,1940 [Collective Body] (Reichskommissare für die Besetzten Norwegischen Gebiete)
NOR,KrF,Christian Democratic Party,705,1972,2004,,1972 Lars Korvald (King)
NPL,RP,National People's Party,8502,1953,1955,,1953 Matrika Prasad Koirala (King)
NPL,NPP,Nepal People's Council,8503,1956,1956,,1956 Tanka Prasad Acharya (King)
NPL,UDP,United Democratic Party,8525,1957,1957,,1957 Kunwar Indrajit Singh (King)
NPL,RPP,National Democratic Party,3753,1997,2002,,1997 Surya Bahadur Thapa (King)
NPL,UCPNM,Communist Party of Nepal (Maoist),3759,2008,2016,,"2008 Pushpa Kamal Dahal ""Prachanda"" (President)"
