country_short,name_short,name_english,party_id,year_first,year_last,hos_first,hog_first
NPL,NCP,Nepal Communist Party,8500,2018,2020,2018 Bidhya Devi Bhandari (President),2018 Khadga Prasad Sharma Oli (President)
PAK,ML,Muslim League,5550,1947,1955,1947 Mohammad Ali Jinnah (Governors-general),1947 Liaquat Ali Khan (Governors-general)
PAK,RP,Republican Party,5868,1956,1958,1956 Iskandar Ali Mirza (President),1957 Malik Firoz Khan Nun (President)
PAK,QML,Convention Muslim League,5513,1962,1968,1962 Mohammad Ayub Khan (President),
PAK,PPP,Pakistan Peoples Party,2383,1971,2012,1971 Zulfiqar Ali Bhutto (President),1973 Zulfiqar Ali Bhutto (President)
PAK,PML(N),Pakistan Muslim League (Nawaz ),2384,1985,2017,1997 Wasim Sajjad (President),1985 Mohammad Khan Junejo (President)
PAK,PTI,Pakistan Movement for Justice,5587,2018,2020,2018 Arif-ur-Rehman Alvi (President),2018 Imran Ahmad Khan Niazi (President)
PAN,PC,Conservative Party,5312,1903,1909,1903 José Agustín Arango Remón (Chairman of the Provisional Government Junta),
PAN,PL,Liberal Party,5315,1910,1948,1910 Pablo Arosemena Alba (President),
PAN,PLDo,Liberal Doctrinaire Party,5314,1932,1935,1932 Harmodio Arias Madrid (President),
PAN,PLN,National Liberal Party,380,1936,1967,1936 Juan Demóstenes Arosemena Barreati (President),
PAN,PPA,Panamenista Party / Authentic Panameñista Party,202,1939,2018,1939 Augusto Samuel Boyd Briceño (President),
PAN,PRA,Authentic Revolutionary Party,5319,1949,1951,1949 Arnulfo Arias Madrid (President),
PAN,CPN,National Patriotic Coalition,5313,1952,1959,1952 José Antonio Remón Cantera (President),
PAN,PRD,Democratic Revolutionary Party,1351,1978,2020,1984 Nicolás Ardito Barletta Vallarino (President),1978 Omar Efraín Torrijos Herrera (President)
PAN,PR,Republican Party,6567,1985,1987,1985 Eric Arturo Delvalle Cohen-Henríquez (President),
PAN,CD,Democratic Change,59,2009,2013,2009 Ricardo Martinelli Berrocal (President),
PER,PN,National Party,8604,1880,1880,1880 José Nicolás Baltasar Fernández de Piérola y Villena (President),
PER,PC,Constitutional Party,7386,1886,1894,1886 Andrés Avelino Cáceres Dorregaray (President),
PER,DP,Democratic Party,8095,1895,1913,1895 José Nicolás Baltasar Fernández de Piérola y Villena (President),
PER,PC,Civil Party,8299,1899,1918,1899 Eduardo López de Romaña y Alvizuri (President),
PER,PDR,Reformist Democratic Party,5770,1919,1929,1919 Augusto Bernardino Leguía y Salcedo (President),
PER,UR,Revolutionary Union,4878,1931,1932,1931 Luis Miguel Sánchez Cerro (President),
PER,CC,Conservative Coalitio,8301,1939,1944,1939 Manuel Prado y Ugarteche (President),
PER,FDN,National Democratic Front,5801,1945,1947,1945 José Luis Bustamante y Rivero (President),
PER,PRP,Peruvian Restoring Party,8300,1955,1955,1955 José Manuel Arturo Odría Amoretti (President),
PER,MDP,Peruvian Democratic Movement / Pradist Democratic Movement,4751,1956,1961,1956 Manuel Prado y Ugarteche (President),
PER,AP,Popular Action/People's Action,514,1963,2000,1963 Fernando Belaúnde Terry (President),
PER,APRA/PAP,American Popular Revolutionary Alliance / Peruvian Aprista Party,529,1985,2010,1985 Alan Gabriel Ludwig García Pérez (President),
PER,NM,Change 90,4219,1990,1998,1990 Alberto Kenya Fujimori (President),
PER,P,Peru 2000,5130,1999,1999,1999 Alberto Kenya Fujimori (President),
PER,PP,Possible Peru,1749,2001,2005,2001 Alejandro Celestino Toledo Manrique (President),
PER,PNP,Peruvian Nationalist Party,345,2011,2015,2011 Ollanta Moisés Humala Tasso (President),
PER,PPK,Peruvians for Change,6647,2016,2019,2016 Pedro Pablo Kuczynski Goddard (President),
PHL,PNP,Nacionalist Party,2389,1935,1977,1935 Manuel Luis Quezon Antonio y Molina (President),
PHL,KALIBAPI,Association for Service to the New Philippines,7324,1943,1943,1943 José Paciano Laurel y García (President),
PHL,PLP,Liberal Party,2330,1946,2015,1946 Manuel Roxas y Acuña (President),
PHL,KBL,New Society Movement,4248,1978,1986,1978 Ferdinand Emmanuel Edralin Marcos (President),1981 Cesar Enrique Aguinaldo Virata (President)
PHL,PDP–Laban,Philippine Democratic Party-Power of the Nation,4602,1986,2020,"1986 Maria Corazon ""Corry"" Sumulong Cojuangco-Aquino (President)",
PHL,Lakas-CMD,Lakas – Christian Muslim Democrats,2388,1992,2009,1992 Fidel Valdez Ramos (President),
PHL,PMP,Force of the Filipino Masses,3654,1998,2000,1998 Joseph Ejercito Estrada (President),
PHL,KAMPI,Partner of the Free Filipino,2465,2001,2008,2001 Maria Gloria Macaraeg Macapagal-Arroyo (President),
PNG,PNC,People's National Congress,5716,1997,2018,"2003 William ""Bill"" Jack Skate (Governor-general)","1997 William ""Bill"" Jack Skate (Governor-general)"
POL,PSLPiast,"Polish People's Party ""Piast""",4360,1920,1925,1922 Stanisław Wojciechowski (President),1920 Wincenty Witos (Chief of State)
POL,PPR,Polish Workers' Party,8228,1944,1947,1944 Bolesław Bierut (President of the State National Council),
POL,PZPR,Polish United Workers' Party,1286,1948,1988,1948 Bolesław Bierut (President),1952 Bolesław Bierut (Chairman of the Council of State)
POL,PiS,Law and Justice,1565,2005,2020,2005 Lech Aleksander Kaczyński (President),2005 Kazimierz Marcinkiewicz (President)
POL,PO,Civic Platform,1117,2007,2014,2010 Bronisław Maria Komorowski (President),2007 Donald Franciszek Tusk (President)
PRK,WPK,Workers' Party of Korea,4712,1946,2020,1948 Kim Il Sung (Supreme Leader),1946 Kim Il Sung (Soviet Commander-in-chief)
PRT,PRP,Portuguese Republican Party,7325,1910,1926,1910 Joaquim Teófilo Fernandes Braga (President of the Provisional Government),1910 Joaquim Teófilo Fernandes Braga (President of the Provisional Government)
PRT,PNR,National Republican Party,6313,1917,1918,1917 Sidónio Bernardino Cardoso da Silva Pais (President),1917 Sidónio Bernardino Cardoso da Silva Pais (President)
PRT,PRE,Republican Evolutionist Party,5865,1916,1919,1919 António José de Almeida (President),1916 António José de Almeida (President)
PRT,PLR,Republican Liberal Party,6315,1920,1922,1920 António José de Almeida (President),
PRT,UN,National Union,4753,1930,1973,1930 António Óscar de Fragoso Carmona (President),1930 Domingos Augusto Alves da Costa e Oliveira (President)
PRT,PS,Socialist Party,655,1976,2020,1986 Mário Alberto Nobre Lópes Soares (President),1976 Mário Alberto Nobre Lopes Soares (President)
PRT,PPD/PSD,Popular Democratic Party / Social Democratic Party,1359,1981,2020,2006 Aníbal António Cavaco Silva (President),1981 Francisco José Pereira Pinto Balsemão (President)
PRY,ANR-PC,National Republican Association – Colorado Party,384,1880,2020,1880 Bernardino Caballero de Añasco y  Melgarejo (President),
PRY,PL,Liberal Party,5081,1904,1939,1904 Juan Bautista Gaona Figueredo (President),
PRY,PRF,Revolutionary Febrerista Party,5165,1936,1936,1936 Rafael de la Cruz Franco Ojeda (President),
PRY,PDC,Christian Democratic Party,6054,2008,2011,2008 Fernando Armindo Lugo Méndez (President),
PRY,PLRA,Authentic Radical Liberal Party,1245,2012,2012,2012 Luis Federico Franco Gómez (President),
PSE,PLO,Palestine Liberation Organization,8517,1967,1968,1967 Yahya Hammuda (Chairman of the Palestine Liberation Organization (PLO) Executive Committee),
PSE,Fatah,Fatah Movement / Palestinian National Liberation Movement,6233,1969,2020,1969 Yasser Arafat (Chairman of the Palestine Liberation Organization (PLO) Executive Committee),2003 Ahmed Qureia (Chairman of the Palestine Liberation Organization (PLO) Executive Committee)
PSG,H,Hamas,8582,2007,2020,2007 Ismail Abdel Salam Ahmed Haniyah (Prime Minister),
ROU,PCR,Romanian Communist Party,5773,1947,1988,1948 Constantin Ion Parhon (President of the Presidium of the Grand National Assembly),1947 Gheorghe Tănase Gheorghiu-Dej (King)
ROU,FP,Ploughmen's Front,7162,1952,1957,1952 Petru Adam Groza (President of the Presidium of the Grand National Assembly),
ROU,FSN,National Salvation Front,958,1989,1991,1989 Ion Alexandru Iliescu (President of the Council of the National Salvation),1989 Petre Valter Roman (President of the Council of the National Salvation)
ROU,PSDR,Romanian Social Democratic Party,1034,1992,2000,1992 Ion Alexandru Iliescu (President),1993 Nicolae Văcăroiu (President)
ROU,PNT-CD,Christian-Democratic National Peasants' Party,1750,1996,1999,1996 Emil Ion Constantinescu (President),1996 Victor Ciorbea (President)
ROU,PSD,Social Democratic Party,120,2001,2018,2001 Ion Alexandru Iliescu (President),2001 Adrian Marian Năstase (President)
RUS,KPSS,Communist Party of the Soviet Union,4784,1917,1990,1917 Vladimir Ilyich Ul'yanov (Lenin) (Chairman of the Council of People's Commissars),1917 Vladimir Ilyich Ul'yanov (Lenin) (Chairman of the Council of People's Commissars)
RUS,YR,United Russia,2256,2008,2020,2008 Dmitriy Anatolyevich Medvedev (President),2008 Vladimir Vladimirovich Putin (President)
RWA,MDR-Parmehutu,Party of the Hutu Emancipation Movement / Republican Democratic Movement – Parmehutu,5330,1960,1972,1961 Grégoire Kayibanda (President),1960 Grégoire Kayibanda (King)
RWA,MRNDD,National Republican Movement for Democracy and Development,6055,1975,1993,1975 Juvénal Habyarimana (President),1991 Sylvestre Nsanzimana (President)
RWA,FPR,Rwandan Patriotic Front,3283,1994,2020,1994 Pasteur Bizimungu (President),2011 Pierre Damien Habumuremyi (President)
SDN,NUP / DUP,National Unionist Party / Democratic Unionist Party,4754,1954,1988,1965 Ismail Ahmad al-Azhari (President of the Supreme Council of State),1954 Ismail Ahmad al-Azhari (Governor-general)
SDN,SSU,Sudanese Socialist Union,5494,1972,1984,1972 Jafar Muhammad al-Nimeiry (President),
SDN,NCP,National Congress Party,5496,1996,2018,1996 Umar Hasan Ahmad al-Bashir (President),2017 Bakri Hasan Saleh (President)
SEN,PS / UPS,Socialist Party of Senegal / Senegalese Progressive Union,2380,1960,1999,1960 Léopold Sédar Senghor (President),1960 Mamadou Dia (President)
SEN,PDS,Senegalese Democratic Party,2329,2000,2011,2000 Abdoulaye Wade (President),2002 Idrissa Seck (President)
SEN,APR,Alliance for the Republic–Yakaar,5766,2012,2020,2012 Macky Sall (President),2013 Aminata Touré (President)
SGP,PAP,People's Action Party,3277,1959,2020,1959 Yusuf bin Ishak (Head of State),1959 Lee Kuan Yew (Head of State)
SLE,APC,All People's Congress,4045,1968,2017,1971 Siaka Probyn Stevens (President),1968 Siaka Probyn Stevens (Governor-general)
SLE,SLPP,Sierra Leone People's Party,4047,1961,2020,1996 Ahmad Tejan Kabbah (President),1961 Sir Milton Augustus Strieby Margai (Governor-general)
SLV,Lib,Liberal Party,8324,1880,1889,1880 Rafael Zaldívar y Lazo (President),
SLV,NDP,National Democratic Party,5154,1913,1930,1913 Carlos Meléndez Ramírez (President),
SLV,PPP,"National Party of the Fatherland / National ""Pro Patria"" Party",6302,1931,1943,1931 Maximiliano Hernández Martínez (President),
SLV,PUSD,Social Democratic Unification Party,8323,1945,1947,1945 Salvador Castaneda Castro (President),
SLV,PRUD,Salvadorean Revolutionary Party of Democratic Unification,4730,1950,1960,1950 Óscar Osorio Hernández (President),
SLV,PCN,National Conciliation [Coalition] Party,686,1962,1978,1962 Julio Adalberto Rivera Carballo (President),
SLV,PDC,Christian Democratic Party,11,1980,1988,1980 José Napoleón Duarte Fuentes (President of the Revolutionary Junta),
SLV,ARENA,Nationalist Republican Alliance,1709,1989,2008,1989 Alfredo Félix Cristiani Burkard (President),
SLV,FMLN,Farabundo Martí National Liberation Front,978,2009,2020,2009 Carlos Mauricio Funes Cartagena (President),
SML,UDUB,"For Unity, Democracy, and Independence",4108,2001,2009,2001 Mohamed Haji Ibrahim Egal (President),
SML,PUDP,"Peace, Unity, and Development Party",4109,2010,2020,"2010 Ahmed Mohamed Mohamud ""Silanyo"" (President)",
SOM,SYL,Somali Youth League,5220,1956,1969,1960 Aden Abdullah Osman Dar (President),1956 Abdullahi Issa Mahamud (Administrator)
SOM,SRSP,Somali Revolutionary Socialist Party,5286,1976,1990,1976 Mohamed Siad Barre (President),1987 Mohamed Ali Samatar (President)
SOM,USC,United Somali Congress,8443,1991,1997,1991 Ali Mahdi Mohamed (President),1991 Omar Arteh Ghalib (President)
SOM,SSDF,Somali Salvation Democratic Front,8445,2004,2007,2004 Abdullahi Yusuf Ahmed (President),
SOM,PDP,Peace and Development Party,8444,2012,2016,2012 Hassan Sheikh Mahamud (President),
SRB,SKJ,League of Communists of Yugoslavia,5391,1944,1989,1944 Ivan Ribar (President of the Presidency of the Provisional People's Assembly),1944 Josip Broz Tito (President of the Presidency of the Provisional People's Assembly)
SRB,SKS,League of Communists of Serbia,8403,1989,1989,1989 Slobodan Milošević (President of the Presidency),
SRB,SPS,Socialist Party of Serbia,2178,1990,2016,1990 Slobodan Milošević (President of the Presidency),1991 Aleksandar Mitrović (President)
SRB,DSS,Democratic Party of Serbia,2190,2000,2007,2000 Vojislav Koštunica (President),2004 Vojislav Koštunica (President)
SRB,GSS,Civic Alliance of Serbia,2202,2003,2003,2003 Nataša Mićić (President),
SRB,DS,Democratic Party,2189,2001,2011,2004 Boris Tadić (President),2001 Zoran Đinđić (Djindjić) (President)
SRB,SNS,Serbian Progressive Party,3177,2012,2020,2012 Tomislav Nikolić (President),
SSD,SPLM,Sudan People's Liberation Movement,5554,2011,2020,2011 Salva Kiir Mayardit (President),
STP,MLSTP/PSD,Movement for the Liberation of São Tomé and Príncipe / Social Democratic Party,5331,1974,2020,1975 Manuel Pinto da Costa (President),1974 Leonel Mário d'Alva (High Commissioner)
STP,ADI,Independent Democratic Action,5340,1995,2020,1995 Miguel dos Anjos da Cunha Lisboa Trovoada (President),2001 Evaristo do Espírito Santo Carvalho (President)
STP,MDFM,Force for Change Democratic Movement-Liberal Party,6143,2001,2010,2001 Fradique Melo Bandeira de Menezes (President),2006 Tomé Soares da Vera Cruz (President)
SUR,PNR,Nationalist Republican Party,6849,1980,1981,1980 Hendrick Rudolf Chin A Sen (President),
SUR,VHP,Progressive Reform Party / United Hindustani Party,5800,1988,2020,1988 Ramsewak Shankar (President),
SUR,NPS,National Party of Suriname,5515,1949,2009,1990 Johannes Samuel Petrus Kraag (President),1949 Julius Caesar de Miranda (Governor of Suriname)
SUR,NDP,National Democratic Party,3731,1996,2019,1996 Jules Albert Wijdenbosch (President),
SVK,HSĽS,Hlinka's Slovak People's Party,6983,1939,1944,1939 Jozef Tiso (President),"1939 Vojtech Lazár ""Béla"" Tuka (President)"
SVK,LS-HZDS,People's Party – Movement for a Democratic Slovakia,560,1993,2013,1993 Michal Kováč (President),1993 Vladimír Mečiar (President)
SVK,SOP,Party of Civic Understanding,9,1999,2003,1999 Rudolf Schuster (President),
SVN,KPS / ZKS,Communist Party of Slovenia / League of Communists of Slovenia,2273,1989,1989,1989 Janez Stanovnik (President of the Presidency),1989 Dušan Šinigoj (President of the Presidency)
SVN,LDS,Liberal Democracy of Slovenia,975,1992,2005,2002 Janez Drnovšek (President),1992 Janez Drnovšek (President)
SVN,SD/ZLSD,Social Democrats / United List of Social Democrats,1403,2008,2020,2012 Borut Pahor (President),2008 Borut Pahor (President)
SYC,SDP,Seychelles Democratic Party,5485,1970,1976,1976 James Richard Marie Mancham (President),1970 James Richard Marie Mancham (Governor and Commander-in-chief)
SYC,SPPF/PL,Seychelles People's Progressive Front / People's Party / Seychelles People's United Party,3847,1976,2019,1977 France-Albert René (President),1976 France-Albert René (President)
SYC,SNP/UO,Seychelles National Party / United Opposition,4117,2020,2020,2020 Wavel John Charles Ramkalawan (President),
SYR,JAF,Young Arab Society,8519,1918,1919,1918 Faysal bin al-Hussein al-Hashimi (Head of Government),
SYR,KW,National Bloc,8518,1936,1947,1936 Muhammad Hashim Bey bin Muhammad Khalid al-Atassi (President of the Syrian Republic),1936 Jamil Mardam Bey (President of the Syrian Republic)
SYR,SNP,Syrian National Party,6036,1948,1958,1948 Shukri bin Mahmud al-Kuwatli (President),1948 Khalid bin Muhammad Fawzi al-Azm (President)
SYR,ALM,Arab Liberation Movement,7293,1953,1953,1953 Adib bin al-Hasan al-Shishakli (President),
SYR,HS,People's Party,6035,1941,1962,1961 Nazim al-Kudsi (President),1941 Hassan al-Hakim (President of the Syrian Republic)
SYR,Baath,Arab Socialist Ba'ath Party – Syria Region,5216,1963,2020,1963 Muhammad Amin al-Hafez (President of the National Revolutionary Command Council),1963 Muhammad Amin al-Hafez (President of the National Revolutionary Command Council)
TCD,PPT/MNRCS,Parti Progressiste Tchadien / National Movement for the Cultural and Social Revolution,4709,1957,1974,1960 François Tombalbaye (Head of State),1957 Gabriel Lisette (Governor)
TCD,UNIR,National Union for Independence and Revolution,5820,1984,1989,1984 Hissene Habré (President),
TCD,MPS,Patriotic Salvation Movement,5503,1990,2020,1990 Idriss Déby (President of the Council of State),1997 Nassour Guelendouksia Ouaido (President)
TGO,RPT,Rally of the Togolese People,4131,1916,2011,1916 Gaston Léopold Joseph Fourn (Commissioner),1996 Kwassi Klutse (President)
TGO,CUT/PUT,Committee of Togolese Unity / Party of Togolese Unity,4764,1958,1962,1960 Sylvanus Épiphanio Olympio (Head of State),1958 Sylvanus Épiphanio Olympio (High commissioner)
TGO,PTP,Togolese Party of Progress,4763,1956,1966,1963 Nicolas Ador Grunitzky (President),1956 Nicolas Ador Grunitzky (High commissioner)
TGO,UNIR,Union for the Republic,4129,2012,2020,2012 Faure Essozimna Gnassingbé (President),2013 Kwesi Ahoomey-Zunu (President)
TJK,CPT,Communist Party of Tajikistan,4905,1990,1991,1990 Kakhar Makhkamovich Makhkamov (President),1991 Izatullo Khayoyevich Khayoyev (President)
TJK,PDPT,People's Democratic Party of Tajikistan,4906,1994,2020,1994 Emomali Sharipovich Rakhmonov (President),
TKM,KPT,Communist Party of Turkmenistan,5287,1990,1991,1990 Saparmurat Atajevich Niyazov (President),
TKM,DPT,Democratic Party of Turkmenistan,5202,1992,2006,1992 Saparmurat Atajevich Niyazov (President),
TLS,FRTLI,Revolutionary Front for an Independent East Timor,5625,2001,2020,"2017 Francisco ""Lú-Olo"" Guterres (President)",2001 Mari Bim Amude Alkatiri (United Nations Administrator)
TUN,PND,New Constitutional Liberal Party / Neo Destour,8446,1950,1963,1957 Habib Bourguiba (President),1950 M'Hamed Chenik (Resident-general)
TUN,PSD,Socialist Destourian Party,5781,1964,1987,1964 Habib Bourguiba (President),1969 Bahi Ladgham (President)
TUN,RCD,Democratic Constitutional Rally,4757,1988,2010,1988 Zine El Abidine Ben Ali (President),1988 Hédi Baccouche (President)
TUN,CPR,Congress for the Republic,4532,2011,2013,2011 Moncef Marzouki (President),
TUN,NT,Nidaa Tounes,4530,2014,2018,2014 Mohamed Béji Caïd Essebsi (President),2015 Habib Essid (President)
TUR,CHP,Republican Peoples Party,1060,1923,1978,1923 Gazı Mustafa Kemal (President),1923 Mustafa İsmet Pasha (President)
TUR,DP,Democrat Party,4758,1950,1959,1950 Mahmud Celâleddin Bayar (President),1950 Ali Adnan Ertekin Menderes (President)
TUR,ANAP,Motherland Party,1190,1983,1998,1989 Halil Turgut Özal (President),1983 Halil Turgut Özal (President)
TUR,DYP,True Path Party,351,1991,1999,1993 Süleyman Demirel (President),1991 Süleyman Demirel (President)
TUR,AKP,Justice and Development Party,306,2002,2020,2007 Abdullah Gül (President),2002 Abdullah Gül (President)
TWN,KMT,Nationalist Party,1112,1945,2015,1945 Chen Yi (Chief Executive),1949 Yen Hsi-shan (President)
TWN,DDP,Democratic Progressive Party,1596,2000,2020,2000 Chen Shui-bian (President),2000 Chang Chun-hsiung (President)
TZA,TANU,Tanganyika African National Union,5788,1960,1976,1962 Julius Kambarage Nyerere (President),1960 Julius Kambarage Nyerere (Governor)
TZA,CCM,Party of the Revolution,2328,1977,2020,1977 Julius Kambarage Nyerere (President),
UGA,KY,Kabaka Yekka,4781,1963,1965,1963 Edward William Frederick David Walugembe Mutebi Luwangula Mutesa II (President),
UGA,UPC,Uganda People's Congress,4524,1962,1984,1966 Apollo Milton Opeto Obote (Executive President),1962 Apollo Milton Opeto Obote (Governor-general)
UGA,UNLF,Uganda National Liberation Front,5841,1979,1979,1979 Godfrey Lukwonga Binaisa (President),
UGA,NRM,National Resistance Movement,4523,1986,2020,1986 Yoweri Kaguta Museveni (President),1986 Samson Babi Mululu Kisekka (President)
UKR,KPU,Communist Party of Ukraine,6985,1990,1990,1990 Leonid Makarovych Kravchuk (Chairman of the Supreme Soviet),1990 Vitol'd Pavlovych Fokin (Chairman of the Supreme Soviet)
UKR,NUNS,Our Ukraine – People's Self-Defense Bloc,2231,2005,2009,2005 Viktor Andriyovych Yushchenko (President),2005 Yuriy Ivanovych Yekhanurov (President)
UKR,SN,Servant of the People,7921,2019,2020,2019 Volodymyr Oleksandrovych Zelens'kyy (President),2019 Oleksiy Valeriyovych Honcharuk (President)
URY,PC,Colorado Party,1419,1880,2004,1880 Francisco Antonino Vidal Silva (President),
URY,PN,National Party,118,1976,2020,1976 Aparicio Méndez Manfredini (President),
URY,FA/EP,Broad Front / Progressive Encounter,1658,2005,2019,2005 Tabaré Ramón Vázquez Rosas (President),
USA,Rep,Republican Party,809,1880,2020,1880 Rutherford Bichard Hayes (President),
USA,Dem,Democratic Party,432,1885,2016,1885 Stephan Grover Cleveland (President),
UZB,OXDP,People's Democratic Party of Uzbekistan,5100,1990,2006,1990 Islam Abduganiyevich Karimov (President),
UZB,OLDP,Uzbekistan Liberal Democratic Party,5099,2007,2020,2007 Islam Abduganiyevich Karimov (President),
VEN,PL,Liberal Party,8308,1880,1898,1880 Antonio Leocadio Guzmán Blanco (President),
VEN,PC,Conservative Party,8310,1890,1891,1890 Raimundo Ignacio Andueza Palacio (President),
VEN,PDV,Venezuelan Democratic Party,6301,1941,1944,1941 Isaías Medina Angarita (President),
VEN,AD,Democratic Action,862,1945,1992,1945 Rómulo Ernesto Betancourt Bello (Chairman Revolutionary Junta),
VEN,COPEI,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,4759,1969,1973,1969 Rafael Caldera Rodríguez (President),
VEN,CN,National Convergence,4804,1994,1998,1994 Rafael Caldera Rodríguez (President),
VEN,MVR,Fifth Republic Movement,1754,1999,2006,1999 Hugo Rafael Chávez Frías (President),
VEN,PSUV,United Socialist Party of Venezuela,5094,2007,2020,2007 Hugo Rafael Chávez Frías (President),
VNM,DCVN,Communist Party of Vietnam,4898,1945,2020,1945 Ho Chi Minh (Chairman of the Provisional Government of the Democratic Republic of Vietnam),1955 Pham Van Dong (State President of the Democratic Republic of Vietnam)
VNR,CL,Personalist Labor Revolutionary Party,8516,1955,1963,1955 Ngo Dinh Diem (President),
VNR,NSDF,National Social Democratic Front,8514,1968,1975,1968 Nguyen Van Thieu (President),1968 Tran Van Huong (President)
VUT,VP,Our Land Party,5335,1979,2020,1980 Ati George Sokomanu (President),1979 Walter Hadye Lini (British and French Resident Commisioners)
VUT,UPM,Union of Moderate Parties,5336,1991,2003,1994 Jean-Marie Léyé Lenelgau Manatawai (President),1991 Maxime Carlot (President)
VUT,NUP,Vanuatu National United Party,5337,2004,2008,2004 Kalkot Mataskelekele Mauliliu (President),2004 Ham Lini Vanuarora (President)
XKX,LDK,Democratic League of Kosovo,2295,2002,2020,2002 Ibrahim Rugova (President),2014 Isa Mustafa (President)
XKX,PDK,Democratic Party of Kosovo,2294,2002,2019,2010 Jakup Krasniqi (President),2002 Bajram Rexhepi (President)
YEM,GPC,General People's Congress,4162,1975,2020,1978 Ali Abdullah Saleh (President),1975 Abdul Aziz Abdul Ghani (President)
YMD,NLF,National Liberation Front,5720,1967,1977,1967 Qahtan Muhammad al-Shaabi (President of the People's Republic of South Yemen),1969 Muhammad Ali Haitham (Chairman of the Presidential Council)
YMD,HIY,Yemeni Socialist Party,5218,1978,1990,1978 Abdul Fattah Ismail (Chairman of the Presidium of the Supreme People's Council),1978 Ali Nasir Muhammad Husani (Chairman of the Presidium of the Supreme People's Council)
ZAF,NP,National Party,1289,1924,1993,1961 Charles Robberts Swart (State President),"1924 James Barry Munnik ""J.B.M."" Hertzog (Governor-general + High Commissioner for Southern Africa)"
ZAF,ANC,African National Congress,1219,1994,2020,1994 Nelson Rolihlahla Mandela (President),
ZMB,UNIP,United National Independence Party,2334,1964,2010,1964 Kenneth David Kaunda (President),1964 Kenneth David Kaunda (President)
ZMB,MMD,Movement for Multi-party Democracy,2333,1991,2007,1991 Frederick Jacob Titus Chiluba (President),
ZMB,PF,Patriotic Front,2302,2011,2020,2011 Michael Chilufya Sata (President),
ZWE,ZANU-PF,Zimbabwe African National Union – Patriotic Front,3305,1980,2020,1980 Canaan Sodindo Banana (President),1980 Robert Gabriel Mugabe (President)
ZZB,ASP,Afro-Shirazi Party,5224,1964,1976,1964 Sheikh Abeid Amami Karume (President),
ZZB,CCM,Party of the Revolution,8072,1977,2020,1977 Skeikh Mwinyi Aboud Jumbe (President),
AFG,PDPA,Progressive Democratic Party of Afghanistan,8700,1966,1966,,1966 Mohammad Hashim Maiwandwal (King)
AFG,HI,Islamic Party,6643,1993,1997,,1993 Gulbuddin Hekmatyar (President of the Leadership Council and President)
AFG,IT,Islamic Union for Liberation of Afghanistan,8282,1994,1995,,1994 Arsala Rahmani (President of the Leadership Council and President)
ALB,PP,Popular Party,8727,1921,1921,,1921 Xhafer Asilan Bej Ypi (High Council)
ALB,Z,Zogist group,7327,1922,1923,,1922 Ahmet Zogu (High Council)
ALB,,Con,8726,1928,1938,,"1928 Kostaq ""Koço"" Nuçi Kota (King)"
ALB,PFS,Albanian Fascist Party,8378,1939,1942,,1939 Shefqet Bej Vërlaci (Lieutenant-general)
ALB,BK,National Front,8377,1943,1943,,1943 Rexhep Bej Mitrovica (German Agent General in Albania)
ARM,KP,Civil Contract,7754,2018,2020,,2018 Nikol Vovayi Pashinyan (President)
AUS,FTP,Free Trade Party / Anti-Socialist Party,663,1880,1904,,1880 Henry Parkes (Governor)
AUS,PP,Protectionist Party,454,1899,1909,,1899 William John Lyne (Governor)
AUS,ALP,Australian Labor Party,424,1908,2012,,1908 Andrew Fisher (Governor-general)
AUS,CLP,Commonwealth Liberal Party,1999,1913,1913,,1913 Joseph Cook (Governor-general)
AUS,NL,National Labor,1736,1916,1916,,1916 William Morris Hughes (Governor-general)
AUS,NAT,Nationalist Party of Australia,338,1917,1928,,1917 William Morris Hughes (Governor-general)
AUS,UAP,United Australia Party,566,1932,1940,,1932 Joseph Aloysius Lyons (Governor-general)
AUS,LPA,Liberal Party of Australia,486,1949,2020,,1949 Robert Gordon Menzies (Governor-general)
AUS,ACP-NPA,Australian Country Party / National Party of Australia,1743,1967,1967,,1967 John McEwen (Governor-general)
AUT,V / DP,Constitutional Party / German-Liberal Party,8222,1880,1903,,1880 Eduard Graf Taaffe (Emperor)
AUT,FP,Federalist Party,8223,1882,1898,,1882 Eduard Graf Taaffe (Emperor)
AUT,VF,Fatherland Front,6044,1934,1937,,1934 Kurt Schuschnigg (President)
AUT,NSDAP,National Socialist German Workers' Party,1936,1938,1938,,1938 Arthur Seyss-Inquart (President)
BEL,LP-PL,Liberal Party,275,1880,1937,,1880 Hubert Joseph Walthère Frère-Orban (King)
BEL,KP//PC,Catholic Party,1892,1884,1936,,1884 Auguste Marie François Beernaert (King)
BEL,BWP-POB,Belgian Labour Party,2289,1938,1938,,1938 Paul-Henri Charles Spaak (King)
BEL,KVV,Catholic Flemish People's Party,4542,1939,1944,,1939 Hubert Marie Eugène Pierlot (King)
BEL,BSP-PSB,Belgian Socialist Party,480,1945,1973,,1945 Achille Honoré van Acker (Regent)
BEL,PSC-CVP,Christian Social Party,405,1949,1967,,1949 Gaston François Marie Eyskens (Regent)
BEL,CVP,Flemish Christian Peoples Party,622,1968,1998,,1968 Gaston François Marie Eyskens (King)
BEL,PVV-OVLD,Party of Liberty and Progress -- Open Flemish Liberals and Democrats,49,1999,2020,,1999 Guy Maurice Marie-Louise Verhofstadt (King)
