party_id,country,party_name_short,party_name_english,party_name,family,url,first,last,cabinet_n,election_n,share_max_year,share_max,wikipedia
1088,ITA,PCI,Communist Party,Partito Comunista Italiano,com,http://www.parlgov.org/explore/ita/party/1088/,1946,1989,2,11,1976,34.4,http://en.wikipedia.org/wiki/Partito_Comunista_Italiano
1330,ITA,PAz,Action Party,Partito d'Azione,com,http://www.parlgov.org/explore/ita/party/1330/,1946,1946,,1,1946,1.4,http://en.wikipedia.org/wiki/Action_Party_(Italy)
1661,ITA,PdCI,Party of the Italian Communists,Partito dei Comunisti Italiani,com,http://www.parlgov.org/explore/ita/party/1661/,1999,2006,4,2,2006,2.2,http://en.wikipedia.org/wiki/Party_of_Italian_Communists
1321,ITA,PRC,Communist Refoundation Party,Partito della Rifondazione Comunista,com,http://www.parlgov.org/explore/ita/party/1321/,1992,2018,1,8,1996,8.6,http://en.wikipedia.org/wiki/Communist_Refoundation_Party
382,ITA,PD,Democratic Party,Partito Democratico,soc,http://www.parlgov.org/explore/ita/party/382/,2008,2019,6,3,2008,34,http://en.wikipedia.org/wiki/Democratic_Party_(Italy)
1702,ITA,PDIUM,Italian Democratic Party of Monarchist Unity,Partito Democratico Italiano di Unità Monarchica,con,http://www.parlgov.org/explore/ita/party/1702/,1963,1968,,2,1963,1.8,http://en.wikipedia.org/wiki/Italian_Democratic_Party_of_Monarchist_Unity
968,ITA,PdUP,Proletarian Unity Party,Partito di Unità Proletaria,com,http://www.parlgov.org/explore/ita/party/968/,1979,1979,,1,1979,1.4,http://en.wikipedia.org/wiki/Proletarian_Unity_Party_%28Italy%29
487,ITA,PLI,Italian Liberal Party,Partito Liberale Italiano,lib,http://www.parlgov.org/explore/ita/party/487/,1946,1992,17,12,1963,7,https://en.wikipedia.org/wiki/Italian_Liberal_Party
421,ITA,PMP,Popular Monarchist Party,Partito Monarchico Popolare,con,http://www.parlgov.org/explore/ita/party/421/,1958,1958,,1,1958,2.6,http://en.wikipedia.org/wiki/People%27s_Monarchist_Party_(Italy)
1050,ITA,PNM,Monarchist National Party,Partito Nazionale Monarchico,right,http://www.parlgov.org/explore/ita/party/1050/,1946,1958,,4,1953,6.9,http://en.wikipedia.org/wiki/Monarchist_National_Party
613,ITA,PNP,National Pensioners' Party,Partito Nazionale Pensionati,spec,http://www.parlgov.org/explore/ita/party/613/,1983,1983,,1,1983,1.4,""
502,ITA,PP,Pensioners' Party,Partito Pensionati,spec,http://www.parlgov.org/explore/ita/party/502/,1989,2004,,3,2004,1.1,http://en.wikipedia.org/wiki/Pensioners%27_Party_%28Italy%29
142,ITA,PPI,Italian People's Party,Partito Popolare Italiano,chr,http://www.parlgov.org/explore/ita/party/142/,1994,1999,,1,1994,15.7,http://en.wikipedia.org/wiki/Italian_People%27s_Party_%281994%29
93,ITA,PRI,Republican Party,Partito Repubblicano Italiano,lib,http://www.parlgov.org/explore/ita/party/93/,1946,1999,25,12,1983,5.1,http://en.wikipedia.org/wiki/Italian_Republican_Party
335,ITA,PSA,Sardinian Action Party,Partito Sardo d'Azione,soc,http://www.parlgov.org/explore/ita/party/335/,1946,1987,,4,1987,0.4,http://en.wikipedia.org/wiki/Sardinian_Action_Party
242,ITA,PSDI,Italian Democratic Socialist Party,Partito Socialista Democratico Italiano,soc,http://www.parlgov.org/explore/ita/party/242/,1948,1994,29,10,1948,7.1,http://en.wikipedia.org/wiki/Italian_Democratic_Socialist_Party
1593,ITA,PSIUP,Socialist Party of Proletarian Unity,Partito Socialista di Unità Proletaria,com,http://www.parlgov.org/explore/ita/party/1593/,1968,1972,,2,1968,4.5,http://en.wikipedia.org/wiki/Italian_Socialist_Party_of_Proletarian_Unity
1475,ITA,PSI,Italian Socialist Party,Partito Socialista Italiano,soc,http://www.parlgov.org/explore/ita/party/1475/,1946,1994,23,13,1946,20.7,http://en.wikipedia.org/wiki/Italian_Socialist_Party
827,ITA,PS,Segni Pact,Patto Segni,chr,http://www.parlgov.org/explore/ita/party/827/,1994,1994,,1,1994,3.3,http://en.wikipedia.org/wiki/Patto_Segni
840,ITA,PpP,Popular Party for Prodi,Popolari per Prodi,chr,http://www.parlgov.org/explore/ita/party/840/,1996,1996,4,,,,http://it.wikipedia.org/wiki/Popolari_per_Prodi
2001,ITA,PC,Prime minister,Presidente del Consiglio dei ministri,none,http://www.parlgov.org/explore/ita/party/2001/,,,8,,,,""
1296,ITA,R,Radicals,Radicali,soc,http://www.parlgov.org/explore/ita/party/1296/,1976,2009,4,9,1979,3.5,http://en.wikipedia.org/wiki/Radical_Party_(Italy)
2156,ITA,SC,Civic Choice,Scelta Civica,lib,http://www.parlgov.org/explore/ita/party/2156/,2013,2013,3,1,2013,8.8,http://en.wikipedia.org/wiki/Civic_Choice
465,ITA,S,Left,Sinistra,com,http://www.parlgov.org/explore/ita/party/465/,2009,2019,2,2,2018,3.4,http://en.wikipedia.org/wiki/Left_Ecology_Freedom
1030,ITA,SVP,South Tyrol Peoples Party,Südtiroler Volkspartei,spec,http://www.parlgov.org/explore/ita/party/1030/,1948,2019,,17,1994,0.6,http://en.wikipedia.org/wiki/South_Tyrolean_People%27s_Party
974,ITA,UV,Valdotanian Union,Union Valdôtaine,spec,http://www.parlgov.org/explore/ita/party/974/,1958,2013,,11,1987,0.1,http://en.wikipedia.org/wiki/Valdotanian_Union
226,ITA,UC,Union / Centre,Unione / Centro,chr,http://www.parlgov.org/explore/ita/party/226/,2004,2018,5,4,2006,6.8,http://en.wikipedia.org/wiki/Democrats%27_Centre_Union
1145,ITA,UDR,Union of republican democrats,Unione dei democratici per la repubblica,chr,http://www.parlgov.org/explore/ita/party/1145/,,,1,,,,http://en.wikipedia.org/wiki/Democratic_Union_for_the_Republic
397,ITA,UdCe,Democratic Union of the Centre,Unione Democratica di Centro,lib,http://www.parlgov.org/explore/ita/party/397/,1994,1994,1,,,,http://en.wikipedia.org/wiki/Union_of_the_Centre_(historical)
399,ITA,UDEUR,Union of Democrats for Europe,Unione Democratici per l'Europa,chr,http://www.parlgov.org/explore/ita/party/399/,1999,2006,3,1,2006,1.4,http://en.wikipedia.org/wiki/UDEUR_Populars
325,ITA,VA,Rainbow Greens,Verdi Arcobaleno,eco,http://www.parlgov.org/explore/ita/party/325/,1989,1989,,1,1989,2.4,http://en.wikipedia.org/wiki/Rainbow_Greens
1382,JPN,NCP,New Conservative Party,Hoshu Shintō,con,http://www.parlgov.org/explore/jpn/party/1382/,2000,2003,3,2,2000,0.4,http://en.wikipedia.org/wiki/New_Conservative_Party
2404,JPN,PFG,Party for Future Generations,Jisedai No Tou,right,http://www.parlgov.org/explore/jpn/party/2404/,2014,2014,,1,2014,2.6,https://en.wikipedia.org/wiki/Party_for_Japanese_Kokoro
1193,JPN,LDP,Liberal Democratic Party,Jiyū Minshutō,con,http://www.parlgov.org/explore/jpn/party/1193/,1958,2021,46,22,1958,59,http://en.wikipedia.org/wiki/Liberal_Democratic_Party_%28Japan%29
1165,JPN,LL,Liberal League,Jiyu Rengo,lib,http://www.parlgov.org/explore/jpn/party/1165/,2000,2003,,2,2000,1.1,http://en.wikipedia.org/wiki/Liberal_League_%28Japan%29
462,JPN,LP,Liberal Party,Jiyū-tō,con,http://www.parlgov.org/explore/jpn/party/462/,2000,2000,2,1,2000,11,http://en.wikipedia.org/wiki/Liberal_Party_%281998%29
2656,JPN,PH,Party of Hope,Kibō no Tō,con,http://www.parlgov.org/explore/jpn/party/2656/,2017,2017,,1,2017,17.4,https://en.wikipedia.org/wiki/Kib%C5%8D_no_T%C5%8D
1733,JPN,NCoP,National Cooperative Party,Kokumin Kyôdô Tô,lib,http://www.parlgov.org/explore/jpn/party/1733/,1946,1949,2,3,1947,7,http://ja.wikipedia.org/wiki/%E5%9B%BD%E6%B0%91%E5%8D%94%E5%90%8C%E5%85%9A
2827,JPN,DPP,Democratic Party for the People,Kokumin Minshu-tō,con,http://www.parlgov.org/explore/jpn/party/2827/,2021,2021,,1,2021,4.5,https://en.wikipedia.org/wiki/Democratic_Party_for_the_People
2069,JPN,PLFP,People's Life First Party,Kokumin no Seikatsu ga Daiichi | Seikatsu no Tō,con,http://www.parlgov.org/explore/jpn/party/2069/,2014,2014,,1,2014,1.9,"https://en.wikipedia.org/wiki/Liberal_Party_(Japan,_2016)"
4,JPN,PNP,People's New Party,Kokumin Shinto,con,http://www.parlgov.org/explore/jpn/party/4/,2005,2012,3,3,2005,1.7,http://en.wikipedia.org/wiki/People%27s_New_Party
837,JPN,K,Komeito Party,Kōmeitō,con,http://www.parlgov.org/explore/jpn/party/837/,1967,2021,18,18,2003,14.8,http://en.wikipedia.org/wiki/New_Komeito_Party
1738,JPN,CoP,Cooperative Party,Kyoudoutou,soc,http://www.parlgov.org/explore/jpn/party/1738/,1952,1952,,1,1952,1.1,http://ja.wikipedia.org/wiki/%E5%8D%94%E5%90%8C%E5%85%9A
163,JPN,DRP,Democratic Reform Party,Min-kai-ren,soc,http://www.parlgov.org/explore/jpn/party/163/,1996,1996,1,1,1996,0,http://ja.wikipedia.org/wiki/%E6%B0%91%E4%B8%BB%E6%94%B9%E9%9D%A9%E9%80%A3%E5%90%88
1124,JPN,YP,Your Party,Minna no Tō,lib,http://www.parlgov.org/explore/jpn/party/1124/,2009,2012,,2,2012,8.7,http://en.wikipedia.org/wiki/Your_Party
1053,JPN,DSP,Democratic Socialist Party,Minshu Shakai-tō,soc,http://www.parlgov.org/explore/jpn/party/1053/,1960,1993,2,12,1960,8.8,http://en.wikipedia.org/wiki/Democratic_Socialist_Party_%28Japan%29
1734,JPN,DP,Democratic Party,Minshutō,con,http://www.parlgov.org/explore/jpn/party/1734/,1946,1953,4,5,1947,25.4,http://en.wikipedia.org/wiki/Democratic_Party_%281947%29
439,JPN,DPJ,Democratic Party of Japan,Minshutō,con,http://www.parlgov.org/explore/jpn/party/439/,1996,2014,3,7,2009,42.4,http://en.wikipedia.org/wiki/Democratic_Party_of_Japan
2853,JPN,NHK,The party that protects those who do not pay the NHK license fee,NHK jushinryō o shiharawanai kokumin o mamoru tō,spec,http://www.parlgov.org/explore/jpn/party/2853/,2021,2021,,1,2021,1.4,https://en.wikipedia.org/wiki/The_party_that_protects_those_who_do_not_pay_the_NHK_license_fee
1726,JPN,JLP,Japan Liberal Party,Nihon Jiyūtō,con,http://www.parlgov.org/explore/jpn/party/1726/,1946,1955,5,6,1952,47.9,"http://en.wikipedia.org/wiki/Liberal_Party_%28Japan,_1945%29"
1755,JPN,LP(H),Liberal Party (Hatoyama),Nihon Jiyūtō (Hatoyama),con,http://www.parlgov.org/explore/jpn/party/1755/,1953,1953,1,1,1953,8.8,""
1540,JPN,JCP,Japan Communist Party,Nihon Kyōsan-tō,com,http://www.parlgov.org/explore/jpn/party/1540/,1946,2021,,28,1996,13.1,http://en.wikipedia.org/wiki/Japanese_Communist_Party
1722,JPN,JDP,Japan Democratic Party,Nihon Minshutō,con,http://www.parlgov.org/explore/jpn/party/1722/,1955,1955,1,1,1955,36.6,http://en.wikipedia.org/wiki/Japan_Democratic_Party_%281954%29
940,JPN,JSP,Japan Socialist Party,Nihon Shakai-tō,soc,http://www.parlgov.org/explore/jpn/party/940/,1946,2021,6,25,1958,33.1,http://en.wikipedia.org/wiki/Japan_Socialist_Party
1327,JPN,JNP,Japan New Party,Nihon Shintō,lib,http://www.parlgov.org/explore/jpn/party/1327/,1993,1993,2,1,1993,8.1,http://en.wikipedia.org/wiki/Japan_New_Party
2136,JPN,JReP,Japan Restoration Party,Nippon Ishin no Kai,con,http://www.parlgov.org/explore/jpn/party/2136/,2012,2017,,3,2012,20.4,https://en.wikipedia.org/wiki/Japan_Innovation_Party
2826,JPN,JaRep,Japan Innovation Party,Nippon Ishin no Kai,right,http://www.parlgov.org/explore/jpn/party/2826/,2021,2021,,1,2021,14,https://en.wikipedia.org/wiki/Nippon_Ishin_no_Kai
2785,JPN,TPJ,Tomorrow Party of Japan,Nippon Mirai no Tō,eco,http://www.parlgov.org/explore/jpn/party/2785/,2012,2012,,1,2012,5.7,https://en.wikipedia.org/wiki/Tomorrow_Party_of_Japan
2828,JPN,ReiShin,Reiwa Shinsengumi,Reiwa Shinsengumi,com,http://www.parlgov.org/explore/jpn/party/2828/,2021,2021,,1,2021,3.9,https://en.wikipedia.org/wiki/Reiwa_Shinsengumi
2657,JPN,CDP,Constitutional Democratic Party of Japan,Rikken Minshutō,soc,http://www.parlgov.org/explore/jpn/party/2657/,2017,2021,,2,2021,20,https://en.wikipedia.org/wiki/Constitutional_Democratic_Party_of_Japan
1736,JPN,LFP,Labour Farmer Party,Rōdōnōmintō,com,http://www.parlgov.org/explore/jpn/party/1736/,1949,1955,,4,1949,2,http://ja.wikipedia.org/wiki/%E5%8A%B4%E5%83%8D%E8%80%85%E8%BE%B2%E6%B0%91%E5%85%9A
1723,JPN,LWSP,Left Wing Socialist Party,Saha Shakai Tô,com,http://www.parlgov.org/explore/jpn/party/1723/,1952,1955,,3,1955,15.4,http://en.wikipedia.org/wiki/Leftist_Socialist_Party_of_Japan
86,JPN,SDF,Socialist Democratic Federation,Shaminren,soc,http://www.parlgov.org/explore/jpn/party/86/,1979,1993,1,6,1990,0.9,http://en.wikipedia.org/wiki/Socialist_Democratic_Federation_%28Japan%29
170,JPN,NLC,New Liberal Club,Shin-jiyū-kurabu,con,http://www.parlgov.org/explore/jpn/party/170/,1976,1986,1,5,1976,4.2,http://en.wikipedia.org/wiki/New_Liberal_Club
547,JPN,JRP,Japan Renewal Party,Shinseitō,con,http://www.parlgov.org/explore/jpn/party/547/,1993,1993,2,1,1993,10.1,http://en.wikipedia.org/wiki/Japan_Renewal_Party
1136,JPN,NFP,New Frontier Party,Shinshin-to,con,http://www.parlgov.org/explore/jpn/party/1136/,1996,1996,,1,1996,28,http://en.wikipedia.org/wiki/New_Frontier_Party
247,JPN,NPD,New Party Daichi,Shintō Daichi,lib,http://www.parlgov.org/explore/jpn/party/247/,2005,2012,,3,2005,0.6,http://en.wikipedia.org/wiki/New_Party_Daichi
1175,JPN,NPN,New Party Nippon,Shintō Nippon,lib,http://www.parlgov.org/explore/jpn/party/1175/,2005,2009,,2,2005,2.4,http://en.wikipedia.org/wiki/New_Party_Nippon
1146,JPN,NPS,New Party Sakigake,Shinto Sakigake,con,http://www.parlgov.org/explore/jpn/party/1146/,1993,1996,3,2,1993,2.6,http://en.wikipedia.org/wiki/New_Party_Sakigake
1724,JPN,RWSP,Right Wing Socialist Party,Uha Shakai Tô,soc,http://www.parlgov.org/explore/jpn/party/1724/,1952,1955,,3,1955,13.9,http://en.wikipedia.org/wiki/Rightist_Socialist_Party_of_Japan
1737,JPN,SRP,Social Reform Party,Yakaikakushintou zu,com,http://www.parlgov.org/explore/jpn/party/1737/,1949,1949,,1,1949,1.3,http://ja.wikipedia.org/wiki/%E7%A4%BE%E4%BC%9A%E9%9D%A9%E6%96%B0%E5%85%9A
581,LTU,DP,Labour Party,Darbo partija,lib,http://www.parlgov.org/explore/ltu/party/581/,2004,2020,4,5,2004,28.4,http://en.wikipedia.org/wiki/Labour_Party_%28Lithuania%29
2121,LTU,DK,The Way of Courage,Drąsos kelias,spec,http://www.parlgov.org/explore/ltu/party/2121/,2012,2020,,2,2012,8,http://en.wikipedia.org/wiki/The_Way_of_Courage
383,LTU,JL,Young Lithuania,Jaunoji Lietuva,right,http://www.parlgov.org/explore/ltu/party/383/,1992,2008,,4,1996,4,https://en.wikipedia.org/wiki/Young_Lithuania
493,LTU,KDS,Christian Democratic Union,Krikščionių demokratų sąjunga,chr,http://www.parlgov.org/explore/ltu/party/493/,1996,2000,,2,2000,4.2,""
709,LTU,KKSS,Christian Conservative Social Union,Krikščionių konservatorių socialinė sąjunga,chr,http://www.parlgov.org/explore/ltu/party/709/,2000,2012,,3,2000,2,http://en.wikipedia.org/wiki/Christian_Conservative_Social_Union
2805,LTU,LP,Freedom Party,Laisvės partija,lib,http://www.parlgov.org/explore/ltu/party/2805/,2020,2020,1,1,2020,9.4,https://en.wikipedia.org/wiki/Freedom_Party_(Lithuania)
2039,LTU,UTL,"Peoples Union ""For Just Lithuania""","Liaudies sąjunga ""Uz teisingą Lietuvą""",code,http://www.parlgov.org/explore/ltu/party/2039/,2000,2000,,1,2000,1.5,""
983,LTU,LiCS,Liberal and Centre Union,Liberalų ir centro sąjunga,lib,http://www.parlgov.org/explore/ltu/party/983/,1996,2014,4,5,2000,17.2,http://en.wikipedia.org/wiki/Liberal_and_Centre_Union
2007,LTU,LiCS-TPP,United Faction of the Liberal and Centre Union and Nations Resurrection Party,Liberaly ir centro sąjunga ir Tautos prisikelimo partija,con,http://www.parlgov.org/explore/ltu/party/2007/,,,1,,,,http://en.wikipedia.org/wiki/Liberal_and_Centre_Union
432,LTU,LTS,Lithuanian National Union List,Lietuvių tautininkų sąjunga,right,http://www.parlgov.org/explore/ltu/party/432/,1992,2014,,1,1992,2,http://en.wikipedia.org/wiki/Lithuanian_Nationalists_Union
2635,LTU,LCP,Lithuanian Centre Party,Lietuvos Centro Partija,right,http://www.parlgov.org/explore/ltu/party/2635/,2016,2020,,2,2016,6.3,https://en.wikipedia.org/wiki/Lithuanian_Centre_Party
887,LTU,LCS,Centre Union of Lithuania,Lietuvos centro sąjunga,lib,http://www.parlgov.org/explore/ltu/party/887/,1992,2009,4,3,1996,8.7,http://en.wikipedia.org/wiki/Centre_Union_of_Lithuania
519,LTU,LDDP,Democratic Labour Party of Lithuania,Lietuvos demokratinė darbo partija,soc,http://www.parlgov.org/explore/ltu/party/519/,1992,2000,3,3,1992,44,http://en.wikipedia.org/wiki/Democratic_Labour_Party_of_Lithuania
1144,LTU,LDP,Lithuanian Democratic Party,Lietuvos demokratų partija,lib,http://www.parlgov.org/explore/ltu/party/1144/,1990,1996,,2,1996,2.2,http://lt.wikipedia.org/wiki/Lietuvos_demokrat%C5%B3_partija
1446,LTU,LKP,Communist Party of Lithuania,Lietuvos komunistų partija,com,http://www.parlgov.org/explore/ltu/party/1446/,1990,1990,2,,,,http://en.wikipedia.org/wiki/Communist_Party_of_Lithuania
675,LTU,LKDP,Lithuanian Christian Democrats,Lietuvos krikščionys demokratai,chr,http://www.parlgov.org/explore/ltu/party/675/,1990,2004,8,5,1992,12.6,http://en.wikipedia.org/wiki/Lithuanian_Christian_Democrats
1782,LTU,LLL,Lithuanian Liberty League,Lietuvos laisvės lyga,spec,http://www.parlgov.org/explore/ltu/party/1782/,1992,1992,,1,1992,1.2,http://en.wikipedia.org/wiki/Lithuanian_Liberty_League
1562,LTU,LLaS,Lithuanian Liberty Union,Lietuvos laisvės sąjunga,right,http://www.parlgov.org/explore/ltu/party/1562/,1992,2000,,3,1996,1.6,http://lt.wikipedia.org/wiki/Lietuvos_laisv%C4%97s_s%C4%85junga
2634,LTU,LLS,Lithuanian Freedom Union (Liberals),Lietuvos laisvės sąjunga (liberalai),lib,http://www.parlgov.org/explore/ltu/party/2634/,2016,2020,,2,2016,2.2,https://en.wikipedia.org/wiki/Lithuanian_Freedom_Union_(Liberals)
28,LTU,LLRA,Election Action of Lithuania's Poles,Lietuvos lenkų rinkimų akcija,spec,http://www.parlgov.org/explore/ltu/party/28/,1992,2020,3,8,2012,5.8,http://en.wikipedia.org/wiki/Election_Action_of_Lithuania's_Poles
1261,LTU,LMP-NDP,Lithuanian Womens Party -- New Democratic Party,Lietuvos moterų partija – Naujosios demokratijos partija,soc,http://www.parlgov.org/explore/ltu/party/1261/,1996,2000,,2,1996,3.9,http://de.wikipedia.org/wiki/Lietuvos_moter%C5%B3_partija
1447,LTU,LPKTS,Union of Lithuanian Political Prisoners and Deportees,Lietuvos politinių kalinių ir terminių sąjunga,spec,http://www.parlgov.org/explore/ltu/party/1447/,1996,1996,,1,1996,1.6,http://en.wikipedia.org/wiki/Lithuanian_Union_of_Political_Prisoners_and_Deportees
482,LTU,LRLS,Liberals Movement of the Republic of Lithuania,Lietuvos Respublikos liberalų sąjūdis,lib,http://www.parlgov.org/explore/ltu/party/482/,2008,2020,4,4,2016,9.4,http://en.wikipedia.org/wiki/Liberals'_Movement_of_the_Republic_of_Lithuania
863,LTU,LRS,Lithuanian Russian Union,Lietuvos rusų sąjunga,spec,http://www.parlgov.org/explore/ltu/party/863/,1996,2000,,2,1996,1.7,http://en.wikipedia.org/wiki/Lithuanian_Union_of_Russians
2763,LTU,LSDDP,Social Democratic Labour Party of Lithuania,Lietuvos socialdemokratų darbo partija,soc,http://www.parlgov.org/explore/ltu/party/2763/,2019,2020,2,1,2020,3.3,https://en.wikipedia.org/wiki/Social_Democratic_Labour_Party_of_Lithuania
1277,LTU,LSDP,Lithuanian Social Democratic Party,Lietuvos socialdemokratų partija,soc,http://www.parlgov.org/explore/ltu/party/1277/,2004,2020,9,5,2004,20.6,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Lithuania
1408,LTU,LSDP-89,Lithuanian Social Democratic Party -- 1989,Lietuvos socialdemokratų partija – 1989,soc,http://www.parlgov.org/explore/ltu/party/1408/,1990,2000,,4,1996,6.9,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Lithuania
2036,LTU,LTMA,Alliance of the Lithuanian National Minorities,Lietuvos tautinių mažumų aljansas,spec,http://www.parlgov.org/explore/ltu/party/2036/,1996,1996,,1,1996,2.5,""
2037,LTU,LUP,Lithuanian Party of Economy,Lietuvos ūkio partijos,code,http://www.parlgov.org/explore/ltu/party/2037/,1996,1996,,1,1996,1.3,""
1632,LTU,LVP,Lithuanian Peasant Party,Lietuvos valstiečių partija,agr,http://www.parlgov.org/explore/ltu/party/1632/,1996,2000,,2,2000,4.1,http://en.wikipedia.org/wiki/Lithuanian_Peasants_Party
191,LTU,LVLS,Lithuanian Peasant Union,Lietuvos valstiečių sąjunga,agr,http://www.parlgov.org/explore/ltu/party/191/,2004,2020,6,5,2016,22.4,http://en.wikipedia.org/wiki/Lithuanian_Peasant_and_Greens_Union
21,LTU,LZP,Lithuanian Green Party,Lietuvos žalioji partija,eco,http://www.parlgov.org/explore/ltu/party/21/,1990,2020,,3,2016,2,https://en.wikipedia.org/wiki/Lithuanian_Green_Party
856,LTU,NS-SL,New Union (Social Liberals),Naujoji sąjunga (socialliberalai),lib,http://www.parlgov.org/explore/ltu/party/856/,2000,2008,5,3,2000,19.6,http://en.wikipedia.org/wiki/New_Union_%28Socialliberals%29
676,LTU,PDP,Civic Democratic Party,Pilietinės demokratijos partija,lib,http://www.parlgov.org/explore/ltu/party/676/,2008,2009,1,1,2008,1.1,http://de.wikipedia.org/wiki/Pilietinės_demokratijos_partija
1056,LTU,SPF,Socialist People's Front,Socialist People's Front,com,http://www.parlgov.org/explore/ltu/party/1056/,2008,2012,,2,2008,3.2,http://en.wikipedia.org/wiki/Socialist_People%27s_Front
1783,LTU,TPJ,National Progress Movement,Tautos pazangos judejimas,code,http://www.parlgov.org/explore/ltu/party/1783/,1992,1992,,1,1992,1.1,""
2026,LTU,Tpp,Party of National Progress,Tautos pažangos partija,right,http://www.parlgov.org/explore/ltu/party/2026/,2004,2004,,1,2004,1.2,http://en.wikipedia.org/wiki/Party_of_National_Progress
1502,LTU,TPP,National Resurrection Party,Tautos prisikėlimo partija,lib,http://www.parlgov.org/explore/ltu/party/1502/,2008,2009,2,1,2008,15.1,http://en.wikipedia.org/wiki/National_Resurrection_Party
