party_id,country,party_name_short,party_name_english,party_name,family,url,first,last,cabinet_n,election_n,share_max_year,share_max,wikipedia
1718,DEU,Fr,Peace alliance,Friedensliste,com,http://www.parlgov.org/explore/deu/party/1718/,1984,1984,,1,1984,1.3,http://de.wikipedia.org/wiki/Friedensliste
1701,DEU,GDP,All-German Party,Gesamtdeutsche Partei,con,http://www.parlgov.org/explore/deu/party/1701/,1961,1961,,1,1961,2.8,http://de.wikipedia.org/wiki/Gesamtdeutsche_Partei
238,DEU,GVP,All-German People's Party,Gesamtdeutsche Volkspartei,chr,http://www.parlgov.org/explore/deu/party/238/,1953,1953,,1,1953,1.2,http://en.wikipedia.org/wiki/All-German_People's_Party
1507,DEU,GB/BHE,All-German Bloc / League of Expellees and Deprived of Rights,Gesamtdeutscher Block / Bund der Heimatvertriebenen und Entrechteten,right,http://www.parlgov.org/explore/deu/party/1507/,1953,1957,1,2,1953,5.9,http://en.wikipedia.org/wiki/All-German_Bloc/League_of_Expellees_and_Deprived_of_Rights
649,DEU,KPD,Communist Party of Germany,Kommunistische Partei Deutschlands,com,http://www.parlgov.org/explore/deu/party/649/,1920,1953,,10,1932,16.9,http://en.wikipedia.org/wiki/German_Communist_Party
2704,DEU,LBT,Rural Federation Thuringia,Landbund Thüringen,agr,http://www.parlgov.org/explore/deu/party/2704/,1920,1932,,5,1920,0.6,https://en.wikipedia.org/wiki/Thuringian_Agricultural_League
1537,DEU,NPD,National Democratic Party,Nationaldemokratische Partei Deutschlands,right,http://www.parlgov.org/explore/deu/party/1537/,1965,2014,,9,1969,4.3,http://en.wikipedia.org/wiki/Nationaldemokratische_Partei_Deutschlands
2695,DEU,NSDAP,National Socialist German Workers' Party,Nationalsozialistische Deutsche Arbeiterpartei,right,http://www.parlgov.org/explore/deu/party/2695/,1924,1933,1,7,1933,43.9,https://en.wikipedia.org/wiki/Nazi_Party
2736,DEU,ODP,Ecological Democratic Party,Ökologisch-Demokratische Partei,eco,http://www.parlgov.org/explore/deu/party/2736/,2019,2019,,1,2019,1,https://en.wikipedia.org/wiki/Ecological_Democratic_Party
791,DEU,PDS|Li,PDS | The Left,PDS | Die Linke,com,http://www.parlgov.org/explore/deu/party/791/,1990,2021,,9,2009,11.9,http://en.wikipedia.org/wiki/Partei_des_Demokratischen_Sozialismus
865,DEU,Pi,German Pirate Party,Piratenpartei Deutschland,spec,http://www.parlgov.org/explore/deu/party/865/,2009,2019,,2,2013,2.2,http://en.wikipedia.org/wiki/German_Pirate_Party
2710,DEU,VRP,Reich Party for Civil Rights and Deflation,Reichspartei für Volksrecht und Aufwertung,spec,http://www.parlgov.org/explore/deu/party/2710/,1928,1932,,2,1928,1.6,https://en.wikipedia.org/wiki/Reich_Party_for_Civil_Rights_and_Deflation
558,DEU,SPD,Social Democratic Party of Germany,Sozialdemokratische Partei Deutschlands,soc,http://www.parlgov.org/explore/deu/party/558/,1919,2021,23,29,1972,45.8,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Germany
301,DEU,Tier,Animal Protection Party,Tierschutzpartei,spec,http://www.parlgov.org/explore/deu/party/301/,2004,2021,,1,2021,1.4,http://en.wikipedia.org/wiki/Human_Environment_Animal_Welfare
2690,DEU,USPD,Independent Social Democratic Party of Germany,Unabhängige Sozialdemokratische Partei Deutschlands,com,http://www.parlgov.org/explore/deu/party/2690/,1919,1920,,2,1920,18.8,https://en.wikipedia.org/wiki/Independent_Social_Democratic_Party_of_Germany
1420,DEU,WAV,Economic Reconstruction League,Wirtschaftliche Aufbauvereinigung,right,http://www.parlgov.org/explore/deu/party/1420/,1949,1949,,1,1949,2.9,http://en.wikipedia.org/wiki/Economic_Reconstruction_Union
2698,DEU,WP,Economic Party,Wirtschaftspartei,con,http://www.parlgov.org/explore/deu/party/2698/,1924,1932,2,6,1928,4.5,https://en.wikipedia.org/wiki/Reich_Party_of_the_German_Middle_Class
2567,DNK,A,The Alternative,Alternativet,eco,http://www.parlgov.org/explore/dnk/party/2567/,2015,2019,,2,2015,4.8,https://en.wikipedia.org/wiki/The_Alternative_%28Denmark%29
2428,DNK,Bo,Farmers' Party ,Bondepartiet,agr,http://www.parlgov.org/explore/dnk/party/2428/,1935,1943,,3,1935,3.2,http://en.wikipedia.org/wiki/Farmers%27_Party_%28Denmark%29
1324,DNK,CD,Centre Democrats,Centrumdemokraterne,con,http://www.parlgov.org/explore/dnk/party/1324/,1973,2005,5,13,1981,8.3,http://en.wikipedia.org/wiki/CentrumDemokraterne
1239,DNK,DKP,Communist Party of Denmark,Danmarks Kommunistiske Parti,com,http://www.parlgov.org/explore/dnk/party/1239/,1926,1981,1,20,1945,12.5,http://en.wikipedia.org/wiki/Danmarks_Kommunistiske_Parti
2432,DNK,DNSAP,National Socialist Workers' Party of Denmark,Danmarks Nationalsocialistiske Arbejderparti,right,http://www.parlgov.org/explore/dnk/party/2432/,1932,1943,,4,1943,2.1,http://en.wikipedia.org/wiki/National_Socialist_Workers%27_Party_of_Denmark
1418,DNK,DF,Danish Peoples Party,Dansk Folkeparti,right,http://www.parlgov.org/explore/dnk/party/1418/,1998,2019,,7,2015,21.1,http://en.wikipedia.org/wiki/Dansk_Folkeparti
412,DNK,DS,Danish Union,Dansk Samling,right,http://www.parlgov.org/explore/dnk/party/412/,1939,1953,1,5,1945,3.1,http://en.wikipedia.org/wiki/Danish_Unity
797,DNK,Gron,Greens,De Gronne,eco,http://www.parlgov.org/explore/dnk/party/797/,1987,1988,,2,1988,1.4,http://en.wikipedia.org/wiki/De_Gr%C3%B8nne
538,DNK,DU,Independents Party,De Uafhængige,lib,http://www.parlgov.org/explore/dnk/party/538/,1953,1973,,6,1960,3.3,http://en.wikipedia.org/wiki/Independent_Party_%28Denmark%29
211,DNK,RV,Danish Social Liberal Party,Det Radikale Venstre,lib,http://www.parlgov.org/explore/dnk/party/211/,1906,2019,21,44,1918,20.7,http://en.wikipedia.org/wiki/Danish_Social_Liberal_Party
306,DNK,En-O,Red-Green Alliance,Enhedslisten – De Rød-Grønne,com,http://www.parlgov.org/explore/dnk/party/306/,1990,2019,,9,2015,7.8,http://en.wikipedia.org/wiki/Red-Green_Alliance_%28Denmark%29
2429,DNK,EP,Industry Party ,Erhvervspartiet,lib,http://www.parlgov.org/explore/dnk/party/2429/,1918,1920,,4,1920,2.9,http://en.wikipedia.org/wiki/Industry_Party
367,DNK,FK,Common Course,Fælles Kurs,com,http://www.parlgov.org/explore/dnk/party/367/,1987,1990,,3,1987,2.2,http://da.wikipedia.org/wiki/F%C3%A6lles_Kurs
749,DNK,Fobe,People's Movement against the EU,Folkebevægelsen mod EU,spec,http://www.parlgov.org/explore/dnk/party/749/,1979,2019,,9,1979,20.9,http://en.wikipedia.org/wiki/People%27s_Movement_against_the_EU
978,DNK,FrP,Progress Party,Fremskridtspartiet,lib,http://www.parlgov.org/explore/dnk/party/978/,1973,2001,,12,1973,15.9,http://en.wikipedia.org/wiki/Fremskridtspartiet
1450,DNK,JuBe,June Movement,JuniBevægelsen,spec,http://www.parlgov.org/explore/dnk/party/1450/,1994,2009,,4,1999,16.1,http://en.wikipedia.org/wiki/June_Movement
590,DNK,KF,Conservatives,Konservative,con,http://www.parlgov.org/explore/dnk/party/590/,1901,2019,15,46,1901,24,http://en.wikipedia.org/wiki/Konservative_Folkeparti
1331,DNK,KrF,Christian People's Party,Kristeligt Folkeparti,chr,http://www.parlgov.org/explore/dnk/party/1331/,1971,2019,4,18,1975,5.3,http://en.wikipedia.org/wiki/Kristeligt_Folkeparti
1478,DNK,LC,Liberal Centre,Liberalt Centrum,lib,http://www.parlgov.org/explore/dnk/party/1478/,1966,1968,,2,1966,2.5,http://da.wikipedia.org/wiki/Liberalt_Centrum
2430,DNK,MV,Moderate Liberals ,Moderate Venstre,lib,http://www.parlgov.org/explore/dnk/party/2430/,1901,1909,,4,1901,11.4,http://en.wikipedia.org/wiki/Moderate_Venstre_%28Denmark%29
2431,DNK,NS,National Cooperation ,National Samvirke,con,http://www.parlgov.org/explore/dnk/party/2431/,1939,1939,,1,1939,1,https://da.wikipedia.org/wiki/Nationalt_Samvirke
376,DNK,NLA,New-Liberal Alliance,Ny-Liberal Alliance,lib,http://www.parlgov.org/explore/dnk/party/376/,2007,2019,1,4,2015,7.5,http://en.wikipedia.org/wiki/Liberal_Alliance_(Denmark)
2781,DNK,NB,The New Right,Nye Borgerlige,right,http://www.parlgov.org/explore/dnk/party/2781/,2019,2019,,1,2019,2.4,https://en.wikipedia.org/wiki/The_New_Right_(Denmark)
1606,DNK,RF,Justice Party,Retsforbund,lib,http://www.parlgov.org/explore/dnk/party/1606/,1924,1984,2,22,1950,8.2,http://en.wikipedia.org/wiki/Justice_Party_of_Denmark
812,DNK,SP,Schleswig Party,Slesvigsk Parti,spec,http://www.parlgov.org/explore/dnk/party/812/,1920,1977,,13,1926,0.8,http://en.wikipedia.org/wiki/Schleswig_Party
1629,DNK,Sd,Social Democrats,Socialdemokraterne,soc,http://www.parlgov.org/explore/dnk/party/1629/,1901,2019,30,46,1935,46.1,http://en.wikipedia.org/wiki/Social_Democrats_%28Denmark%29
1644,DNK,SF,Socialist Peoples Party,Socialistisk Folkeparti,eco,http://www.parlgov.org/explore/dnk/party/1644/,1960,2019,1,22,1987,14.6,http://en.wikipedia.org/wiki/Socialistisk_Folkeparti
2782,DNK,SK,Hard Line,Stram Kurs,right,http://www.parlgov.org/explore/dnk/party/2782/,2019,2019,,1,2019,1.8,https://en.wikipedia.org/wiki/Hard_Line_(political_party)
1605,DNK,V,Liberal Party,Venstre,lib,http://www.parlgov.org/explore/dnk/party/1605/,1901,2019,30,46,1903,47.1,http://en.wikipedia.org/wiki/Venstre_%28Denmark%29
189,DNK,VS,Left Socialists,Venstresocialisterne,com,http://www.parlgov.org/explore/dnk/party/189/,1968,1987,,9,1979,3.7,http://en.wikipedia.org/wiki/Left_Socialists
73,ESP,ARM,Ruiz-Mateos List,Agrupación Ruiz-Mateos,spec,http://www.parlgov.org/explore/esp/party/73/,1989,1989,,1,1989,1.1,http://es.wikipedia.org/wiki/Agrupaci%C3%B3n_Ruiz-Mateos
645,ESP,AP-P,People's Alliance-Party,Alianza-Partido Popular,con,http://www.parlgov.org/explore/esp/party/645/,1977,2019,6,15,2000,45.2,http://en.wikipedia.org/wiki/People%27s_Party_%28Spain%29
385,ESP,Bai,Yes,Bai,spec,http://www.parlgov.org/explore/esp/party/385/,2004,2011,,3,2008,0.2,http://en.wikipedia.org/wiki/Nafarroa_Bai
520,ESP,BNG,Galician Nationalist Bloc,Bloque Nacionalista Galego,spec,http://www.parlgov.org/explore/esp/party/520/,1996,2019,,6,2000,1.3,http://en.wikipedia.org/wiki/Galician_Nationalist_Bloc
2792,ESP,CUP,Popular Unity Candidacy,Candidatura d'Unitat Popular,com,http://www.parlgov.org/explore/esp/party/2792/,2019,2019,,1,2019,1,https://en.wikipedia.org/wiki/Popular_Unity_Candidacy
637,ESP,CDS,Democratic and Social Centre,Centró Democrático y Social,chr,http://www.parlgov.org/explore/esp/party/637/,1982,1994,,4,1986,9.3,http://en.wikipedia.org/wiki/Democratic_and_Social_Centre_(Spain)
2375,ESP,Cs,Citizens -- Party of the Citizenry,Ciudadanos – Partido de la Ciudadanía,lib,http://www.parlgov.org/explore/esp/party/2375/,2014,2019,,4,2019,15.9,https://en.wikipedia.org/wiki/Citizens_(Spanish_political_party)
234,ESP,CC,Canary Coalition,Coalición Canaria,spec,http://www.parlgov.org/explore/esp/party/234/,1993,2019,,10,2000,1.1,http://en.wikipedia.org/wiki/Canarian_Coalition
2084,ESP,EDC,Electoral Coalition of Christian Democratic Team,Coalición Electoral Equipo de la Democracia Cristiana,chr,http://www.parlgov.org/explore/esp/party/2084/,1977,1977,,1,1977,1.2,http://es.wikipedia.org/wiki/Equipo_Dem%C3%B3crata_Cristiano_del_Estado_Espa%C3%B1ol
2172,ESP,C-NE,European-Nationalist Coalition,Coalicion Nacionalista-Europea,spec,http://www.parlgov.org/explore/esp/party/2172/,1989,2004,,4,1999,3.2,http://en.wikipedia.org/wiki/European_Coalition
771,ESP,CEP,For the Europe of the Peoples,Coalición por la Europa de los Pueblos,spec,http://www.parlgov.org/explore/esp/party/771/,1987,2014,,7,2014,5.4,https://en.wikipedia.org/wiki/Coalition_for_the_Europe_of_the_Peoples
2607,ESP,C|AV,Compromise | A la valenciana,Compromís | A la valenciana,com,http://www.parlgov.org/explore/esp/party/2607/,2015,2019,,3,2016,2.7,https://en.wikipedia.org/wiki/%C3%89s_el_moment
2325,ESP,CV,Confederation of the Greens,Confederación de los Verdes,eco,http://www.parlgov.org/explore/esp/party/2325/,1989,1989,,1,1989,1,http://en.wikipedia.org/wiki/Confederation_of_the_Greens
2605,ESP,CDC|JxCat,Democratic Convergence | Together for Catalonia,Convergència Democràtica | Junts per Catalunya,con,http://www.parlgov.org/explore/esp/party/2605/,2015,2019,,4,2015,2.2,https://en.wikipedia.org/wiki/Democratic_Convergence_of_Catalonia
894,ESP,CiU,Convergence and Union,Convergència i Unió,con,http://www.parlgov.org/explore/esp/party/894/,1977,2011,,11,1989,5.1,http://en.wikipedia.org/wiki/Convergence_and_Union
2606,ESP,ECP,In Common We Can,En Comú Podem,com,http://www.parlgov.org/explore/esp/party/2606/,2015,2019,1,4,2015,3.7,https://en.wikipedia.org/wiki/En_Com%C3%BA_Podem
2604,ESP,EM|GCE,En Masse | Common Group of the Left,En Marea | Grupo Común da Esquerda,com,http://www.parlgov.org/explore/esp/party/2604/,2015,2019,1,4,2015,1.6,https://en.wikipedia.org/wiki/En_Marea
2804,ESP,Equo,Equo,Equo,eco,http://www.parlgov.org/explore/esp/party/2804/,2011,2019,,2,2019,1.5,https://en.wikipedia.org/wiki/Equo
757,ESP,ERC,Republican Left of Catalonia,Esquerra Republicana de Catalunya,spec,http://www.parlgov.org/explore/esp/party/757/,1977,2019,,13,2019,3.9,http://en.wikipedia.org/wiki/Republican_Left_of_Catalonia
1657,ESP,EP-V,Europe of the People -- The Greens,Europa de los Pueblos – Verdes,eco,http://www.parlgov.org/explore/esp/party/1657/,2004,2019,,4,2009,2.5,http://en.wikipedia.org/wiki/Europe_of_the_Peoples%E2%80%93Greens
2603,ESP,EHB,Basque Country Unite,Euskal Herria Bildu,spec,http://www.parlgov.org/explore/esp/party/2603/,2015,2019,,4,2019,1.1,https://en.wikipedia.org/wiki/EH_Bildu
845,ESP,EA,Basque Solidarity,Eusko Alkartasuna,spec,http://www.parlgov.org/explore/esp/party/845/,1989,2011,,6,2011,1.4,http://en.wikipedia.org/wiki/Eusko_Alkartasuna
1026,ESP,EE,Basque Left,Euzkadiko Ezkerra,com,http://www.parlgov.org/explore/esp/party/1026/,1977,1989,,5,1986,0.5,http://en.wikipedia.org/wiki/Euskadiko_Ezkerra
1317,ESP,HB,United People,Herri Batasuna,spec,http://www.parlgov.org/explore/esp/party/1317/,1979,1999,,6,1986,1.1,http://en.wikipedia.org/wiki/Batasuna
681,ESP,II-SP,Internationalist Initiative -- Solidarity between Peoples,Iniciativa Internacionalista – La Solidaridad entre los Pueblos,spec,http://www.parlgov.org/explore/esp/party/681/,2009,2009,,1,2009,1.1,http://en.wikipedia.org/wiki/Iniciativa_Internacionalista
121,ESP,IP,Left of the Peoples,Izquierda de los Pueblos,spec,http://www.parlgov.org/explore/esp/party/121/,1987,1999,,3,1989,1.9,http://es.wikipedia.org/wiki/Izquierda_de_los_Pueblos_(1989)
2301,ESP,LVE,Greens Ecologists,Los Verdes Ecologistas,eco,http://www.parlgov.org/explore/esp/party/2301/,1989,1989,,1,1989,1,https://en.wikipedia.org/wiki/The_Ecologist_Greens_(Spain)
2381,ESP,PACMA,Animalist Party Against Mistreatment to Animals,Partido Animalista Contra el Maltrato Animal,spec,http://www.parlgov.org/explore/esp/party/2381/,2014,2019,,4,2019,1.2,http://en.wikipedia.org/wiki/Animalist_Party_Against_Mistreatment_to_Animals
1221,ESP,PAR,Aragonese Regionalist Party,Partido Aragonés Regionalista,spec,http://www.parlgov.org/explore/esp/party/1221/,1977,1993,,5,1993,0.6,http://en.wikipedia.org/wiki/Aragonese_Party
118,ESP,PCE|IU,Communist Party | United Left,Partido Communista | Izquierda Unida,com,http://www.parlgov.org/explore/esp/party/118/,1977,2015,,12,1979,10.8,http://en.wikipedia.org/wiki/United_Left_(Spain)
2028,ESP,PTE-UC,Workers' Party of Spain -- Communist Unity,Partido de los Trabajadores de España-Unidad Comunista,com,http://www.parlgov.org/explore/esp/party/2028/,1986,1989,,1,1986,1.1,http://en.wikipedia.org/wiki/Workers%27_Party_of_Spain_%E2%80%93_Communist_Unity
2227,ESP,PTE,Party of Labour of Spain,Partido del Trabajo de España,com,http://www.parlgov.org/explore/esp/party/2227/,1979,1979,,1,1979,1.1,http://en.wikipedia.org/wiki/Party_of_Labour_of_Spain
1361,ESP,PNV,Basque Nationalist Party,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,chr,http://www.parlgov.org/explore/esp/party/1361/,1977,2019,,15,1982,1.9,http://en.wikipedia.org/wiki/Partido_Nacionalista_Vasco
902,ESP,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Español,soc,http://www.parlgov.org/explore/esp/party/902/,1977,2019,9,15,1982,48.3,http://en.wikipedia.org/wiki/Spanish_Socialist_Workers_Party
1790,ESP,PSP,People's Socialist Party,Partido Socialista Popular,com,http://www.parlgov.org/explore/esp/party/1790/,1977,1977,,1,1977,4.5,http://en.wikipedia.org/wiki/Popular_Socialist_Party_%28Spain%29
370,ESP,PA,Andalusian Party,Partidu Andalucista,soc,http://www.parlgov.org/explore/esp/party/370/,1979,2004,,5,1979,1.8,http://en.wikipedia.org/wiki/Andalusian_Party
2376,ESP,P,We Can,Podemos,com,http://www.parlgov.org/explore/esp/party/2376/,2014,2019,1,4,2016,13.4,http://en.wikipedia.org/wiki/Podemos_%28Spanish_political_party%29
2724,ESP,UP,United We Can,Unidas Podemos,com,http://www.parlgov.org/explore/esp/party/2724/,2019,2019,1,1,2019,10.1,https://en.wikipedia.org/wiki/Unidas_Podemos
135,ESP,UCD,Union of the Democratic Centre,Unión de Centro Democrático,lib,http://www.parlgov.org/explore/esp/party/135/,1977,1982,3,3,1979,35,http://en.wikipedia.org/wiki/Union_of_the_Democratic_Centre_%28Spain%29
1407,ESP,UN,National Union,Unión Nacional,right,http://www.parlgov.org/explore/esp/party/1407/,1979,1979,,1,1979,2.1,http://en.wikipedia.org/wiki/National_Union_%28Spain%29
551,ESP,UPyD,"Union, Progress and Democracy",Unión Progreso y Democracia,lib,http://www.parlgov.org/explore/esp/party/551/,2008,2014,,2,2011,4.8,"http://en.wikipedia.org/wiki/Union,_Progress_and_Democracy"
443,ESP,UV,Valencian Union,Union Valenciana,spec,http://www.parlgov.org/explore/esp/party/443/,1986,1996,,4,1989,0.7,http://en.wikipedia.org/wiki/Valencian_Union
2380,ESP,Vox,Voice,Vox,right,http://www.parlgov.org/explore/esp/party/2380/,2014,2019,,2,2019,15.1,http://en.wikipedia.org/wiki/Vox_%28Spanish_political_party%29
1516,EST,EEE,Estonian Entrepreneur Party,Eesti Ettevõtjate Erakond,lib,http://www.parlgov.org/explore/est/party/1516/,1992,1992,,1,1992,2.4,http://et.wikipedia.org/wiki/Eesti_Ettev%C3%B5tjate_Erakond
1137,EST,EK,Estonian Centre Party,Eesti Keskerakond,soc,http://www.parlgov.org/explore/est/party/1137/,1995,2019,6,7,2007,26.1,http://en.wikipedia.org/wiki/Estonian_Centre_Party
1064,EST,EKo,Estonian Citizens,Eesti Kodanik,right,http://www.parlgov.org/explore/est/party/1064/,1992,1995,,2,1992,6.9,"http://en.wikipedia.org/wiki/Estonian_parliamentary_election,_1992"
486,EST,EKK,Estonian Coalition Party,Eesti Koonderakond,lib,http://www.parlgov.org/explore/est/party/486/,1992,1999,4,3,1995,32.2,http://en.wikipedia.org/wiki/Estonian_Coalition_Party
609,EST,EKD,Estonian Christian Democrats,Eesti Kristlikud Demokraadid,chr,http://www.parlgov.org/explore/est/party/609/,1999,2007,,3,1999,2.4,http://en.wikipedia.org/wiki/Party_of_Estonian_Christian_Democrats
2403,EST,EM,Estonian Country Union,Eesti Maaliit,agr,http://www.parlgov.org/explore/est/party/2403/,,,2,,,,https://et.wikipedia.org/wiki/Eesti_Maaliit
2402,EST,EPPE,Estonian Party of Pensioners and Families,Eesti Pensionäride ja Perede Erakond,agr,http://www.parlgov.org/explore/est/party/2402/,,,2,,,,http://en.wikipedia.org/wiki/List_of_political_parties_in_Estonia
1792,EST,EPL,Estonian Pensioners' Union,Eesti Pensionaride Liit,spec,http://www.parlgov.org/explore/est/party/1792/,1992,1992,,1,1992,3.7,""
552,EST,ERSP,Estonian National Independence Party,Eesti Rahvusliku Sõltumatuse Partei,con,http://www.parlgov.org/explore/est/party/552/,1992,1992,2,1,1992,8.8,http://en.wikipedia.org/wiki/Eesti_Rahvusliku_S%C3%B5ltumatuse_Partei
113,EST,ERe,Estonian Reform Party,Eesti Reformierakond,lib,http://www.parlgov.org/explore/est/party/113/,1995,2019,11,7,2019,28.9,http://en.wikipedia.org/wiki/Eesti_Reformierakond
2631,EST,EER-91,Estonian Greens -- 1991,Eesti Rohelised – 1991,eco,http://www.parlgov.org/explore/est/party/2631/,1992,1992,,1,1992,2.6,https://et.wikipedia.org/wiki/Eesti_Rohelised
2267,EST,ESE-D,Estonian Blue Party -- Democrats,Eesti Sinine Erakond – Demokraadid,lib,http://www.parlgov.org/explore/est/party/2267/,1999,2004,,1,1999,1.6,http://en.wikipedia.org/wiki/Libertas_Estonia
1796,EST,ETE,Estonian Farmers Party,Eesti Talurahva Erakond,agr,http://www.parlgov.org/explore/est/party/1796/,1995,1995,,1,1995,1.5,https://et.wikipedia.org/wiki/Eesti_Talurahva_Erakond
2409,EST,EV,Free Party,Eesti Vabaerakond,con,http://www.parlgov.org/explore/est/party/2409/,2015,2019,,2,2015,8.7,http://en.wikipedia.org/wiki/Free_Party_%28Estonia%29
2416,EST,EVP,Estonian Left Party,Eesti Vasakpartei,com,http://www.parlgov.org/explore/est/party/2416/,1992,1995,,2,1995,2.3,https://en.wikipedia.org/wiki/Estonian_Left_Party
417,EST,ERa/EKR,People's Union of Estonia / Conservative People's Party,Eestimaa Rahvalliit / Eesti Konservatiivne Rahvaerakond,con,http://www.parlgov.org/explore/est/party/417/,1999,2019,5,6,2019,17.8,http://en.wikipedia.org/wiki/People%27s_Union_of_Estonia
2721,EST,ELE,Richness of Life,Elurikkuse Erakond,eco,http://www.parlgov.org/explore/est/party/2721/,2019,2019,,1,2019,1.2,https://en.wikipedia.org/wiki/Richness_of_Life
2720,EST,E200,Estonia 200,Erakond Eesti 200,lib,http://www.parlgov.org/explore/est/party/2720/,2019,2019,,1,2019,4.4,https://en.wikipedia.org/wiki/Estonia_200
219,EST,EER,Estonian Greens,Erakond Eestimaa Rohelised,eco,http://www.parlgov.org/explore/est/party/219/,2007,2019,,4,2007,7.1,http://en.wikipedia.org/wiki/Estonian_Greens
1597,EST,IRL,Union of Pro Patria and Res Publica,Erakond Isamaa ja Res Publica Liit,con,http://www.parlgov.org/explore/est/party/1597/,2007,2019,6,4,2011,20.5,http://en.wikipedia.org/wiki/Union_of_Pro_Patria_and_Res_Publica
428,EST,ERP,Res Publica Party,Erakond Res Publica,con,http://www.parlgov.org/explore/est/party/428/,2003,2004,1,1,2003,24.6,http://en.wikipedia.org/wiki/Res_Publica_Party
2031,EST,I-DK,Independent -- Dimitri Klenski,Independent – Dimitri Klenski,none,http://www.parlgov.org/explore/est/party/2031/,2009,2009,,1,2009,1.8,http://et.wikipedia.org/wiki/Dimitri_Klenski
2029,EST,I-IT,Independent -- Indrek Tarand,Independent – Indrek Tarand,none,http://www.parlgov.org/explore/est/party/2029/,2009,2014,,2,2009,25.8,http://en.wikipedia.org/wiki/Indrek_Tarand
2030,EST,I-MH,Independent -- Martin Helme,Independent – Martin Helme,none,http://www.parlgov.org/explore/est/party/2030/,2009,2009,,1,2009,2.5,http://et.wikipedia.org/wiki/Martin_Helme
2738,EST,I-RK,Independent -- Raimond Kaljulaid,Independent – Raimond Kaljulaid,none,http://www.parlgov.org/explore/est/party/2738/,2019,2019,,1,2019,6.2,https://en.wikipedia.org/wiki/Raimond_Kaljulaid
2345,EST,I-SM,Independent -- Silver Meikar,Independent – Silver Meikar,none,http://www.parlgov.org/explore/est/party/2345/,2014,2014,,1,2014,1.8,http://en.wikipedia.org/wiki/Silver_Meikar
2344,EST,I-TT,Independent -- Tanel Talve,Independent – Tanel Talve,none,http://www.parlgov.org/explore/est/party/2344/,2014,2014,,1,2014,3.1,http://et.wikipedia.org/wiki/Tanel_Talve
846,EST,I,Pro Patria Union,Isamaaliit,con,http://www.parlgov.org/explore/est/party/846/,1999,2004,1,2,1999,16.1,http://en.wikipedia.org/wiki/Pro_Patria_Union
1590,EST,K-EUR,Constitution Party -- Estonian United People's Party,Konstitutsioonierakond – Eestimaa Ühendatud Rahvapartei,soc,http://www.parlgov.org/explore/est/party/1590/,1995,2007,,4,1999,6.1,http://en.wikipedia.org/wiki/Constitution_Party_(Estonia)
1553,EST,PK,Union of Farmers,Põllumeeste Kogu,agr,http://www.parlgov.org/explore/est/party/1553/,1992,1992,,1,1992,2.9,http://et.wikipedia.org/wiki/Vabaduspartei_%E2%80%93_P%C3%B5llumeeste_Kogu
450,EST,R,Popular Front,Rahvarinne,soc,http://www.parlgov.org/explore/est/party/450/,1992,1992,,1,1992,12.2,http://en.wikipedia.org/wiki/Popular_Front_of_Estonia
243,EST,RKI,"National Coalition Party ""Pro Patria""","Rahvuslik Koonderakond ""Isamaa""",con,http://www.parlgov.org/explore/est/party/243/,1992,1995,2,2,1992,22,http://en.wikipedia.org/wiki/Homeland_National_Coalition_Party
25,EST,SK,Independent Royalists,Sõltumatud Kuningriiklased,spec,http://www.parlgov.org/explore/est/party/25/,1992,1992,,1,1992,7.1,http://en.wikipedia.org/wiki/Independent_Royalist_Party_of_Estonia
1448,EST,SDE|M,Social Democratic Party | Moderates,Sotsiaaldemokraatlik Erakond | Mõõdukad,soc,http://www.parlgov.org/explore/est/party/1448/,1992,2019,7,8,2011,17.1,http://en.wikipedia.org/wiki/Social_Democratic_Party_%28Estonia%29
1794,EST,TEE,Future Estonia | Independence,Tuleviku Eesti | Iseseisvuspartei,right,http://www.parlgov.org/explore/est/party/1794/,1995,2014,,1,1995,2.6,http://en.wikipedia.org/wiki/Estonian_Independence_Party
1395,EST,VKR,People's Party of Republicans and Conservatives,Vabariiklaste ja Konservatiivide Rahvaerakond,con,http://www.parlgov.org/explore/est/party/1395/,1995,1995,1,1,1995,5,http://en.wikipedia.org/wiki/People%27s_Party_of_Republicans_and_Conservatives
2266,EST,VEE,Russian Party in Estonia,Vene Erakond Eestis,con,http://www.parlgov.org/explore/est/party/2266/,1999,1999,,1,1999,2,http://en.wikipedia.org/wiki/Russian_Party_in_Estonia
66,FIN,AS,Aland Coalition,Åländsk Samling,spec,http://www.parlgov.org/explore/fin/party/66/,1948,2019,,19,1948,0.4,http://en.wikipedia.org/wiki/%C3%85land_Coalition
1292,FIN,DL|VAS,Democratic Union | Left Alliance,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,com,http://www.parlgov.org/explore/fin/party/1292/,1922,2019,18,25,1945,23.5,http://en.wikipedia.org/wiki/Finnish_People%27s_Democratic_League
229,FIN,Deva,Democratic Alternative,Demokraattinen Vaihtoehto – Demokratiskt Alternativs,com,http://www.parlgov.org/explore/fin/party/229/,1987,1987,,1,1987,4.2,http://en.wikipedia.org/wiki/Demokraattinen_Vaihtoehto
